,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,Long-Term Deferred Tax Assets,180.52,216.47,212.59,217.97,209.38,200.28,198.84,208.56,197.46,197.8,189.86,182.9,-,189.89,-,170.41,170.41,95.84,95.84
16,Long-Term Deferred Charges,28.05,28.28,28.17,27.94,25.77,26.5,27.28,28.69,31.54,30.8,33.83,33.36,-,21.92,-,19.58,19.58,16.87,16.87
17,Other Long-Term Assets,1690,23.47,1086,30.61,1302,31.92,1528,27.98,1030,51.37,652.14,48.93,-,170.53,-,159.61,159.61,180.39,180.39
18,Total Assets,7642,7259,7809,7995,7808,6791,7102,7076,7174,7270,6746,4523,-,3309,-,3648,3648,1823,1823
19,Accounts Payable,79.73,106.42,142.91,116.76,122.07,135.22,150.95,125.67,142.77,182.9,286.51,185.5,-,116.54,-,105.46,105.46,34.05,34.05
20,Accrued Expenses,-,794.6,0.05,1155,-,750.53,-,1050,-,1169,-,929.48,-,640.46,-,956.07,956.07,276.64,276.64
21,Short-Term Debt,300,300,300,300.18,300,300,300,300.18,300,500,500,500.44,-,300,-,200,200,250,250
22,Current Portion of Leases,-,-,-,-,-,-,-,-,1.07,1.06,1.04,1.03,-,1.01,-,-,-,-,-
23,Current Income Taxes Payable,7.79,-,2.29,50.81,84.2,-,8.26,9.24,41.5,52.48,7.35,15.99,-,-,-,154.44,154.44,-,-
24,Current Unearned Revenue,6.92,14.53,6.87,2.67,6.18,4.6,3.37,2.68,3.23,3.48,1.79,1.54,-,1.9,-,1.89,1.89,2.19,2.19
25,Other Current Liabilities,1109,85.13,1005,60.63,1221,57.51,998.68,49.13,1166,48.86,854.72,38.19,-,47.28,-,36.74,36.74,24.05,24.05
26,Total Current Liabilities,1503,1301,1457,1686,1734,1248,1461,1537,1655,1957,1651,1672,-,1107,-,1455,1455,586.93,586.93
27,Long-Term Leases,-,-,-,-,-,-,-,-,-,0.27,0.54,0.81,-,1.33,-,-,-,-,-
28,Long-Term Unearned Revenue,28.25,29.31,30.36,31.42,32.48,33.54,34.6,35.66,37.77,37.77,39.89,39.89,-,41,-,6,6,-,-
29,Long-Term Deferred Tax Liabilities,15.9,13.61,14.56,15.22,13.83,10.39,8.69,6.41,4.14,3.76,3.01,2.5,-,1.61,-,0.28,0.28,0.39,0.39
30,Total Liabilities,1547,1344,1502,1732,1780,1292,1505,1579,1697,1999,1695,1715,-,1151,-,1461,1461,587.32,587.32
31,Common Stock,601.03,601.03,600.02,600.02,600.02,600.02,400.01,400.01,400.01,400.01,400.01,360,-,360,-,360,360,360,360
32,Additional Paid-In Capital,2945,2940,2921,2915,2910,2903,3096,3089,3084,3084,3084,879.79,-,879.79,-,879.79,879.79,879.79,879.79
33,Retained Earnings,2655,2413,2786,2748,2518,1996,2102,2008,1993,1786,1567,1568,-,918.35,-,947.34,947.34,-3.95,-3.95
34,Treasury Stock,-106.79,-38.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Shareholders' Equity,6094,5916,6307,6263,6028,5499,5598,5497,5477,5270,5051,2808,-,2158,2187,2187,2187,1236,1236
36,Total Liabilities & Equity,7642,7259,7809,7995,7808,6791,7102,7076,7174,7270,6746,4523,-,3309,-,3648,3648,1823,1823
37,Total Debt,300,300,300,300.18,300,300,300,300.18,301.07,501.33,501.58,502.27,-,302.34,200,200,200,250,250
38,Net Cash (Debt),2239,2531,3068,2313,2334,2234,1917,1849,1928,2250,2389,455.12,-,721.57,665.25,665.25,665.25,387.67,387.67
39,Net Cash Growth,-4.09%,13.31%,60.06%,25.07%,21.09%,-0.72%,-19.76%,306.31%,-,211.86%,259.12%,-31.59%,-,86.13%,71.60%,-,-,-,-
40,Net Cash Per Share,3.75,4.22,5.10,3.79,3.89,3.72,3.19,3.07,3.21,3.79,4.22,0.84,-,1.33,1.24,1.23,1.23,0.72,0.72
41,Filing Date Shares Outstanding,595,598.82,600.02,600.02,600.02,600.02,600.02,600.02,600.02,600.02,600.02,600.02,540.64,540,535.62,600.02,600.02,540,540
42,Total Common Shares Outstanding,595,598.82,600.02,600.02,600.02,600.02,600.02,600.02,600.02,600.02,600.02,540,540.64,540,535.62,540,540,540,540
43,Working Capital,3129,3143,3856,3541,3308,2757,2602,2656,2950,3056,2870,857.07,-,767.43,-,1011,1011,502.15,502.15
44,Book Value Per Share,10.24,9.88,10.51,10.44,10.05,9.17,9.33,9.16,9.13,8.78,8.42,5.20,-,4.00,4.05,4.05,4.05,2.29,2.29
45,Tangible Book Value,6075,5896,6287,6243,6008,5479,5577,5476,5456,5249,5030,2787,-,2136,2165,2165,2165,1213,1213
46,Tangible Book Value Per Share,10.21,9.85,10.48,10.40,10.01,9.13,9.29,9.13,9.09,8.75,8.38,5.16,-,3.96,4.01,4.01,4.01,2.25,2.25
47,Buildings,-,376.55,-,376.55,-,376.55,-,376.19,-,376.19,-,375.5,-,169.43,-,169.91,169.91,168.25,168.25
48,Machinery,-,1473,-,1472,-,1462,-,1450,-,1413,-,1388,-,807.9,-,688.28,688.28,462.91,462.91
49,Construction In Progress,-,4.09,-,3.23,-,3.3,-,3.26,-,0.49,-,-,-,441.59,-,315.55,315.55,134.46,134.46
