,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
14,Long-Term Deferred Charges,33.04,30.51,29.21,28.37,-,22.88,-,19.49,19.49,16.98,16.98,14.43,14.43,10.08,10.08
15,Other Long-Term Assets,104.75,9.92,77.79,6.94,-,15.55,-,10.62,10.62,12.36,12.36,10.32,10.32,9.55,9.55
16,Total Assets,1664,1610,1534,1517,-,834.56,-,734.26,734.26,623.22,623.22,586.47,586.47,518.28,518.28
17,Accounts Payable,425.09,415.78,361.17,382.28,-,326.53,-,308.03,308.03,274.01,274.01,282.16,282.16,212.92,212.92
18,Accrued Expenses,15.92,15.83,10.11,20.47,-,13.27,-,14.53,12.82,11.28,11.28,14.34,14.34,14.17,14.17
19,Short-Term Debt,-,-,-,-,-,5,-,5.01,5.01,-,-,-,-,38.04,38.04
20,Current Income Taxes Payable,7.74,2.07,9.51,-,-,7.2,-,-,1.77,4.44,4.44,3.63,3.63,5.43,5.43
21,Current Unearned Revenue,23.16,18.18,22.25,17.65,-,8.98,-,16.65,16.65,8.69,8.69,11.87,11.87,8.55,8.55
22,Other Current Liabilities,9.14,9.65,6.47,4.02,-,5.62,-,6.81,6.74,6.8,6.8,7.77,7.77,7.01,7.01
23,Total Current Liabilities,481.05,461.51,409.51,424.41,-,366.6,-,351.02,351.02,305.22,305.22,319.77,319.77,286.11,286.11
24,Long-Term Debt,-,-,-,4.9,-,4.9,-,-,-,-,-,-,-,-,-
25,Long-Term Leases,10.64,11.95,-,-,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,10.71,10.53,10.89,11.36,-,12.87,-,8.64,8.64,7.85,7.85,1.91,1.91,1.56,1.56
27,Long-Term Deferred Tax Liabilities,7.12,7.12,8.32,8.01,-,2.12,-,7.35,7.35,-,-,-,-,-,-
28,Other Long-Term Liabilities,3.08,3.08,2.92,2.92,-,4.29,-,3.67,3.67,3.45,3.45,3.47,3.47,3.22,3.22
29,Total Liabilities,512.59,494.18,431.64,451.61,-,390.78,-,370.69,370.69,316.53,316.53,325.14,325.14,290.89,290.89
30,Common Stock,80,80,80,80,-,60,-,60,60,60,60,60,60,60,60
31,Additional Paid-In Capital,658.04,658.04,657.45,657.45,-,113.63,-,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63
32,Retained Earnings,413.68,378.21,364.5,328.13,-,270.14,-,189.94,189.94,133.06,133.06,87.7,87.7,53.75,53.75
33,Shareholders' Equity,1152,1116,1102,1066,-,443.77,363.58,363.58,363.58,306.69,306.69,261.33,261.33,227.39,227.39
34,Total Liabilities & Equity,1664,1610,1534,1517,-,834.56,-,734.26,734.26,623.22,623.22,586.47,586.47,518.28,518.28
35,Total Debt,10.64,11.95,-,4.9,-,9.9,5.01,5.01,5.01,-,-,-,-,38.04,38.04
36,Net Cash (Debt),663.55,665.81,702.82,751.21,-,195.35,137.69,137.69,137.69,84.08,84.08,100.79,100.79,45.09,45.09
37,Net Cash Growth,-,240.83%,410.42%,445.56%,-,132.34%,63.77%,36.61%,36.61%,86.45%,86.45%,-,-,-,-
38,Net Cash Per Share,8.24,8.48,8.69,9.39,-,3.30,2.27,2.28,2.28,1.40,1.40,1.68,1.68,0.75,0.75
39,Filing Date Shares Outstanding,80,80,80,80,60.08,60,60.54,60,60,60,60,60,60,60,60
40,Total Common Shares Outstanding,80,80,80,80,60.08,60,60.54,60,60,60,60,60,60,60,60
41,Working Capital,709.04,708.76,749.8,753.96,-,216.88,-,149.05,149.05,122.9,122.9,87.84,87.84,89.53,89.53
42,Book Value Per Share,14.40,13.95,13.77,13.32,-,7.40,6.06,6.06,6.06,5.11,5.11,4.36,4.36,3.79,3.79
43,Tangible Book Value,1124,1088,1074,1037,-,415.21,334.83,334.83,334.83,277.67,277.67,233.51,233.51,199.29,199.29
44,Tangible Book Value Per Share,14.05,13.60,13.42,12.96,-,6.92,5.58,5.58,5.58,4.63,4.63,3.89,3.89,3.32,3.32
45,Buildings,-,98.55,-,46.46,-,46.46,-,46.46,-,46.46,46.46,46.46,46.46,46.46,46.46
46,Machinery,-,222.95,-,220.64,-,181.81,-,177.71,-,143.16,143.16,129.6,129.6,119.62,119.62
47,Construction In Progress,-,61.68,-,54.04,-,55.39,-,39.79,-,29.59,29.59,28.88,28.88,3.39,3.39
