,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
27,Shares Change (YoY),-3.13%,-3.65%,1.34%,-2.81%,4.66%,-1.20%,-0.69%,-1.24%,-2.11%,21.30%,34.07%,35.37%,32.89%,11.09%,-,-,-,-,-
28,EPS (Basic),0.32,0.38,0.33,0.33,0.30,0.31,0.23,0.17,0.28,0.36,0.34,0.36,0.31,0.52,0.34,0.47,0.42,0.31,-
29,EPS (Diluted),0.32,0.38,0.33,0.33,0.30,0.31,0.23,0.17,0.28,0.36,0.34,0.36,0.31,0.52,0.34,0.47,0.42,0.31,-
30,EPS Growth,6.82%,23.02%,43.48%,94.63%,7.61%,-13.90%,-32.35%,-53.10%,-10.14%,-30.82%,0%,-23.20%,-26.62%,67.35%,-,-,-,-,-
31,Free Cash Flow,42.41,7.94,5.93,-34.93,13.21,-1.91,6.44,-10.9,28.96,50.97,-22.17,27.72,70.15,7.06,-26.57,0.18,-1.86,-6.52,9.27
32,Free Cash Flow Per Share,0.43,0.08,0.06,-0.36,0.13,-0.02,0.07,-0.11,0.30,0.51,-0.22,0.28,0.71,0.09,-0.36,0.00,-0.03,-0.09,-
33,Dividend Per Share,-,0.300,-,0.600,-,-,-,0.300,-,0.300,-,0.588,-,0.588,-,-,-,-,-
34,Dividend Growth,-,-,-,100.00%,-,-,-,-49.01%,-,-49.00%,-,-,-,-,-,-,-,-,-
35,Gross Margin,31.07%,31.60%,33.08%,35.10%,34.93%,32.07%,32.72%,29.89%,25.87%,26.92%,28.88%,25.08%,30.20%,36.31%,28.95%,37.02%,39.44%,38.40%,37.34%
36,Operating Margin,21.92%,21.83%,23.56%,23.00%,23.41%,23.71%,19.18%,17.34%,11.61%,16.49%,20.70%,16.61%,18.42%,28.20%,20.26%,27.00%,30.52%,28.88%,26.16%
37,Profit Margin,18.72%,21.42%,23.31%,22.40%,23.64%,23.40%,21.57%,15.04%,25.75%,26.32%,20.67%,19.67%,17.10%,22.29%,17.28%,24.68%,23.15%,23.81%,26.51%
38,Free Cash Flow Margin,25.38%,4.68%,4.19%,-24.58%,10.33%,-1.46%,6.12%,-9.75%,27.78%,37.23%,-13.57%,15.01%,39.32%,3.66%,-18.22%,0.13%,-1.38%,-6.72%,11.42%
39,EBITDA,39.41,39.47,36.13,35.46,32.33,33.69,22.58,21.8,13.95,24.95,35.67,32.52,34.6,56.06,31.23,40.02,43.08,29.85,23
40,EBITDA Margin,23.58%,23.27%,25.53%,24.95%,25.29%,25.71%,21.46%,19.49%,13.38%,18.22%,21.83%,17.61%,19.39%,29.10%,21.42%,28.26%,31.87%,30.76%,28.31%
41,D&A For EBITDA,2.78,2.44,2.78,2.78,2.4,2.62,2.4,2.4,1.85,2.37,1.85,1.85,1.73,1.73,1.68,1.79,1.83,1.83,1.75
42,EBIT,36.63,37.03,33.35,32.68,29.93,31.07,20.18,19.39,12.1,22.58,33.82,30.67,32.86,54.33,29.55,38.23,41.25,28.02,21.25
43,EBIT Margin,21.92%,21.83%,23.56%,23.00%,23.41%,23.71%,19.18%,17.34%,11.61%,16.49%,20.70%,16.61%,18.42%,28.20%,20.26%,27.00%,30.52%,28.88%,26.16%
44,Effective Tax Rate,13.37%,14.44%,12.77%,14.11%,14.37%,13.85%,11.34%,9.92%,13.38%,13.60%,13.26%,14.53%,11.28%,15.76%,15.17%,12.59%,14.68%,15.19%,15.34%
45,Revenue as Reported,167.12,169.62,141.52,142.11,127.88,131.02,105.22,111.85,104.23,136.91,163.43,184.67,178.41,192.65,145.83,141.6,135.14,97.03,81.23
