,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Treasury Stock,-39.96,-39.96,-39.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,Comprehensive Income & Other,5.96,6.37,6.09,6.09,6.84,7.26,4.37,5.19,6.21,2.96,-0.11,0.15,1.07,0.87,1.69,1.39,-,5.15,-
30,Shareholders' Equity,1162,1161,1182,1189,1158,1128,1125,1103,1116,1086,1047,1071,1036,1069,300.63,275.14,-,212.66,211.06
31,Total Liabilities & Equity,1213,1209,1231,1233,1222,1167,1144,1149,1218,1247,1218,1174,1113,1219,456.21,398.96,-,292.87,-
32,Total Debt,-,-,-,-,-,-,-,19.99,82.82,121.76,110.27,56.36,16.36,93.4,89.38,69.47,-,49.47,30
33,Net Cash (Debt),626.54,616.42,662.76,693.1,723.83,704.58,730.08,722.52,764.36,727.77,678.34,747.36,729.71,717.88,-8.73,16.89,-,19.37,63.65
34,Net Cash Growth,-13.44%,-12.51%,-9.22%,-4.07%,-5.30%,-3.19%,7.63%,-3.32%,4.75%,1.38%,-,4325.30%,-,3605.89%,-,-,-,-,-
35,Net Cash Per Share,6.41,6.47,6.63,7.22,7.17,7.12,7.40,7.31,7.93,7.27,6.83,7.47,7.41,8.70,-0.12,0.23,-,0.26,-
36,Filing Date Shares Outstanding,97.13,97.13,97.13,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,74.29,74.29,74.11,74.29,-
37,Total Common Shares Outstanding,97.13,97.13,97.13,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,74.29,74.29,74.11,74.29,-
38,Working Capital,831.85,838.39,866.18,876.11,864.76,868.92,900.83,907.63,954.78,949.22,923.94,986.02,958.64,992.26,230.77,205.04,-,149.88,-
39,Book Value Per Share,11.97,11.95,12.17,12.01,11.69,11.39,11.35,11.13,11.27,10.96,10.57,10.82,10.46,10.79,4.05,3.70,-,2.86,2.84
40,Tangible Book Value,1134,1131,1153,1159,1127,1097,1093,1072,1084,1054,1014,1039,1006,1039,270.53,244.84,-,188.89,201.59
41,Tangible Book Value Per Share,11.67,11.65,11.87,11.70,11.38,11.08,11.03,10.82,10.95,10.64,10.24,10.48,10.16,10.49,3.64,3.30,-,2.54,2.71
42,Buildings,-,28.88,-,28.88,-,28.88,-,28.88,-,28.88,-,28.88,-,28.88,28.88,28.88,-,28.88,-
43,Machinery,-,86.48,-,85.75,-,86.06,-,85.51,-,70.99,-,65.3,-,61.24,58.88,58.21,-,56.65,-
44,Construction In Progress,-,230.51,-,218.52,-,142.37,-,70.97,-,42.8,-,8.56,-,5.12,3.47,2.51,-,0.65,-
