,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Currency Exchange Gain (Loss),2.45,-2.45,-,0.82,-1.63,1.63,-,-15.65,9.91,-9.91,-,-1.41,1.58,-1.58,-,-2.19,-1.18,0.59,0.59
14,Other Non Operating Income (Expenses),-0.94,4.5,-5.08,-4.36,-1.89,-3.74,8.05,13.82,-17.16,-1.48,3,1.83,1.72,-1.75,-0.01,-0.38,-0.5,0.19,0.19
15,EBT Excluding Unusual Items,-61.59,-135.02,-44.62,9.42,-0.5,8.2,-12.31,-108.64,-46.6,-87.19,-15.56,-24.23,41.78,46.02,90.97,35.36,75.24,57.62,57.62
16,Impairment of Goodwill,0.96,-0.96,-,-1.92,0.96,-0.96,-,-1.92,0.96,-0.96,-,-3.22,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,0.79,0.34,0,-,0.03,0,0.01,-11.45,1.56,4.1,5.79,-1.22,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,0.08,0,-0,0.45,-1.13,0.14,-0.1,-9.11,-13.68,-4.74,0.1,-3.12,3.83,0.27,-0.81,0.36,0,0.26,0.26
19,Asset Writedown,-55.6,6.04,-6.06,19.3,-19.76,6.85,-7.2,15.26,-28.28,-0.24,0.14,14.24,-16.62,-2.41,0.14,10.76,-13.16,-0.06,-0.06
20,Other Unusual Items,4.12,9.42,0.98,12.29,0.21,-0.21,-,58.75,-1.15,1.15,-,23.88,5.73,-5.73,-,30.3,-3.73,1.87,1.87
21,Pretax Income,-111.25,-120.18,-49.7,39.54,-20.2,14.02,-19.6,-57.11,-87.18,-87.89,-9.54,6.33,34.72,38.15,90.31,76.78,58.35,59.69,59.69
22,Income Tax Expense,-19.02,-18.33,-13.78,23.27,-17.88,-2.74,-8.23,-9.6,-18.49,-19.56,-7.44,-0.84,2.41,0.22,12.94,12.46,8,7.59,7.59
23,Earnings From Continuing Operations,-92.23,-101.85,-35.93,16.27,-2.32,16.76,-11.38,-47.51,-68.69,-68.33,-2.1,7.17,32.31,37.94,77.37,64.32,50.35,52.1,52.1
24,Minority Interest in Earnings,7.89,7.91,7.5,-2.83,18.75,3.5,1.75,5.06,6.3,12.7,10.09,1.05,-,-,-,-,-,-,-
25,Net Income,-84.34,-93.95,-28.42,13.44,16.43,20.26,-9.62,-42.44,-62.39,-55.63,7.99,8.22,32.31,37.94,77.37,64.32,50.35,52.1,52.1
26,Net Income to Common,-84.34,-93.95,-28.42,13.44,16.43,20.26,-9.62,-42.44,-62.39,-55.63,7.99,8.22,32.31,37.94,77.37,64.32,50.35,52.1,52.1
27,Net Income Growth,-,-,-,-,-,-,-,-,-,-,-89.68%,-87.22%,-35.82%,-27.18%,48.50%,-,-,-,-
28,Shares Outstanding (Basic),169,169,166,173,153,186,169,170,169,166,168,167,140,126,126,126,126,-,-
29,Shares Outstanding (Diluted),169,169,166,173,153,186,169,170,169,166,168,167,140,126,126,126,126,-,-
30,Shares Change (YoY),10.51%,-8.91%,-1.62%,1.65%,-9.46%,12.22%,0.47%,1.80%,20.45%,31.25%,33.22%,32.21%,11.43%,-,-,-,-,-,-
31,EPS (Basic),-0.50,-0.55,-0.17,0.08,0.11,0.11,-0.06,-0.25,-0.37,-0.34,0.05,0.05,0.23,0.30,0.61,0.51,0.40,-,-
32,EPS (Diluted),-0.50,-0.55,-0.17,0.08,0.11,0.11,-0.06,-0.25,-0.37,-0.34,0.05,0.05,0.23,0.30,0.61,0.51,0.40,-,-
33,EPS Growth,-,-,-,-,-,-,-,-,-,-,-92.25%,-90.34%,-42.41%,-,-,-,-,-,-
34,Free Cash Flow,-45.62,-78.08,-61.04,-26.47,-257.9,4.6,-3.53,-6.18,-198.02,-116.64,-242.95,33.08,-107.18,54.91,13.72,-91.96,-63.85,-4.62,-4.62
35,Free Cash Flow Per Share,-0.27,-0.46,-0.37,-0.15,-1.69,0.02,-0.02,-0.04,-1.17,-0.70,-1.45,0.20,-0.76,0.43,0.11,-0.73,-0.51,-,-
36,Dividend Per Share,-,-,-,0.143,-,-,-,-,-,-,-,0.476,-,-,-,-,-,-,-
37,Gross Margin,11.54%,1.08%,18.91%,19.71%,24.42%,17.17%,10.27%,-0.17%,3.86%,-0.81%,9.51%,8.58%,25.22%,25.24%,33.19%,31.08%,34.72%,33.28%,33.28%
38,Operating Margin,-15.87%,-35.58%,-9.76%,2.50%,-0.57%,1.28%,-6.43%,-30.16%,-8.15%,-17.36%,-5.16%,-6.02%,10.08%,11.81%,18.68%,8.49%,23.03%,20.03%,20.03%
39,Profit Margin,-19.49%,-25.75%,-6.51%,2.62%,3.13%,5.05%,-3.27%,-9.85%,-15.35%,-13.37%,2.36%,1.63%,7.71%,8.45%,15.33%,15.27%,14.66%,18.33%,18.33%
40,Free Cash Flow Margin,-10.54%,-21.40%,-13.98%,-5.15%,-49.16%,1.14%,-1.20%,-1.44%,-48.73%,-28.04%,-71.88%,6.56%,-25.58%,12.23%,2.72%,-21.83%,-18.60%,-1.63%,-1.63%
41,EBITDA,-28.54,-81.6,-2.45,52.99,27.03,47.21,11.06,-99.98,-13.48,-37.71,2.21,-10.72,54.78,71.05,106.84,48.32,90.52,68.36,68.36
42,EBITDA Margin,-6.59%,-22.37%,-0.56%,10.31%,5.15%,11.76%,3.75%,-23.20%,-3.32%,-9.07%,0.65%,-2.13%,13.08%,15.83%,21.17%,11.47%,26.36%,24.05%,24.05%
43,D&A For EBITDA,40.16,48.19,40.16,40.16,30,42.07,30,30,19.64,34.52,19.64,19.64,12.56,18.04,12.56,12.56,11.45,11.45,11.45
44,EBIT,-68.7,-129.79,-42.61,12.83,-2.97,5.14,-18.94,-129.98,-33.12,-72.23,-17.43,-30.36,42.22,53.02,94.28,35.75,79.07,56.91,56.91
45,EBIT Margin,-15.87%,-35.58%,-9.76%,2.50%,-0.57%,1.28%,-6.43%,-30.16%,-8.15%,-17.36%,-5.16%,-6.02%,10.08%,11.81%,18.68%,8.49%,23.03%,20.03%,20.03%
46,Effective Tax Rate,-,-,-,58.84%,-,-,-,-,-,-,-,-,6.94%,0.57%,14.33%,16.22%,13.71%,12.71%,12.71%
47,Revenue as Reported,432.81,364.8,436.68,513.89,524.64,401.42,294.69,430.94,406.34,415.95,338.02,504.19,418.92,448.88,504.79,421.16,343.39,284.18,284.18
