,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,-94.31,-30.13,-62.21,6.88,-106.53,-78.54,-42.44,17.57,-34.42,31.39,57.51,24.41,51.84,17.83,47.65,2.06,96.27,10.56,55.28,-3.75
11,Interest Expense,-1.87,-10.38,-10.25,-9.38,-10.96,-10.41,-8.32,-6.95,-,-6.15,-19.26,-7.85,-8.37,-12.51,-9.07,-7.55,-6.42,-8.07,-9.77,-13.11
12,Interest & Investment Income,30,0.61,0.52,0.73,1.36,2.33,2.22,0.55,12.78,1.18,0.84,1.05,1.41,2.07,1.02,0.4,34.33,0.28,0.4,0.34
13,Earnings From Equity Investments,-,-,0.71,-0.71,-,-,-0.32,0.32,-,-,-,-,-,-,-,-,-,-,-,-
14,Currency Exchange Gain (Loss),-,-0.77,0.77,-,1.76,-2.01,2.01,-,2.25,0.21,-0.21,-,-0.55,0.35,-0.35,-,-0.92,0.33,-0.33,-
15,Other Non Operating Income (Expenses),-3.1,-0.77,0.84,-0.22,-1.76,2.08,-1.81,-0.95,-0.08,-0.24,-1.92,-0.19,2.93,-2.19,0.06,-0.72,-6.37,-0.21,-1.19,-1.48
16,EBT Excluding Unusual Items,-69.28,-41.43,-69.62,-2.69,-116.12,-86.55,-48.66,10.54,-19.48,26.4,36.96,17.42,47.25,5.55,39.31,-5.81,116.9,2.9,44.39,-18
17,Gain (Loss) on Sale of Investments,0.46,-0.39,-0.07,-,-2.2,-,-,-,-2.85,0.08,-0.65,-,1.5,-0.05,0.93,-,-28.62,36,-16,-
18,Gain (Loss) on Sale of Assets,0,0.5,-0.5,-0.01,0.1,0.05,-0.28,-,0.5,0,-0,-,-,0.18,-0.18,-,-0.18,0.16,-0.15,-
19,Asset Writedown,19.3,-19.3,1.94,-1.94,24.6,-24.85,4.1,-4.1,36.9,-36.91,13.05,-13.05,12.96,-13.14,-,-,3.06,-3.06,-,-
20,Other Unusual Items,-,-0.91,-0.64,1.55,-3.28,1.6,-1.6,-,1.47,2.06,-2.06,-,19.04,5.59,-5.59,-,12.68,4.25,-4.25,-
21,Pretax Income,-49.52,-61.52,-68.89,-3.09,-96.91,-109.74,-46.44,6.44,16.54,-8.37,47.3,4.37,80.76,-1.87,34.47,-5.81,103.85,40.24,23.99,-18
22,Income Tax Expense,-23.43,-8.52,-7.04,-5.11,-16.03,-15.87,-8.06,-1.47,4.63,-3.54,3.01,-1.67,14.66,-2.17,2.69,-4.11,13.66,6.2,0.19,-4.79
23,Earnings From Continuing Operations,-26.08,-53,-61.85,2.02,-80.89,-93.87,-38.38,7.91,11.91,-4.83,44.28,6.04,66.09,0.31,31.78,-1.7,90.19,34.04,23.8,-13.22
24,Minority Interest in Earnings,-7.68,2.29,2.88,2.51,2.35,1.62,1.23,0.85,1.23,0.85,0.05,0.85,0.67,0.43,0.78,-,0.51,0.48,-0.4,0.43
25,Net Income,-33.77,-50.71,-58.96,4.52,-78.54,-92.25,-37.15,8.76,13.15,-3.98,44.34,6.89,66.76,0.74,32.56,-1.7,90.71,34.52,23.4,-12.79
26,Net Income to Common,-33.77,-50.71,-58.96,4.52,-78.54,-92.25,-37.15,8.76,13.15,-3.98,44.34,6.89,66.76,0.74,32.56,-1.7,90.71,34.52,23.4,-12.79
27,Net Income Growth,-,-,-,-48.34%,-,-,-,27.04%,-80.30%,-,36.18%,-,-26.40%,-97.86%,39.14%,-,-,-,-,-
28,Shares Outstanding (Basic),494,494,496,492,494,491,490,497,496,495,497,499,500,501,270,630,400,399,402,400
29,Shares Outstanding (Diluted),494,494,496,492,494,491,490,497,496,495,497,499,500,501,270,630,400,399,402,400
30,Shares Change (YoY),-0.06%,0.59%,1.25%,-1.16%,-0.47%,-0.82%,-1.41%,-0.39%,-0.64%,-1.01%,84.46%,-20.74%,25.00%,25.35%,-32.86%,57.69%,-,-,-,-
31,EPS (Basic),-0.07,-0.10,-0.12,0.01,-0.16,-0.19,-0.08,0.02,0.03,-0.01,0.09,0.01,0.13,0.00,0.12,-0.00,0.23,0.09,0.06,-0.03
32,EPS (Diluted),-0.07,-0.10,-0.12,0.01,-0.16,-0.19,-0.08,0.02,0.03,-0.01,0.09,0.01,0.13,0.00,0.12,-0.00,0.23,0.09,0.06,-0.03
33,EPS Growth,-,-,-,-47.73%,-,-,-,27.54%,-80.18%,-,-26.17%,-,-41.12%,-98.29%,107.24%,-,-,-,-,-
34,Free Cash Flow,-,-64.66,45.55,-4.39,20.43,-159.82,-185.02,-66.13,-324.87,-121.22,208.1,-26.85,276.44,-22.32,-244.19,-302.57,142.52,-130.23,241.11,-174.29
35,Free Cash Flow Per Share,-,-0.13,0.09,-0.01,0.04,-0.33,-0.38,-0.13,-0.65,-0.24,0.42,-0.05,0.55,-0.04,-0.91,-0.48,0.36,-0.33,0.60,-0.44
36,Dividend Per Share,-,-,-,-,-,-,-,-,0.038,-,-,-,0.060,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-,-,-,-,-,-36.67%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,359.67%,11.80%,8.72%,14.99%,2.36%,9.43%,11.48%,18.13%,13.23%,24.02%,19.30%,23.11%,18.99%,19.36%,18.72%,17.12%,21.05%,20.37%,18.19%,16.38%
39,Operating Margin,-14.78%,-5.56%,-9.22%,1.04%,-17.82%,-18.84%,-6.89%,3.25%,-6.60%,6.05%,6.62%,4.94%,5.36%,2.68%,7.06%,0.42%,14.20%,3.39%,7.96%,-1.09%
40,Profit Margin,-5.29%,-9.36%,-8.74%,0.68%,-13.14%,-22.13%,-6.03%,1.62%,2.52%,-0.77%,5.10%,1.40%,6.90%,0.11%,4.82%,-0.35%,13.38%,11.07%,3.37%,-3.72%
41,Free Cash Flow Margin,-,-11.93%,6.75%,-0.66%,3.42%,-38.35%,-30.03%,-12.24%,-62.29%,-23.37%,23.95%,-5.44%,28.57%,-3.36%,-36.16%,-62.00%,21.03%,-41.76%,34.71%,-50.73%
42,EBITDA,-84.24,-20.06,-50.6,16.96,-96.46,-70.44,-33.2,25.67,-26.32,38.65,65.18,31.67,59.11,24.64,54.2,8.87,103.09,16.65,62.06,2.33
43,EBITDA Margin,-13.20%,-3.70%,-7.50%,2.56%,-16.14%,-16.90%,-5.39%,4.75%,-5.05%,7.45%,7.50%,6.42%,6.11%,3.71%,8.03%,1.82%,15.21%,5.34%,8.93%,0.68%
44,D&A For EBITDA,10.08,10.08,11.6,10.08,10.08,8.1,9.24,8.1,8.1,7.26,7.67,7.26,7.26,6.81,6.54,6.81,6.81,6.09,6.78,6.09
45,EBIT,-94.31,-30.13,-62.21,6.88,-106.53,-78.54,-42.44,17.57,-34.42,31.39,57.51,24.41,51.84,17.83,47.65,2.06,96.27,10.56,55.28,-3.75
46,EBIT Margin,-14.78%,-5.56%,-9.22%,1.04%,-17.82%,-18.84%,-6.89%,3.25%,-6.60%,6.05%,6.62%,4.94%,5.36%,2.68%,7.06%,0.42%,14.20%,3.39%,7.96%,-1.09%
47,Effective Tax Rate,-,-,-,-,-,-,-,-,27.98%,-,6.37%,-,18.16%,-,7.81%,-,13.15%,15.41%,0.78%,-
48,Revenue as Reported,-,542.03,674.87,661.74,597.74,416.8,616.14,540.15,521.55,518.71,868.84,493.64,967.64,665.05,675.26,487.99,677.8,311.88,694.57,343.59
