,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
41,Shareholders' Equity,916.8,916.8,965.63,1024,1019,1109,1159,1262,1287,1280,1263,1296,1295,1228,1227,1195,851.75,-,727.52,716.75
42,Total Liabilities & Equity,-,3438,3323,3192,2991,2940,3045,3011,2820,2745,3146,3168,2968,2919,2883,2683,2326,-,2106,-
43,Total Debt,1389,1389,1334,1282,1186,1215,1093,950.7,812.58,536.11,598.08,767.61,737.32,943.5,771.71,651.09,482.24,-,506.99,540.86
44,Net Cash (Debt),-1123,-1123,-1009,-998.45,-913.22,-924.33,-799.52,-601.76,-522.88,-247.32,-76.07,-247.25,-166.51,-390.43,-356.93,-97.52,-229.49,-,-178.25,-186.63
45,Net Cash Per Share,-2.27,-2.27,-2.03,-2.03,-1.85,-1.88,-1.63,-1.21,-1.05,-0.50,-0.15,-0.50,-0.33,-0.78,-1.32,-0.15,-0.57,-,-0.44,-0.47
46,Filing Date Shares Outstanding,493.68,487.06,487.06,487.06,487.06,491.44,487.06,492.85,492.85,495.5,497.29,499.48,500,500,500,500,500,399.31,400,399.54
47,Total Common Shares Outstanding,493.68,487.06,487.06,487.06,487.06,491.44,487.06,492.85,492.25,495.5,497.29,499.48,500,500,500,500,400,399.31,400,399.54
48,Working Capital,-,132.4,267.56,292.56,374.73,477.57,451.42,617.81,685.59,713.94,720.16,826.04,820,793.71,829.4,768.17,502.39,-,476.38,-
49,Book Value Per Share,1.91,1.91,2.01,2.12,2.10,2.26,2.38,2.56,2.62,2.59,2.54,2.60,2.59,2.46,2.46,2.39,2.13,-,1.82,1.79
50,Tangible Book Value,842.4,842.4,887.57,940.99,946.15,1034,1084,1185,1211,1204,1186,1281,1279,1212,1211,1179,834.49,-,709.41,698.19
51,Tangible Book Value Per Share,1.73,1.73,1.82,1.93,1.94,2.10,2.23,2.40,2.46,2.43,2.39,2.57,2.56,2.42,2.42,2.36,2.09,-,1.77,1.75
52,Buildings,-,-,542.61,-,507.11,-,507.11,-,316.92,-,210.24,-,210.24,-,210.24,-,210.24,-,206.9,-
53,Machinery,-,-,328.72,-,314.29,-,278.9,-,269.67,-,249.28,-,237.37,-,200.95,-,217.97,-,189.16,-
54,Construction In Progress,-,-,223.13,-,150.28,-,43.33,-,174.32,-,225.04,-,171.68,-,118.19,-,39.05,-,2.86,-
