,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,50.7,35.48,31.67,53.61,59.75,54.3,39.49,83.49,43.01,43.65,53.54,101.02,34.21,36.27,42.57,68.18,68.18,82.83,-
10,Operating Income,55.68,42.21,42.34,121.76,53.06,75.6,87.96,122.93,55.21,68.48,91.19,63.71,53.4,64.73,72.32,43.37,43.37,157.75,-25.91
11,Interest Expense,-0.71,-1.72,-1.41,-1.67,-1.72,-1.9,-1.99,-2.09,-2.01,-1.29,-1.38,-1.51,-1.3,-1.3,-1.42,-1.89,-1.89,-5.78,-
12,Interest & Investment Income,1.05,0.91,0.69,1.01,0.69,0.55,0.36,0.56,0.82,1.27,1.48,0.93,0.48,0.28,0.35,0.33,0.33,0.75,-
13,Earnings From Equity Investments,0.97,-0.49,-0.19,1.01,0.65,-0.3,-0.26,-0.2,0.18,0.66,-0.35,1.01,-,-0.07,-0.25,-0.58,-0.58,-,-
14,Currency Exchange Gain (Loss),-0.38,0.38,-,0.35,-2.66,2.66,-,5.46,-1.55,1.55,-,-0.79,0.56,-0.56,-,2.76,2.76,-0.42,-
15,Other Non Operating Income (Expenses),-2.55,1.47,-0.29,-7.17,2.21,1.19,-1.23,-1.47,-0.2,-0.36,-0.65,3.55,-1.9,2.05,-2.59,1.52,1.52,-7.58,-
16,EBT Excluding Unusual Items,54.05,42.76,41.15,115.29,52.23,77.8,84.85,125.19,52.45,70.31,90.29,66.91,51.24,65.13,68.4,45.52,45.52,144.72,-25.91
17,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,0.32,-,-,0.89,0.89,-1.77,-
18,Gain (Loss) on Sale of Assets,-,0,9.8,-,0.05,-0.02,-,0.24,0.24,0.48,-0.16,-,-,0,13.77,-,-,-,-
19,Asset Writedown,-21.27,-1.61,1.61,11.04,-11.04,7.63,-7.63,11.58,-11.43,4.69,-4.84,17.97,-17.98,8.93,-8.93,-,-,-,-
20,Other Unusual Items,-8.14,8.4,0.08,9.83,-,-,-,1.15,-,-,-,6.25,8.42,-,-,8.07,8.07,-0,0
21,Pretax Income,24.64,49.55,52.64,136.15,41.25,85.42,77.22,138.16,41.26,75.48,85.29,91.13,42,74.06,73.24,54.47,54.47,142.94,-25.9
22,Income Tax Expense,3.33,9.04,8.61,11.9,7.08,12.58,12.07,6.61,6.55,11.76,13.06,10.1,6.28,10.96,11.52,7.33,7.33,21.59,-4
23,Earnings From Continuing Operations,21.32,40.51,44.03,124.26,34.17,72.84,65.14,131.55,34.71,63.72,72.24,81.03,35.73,63.1,61.72,47.14,47.14,121.35,-21.9
24,Minority Interest in Earnings,0.64,-1.82,0.08,-2.78,1.87,0.17,-0,-0,-0,-,-,-,-,-,-,-,-,-,-
25,Net Income,21.95,38.69,44.11,121.47,36.04,73.02,65.14,131.55,34.7,63.72,72.24,81.03,35.73,63.1,61.72,47.14,47.14,121.35,-21.9
26,Net Income to Common,21.95,38.69,44.11,121.47,36.04,73.02,65.14,131.55,34.7,63.72,72.24,81.03,35.73,63.1,61.72,47.14,47.14,121.35,-21.9
27,Net Income Growth,-39.09%,-47.01%,-32.29%,-7.66%,3.85%,14.58%,-9.83%,62.35%,-2.86%,0.98%,17.05%,71.90%,-24.21%,-48.00%,-,-,-,-,-
28,Shares Outstanding (Basic),536,502,533,567,521,529,533,521,512,554,534,555,430,405,400,409,409,400,-
29,Shares Outstanding (Diluted),536,502,533,567,521,529,533,521,512,554,534,555,430,405,400,409,409,400,-
30,Shares Change (YoY),2.96%,-5.21%,-0.03%,8.81%,1.67%,-4.50%,-0.00%,-6.08%,19.25%,36.72%,33.39%,35.44%,4.93%,1.33%,-,-,-,-,-
31,EPS (Basic),0.04,0.08,0.08,0.21,0.07,0.14,0.12,0.25,0.07,0.11,0.14,0.15,0.08,0.16,0.15,0.12,0.12,0.30,-
32,EPS (Diluted),0.04,0.08,0.08,0.21,0.07,0.14,0.12,0.25,0.07,0.11,0.14,0.15,0.08,0.16,0.15,0.12,0.12,0.30,-
33,EPS Growth,-40.84%,-44.09%,-32.27%,-15.14%,2.14%,19.98%,-9.82%,72.85%,-18.54%,-26.14%,-12.25%,26.91%,-27.77%,-48.68%,-,-,-,-,-
34,Free Cash Flow,-315.61,143.26,88.65,239.69,-38.36,-9.87,112.71,49.16,-102.15,-201.21,146.17,-41.61,-203.17,-13.91,-105.58,94.59,94.59,-14.8,91.3
35,Free Cash Flow Per Share,-0.59,0.29,0.17,0.42,-0.07,-0.02,0.21,0.09,-0.20,-0.36,0.27,-0.08,-0.47,-0.03,-0.26,0.23,0.23,-0.04,-
36,Dividend Per Share,-,-,-,0.049,-,-,-,0.049,-,-,-,0.119,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-0.15%,-,-,-,-58.77%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,16.83%,11.29%,12.46%,15.45%,20.37%,17.20%,20.73%,14.52%,20.45%,18.53%,19.23%,12.94%,17.55%,16.10%,17.32%,14.94%,14.94%,23.19%,-28.26%
39,Operating Margin,8.81%,6.13%,7.13%,10.73%,9.58%,10.01%,14.31%,8.64%,11.50%,11.32%,12.11%,5.01%,10.69%,10.32%,10.90%,5.81%,5.81%,15.20%,-28.26%
40,Profit Margin,3.47%,5.62%,7.43%,10.70%,6.51%,9.67%,10.60%,9.25%,7.23%,10.53%,9.60%,6.37%,7.16%,10.06%,9.31%,6.31%,6.31%,11.70%,-23.89%
41,Free Cash Flow Margin,-49.94%,20.81%,14.92%,21.12%,-6.92%,-1.31%,18.33%,3.46%,-21.27%,-33.26%,19.42%,-3.27%,-40.69%,-2.22%,-15.92%,12.67%,12.67%,-1.43%,99.62%
42,EBITDA,64.89,51,51.55,130.96,60.22,83.56,95.12,130.08,62.04,75.59,98.01,70.54,59.39,71.48,78.58,49.8,49.8,163.86,-18.98
43,EBITDA Margin,10.27%,7.41%,8.68%,11.54%,10.87%,11.07%,15.47%,9.15%,12.92%,12.50%,13.02%,5.54%,11.89%,11.39%,11.85%,6.67%,6.67%,15.79%,-20.70%
44,D&A For EBITDA,9.2,8.8,9.2,9.2,7.15,7.96,7.15,7.15,6.82,7.12,6.82,6.82,5.99,6.75,6.27,6.43,6.43,6.11,6.93
45,EBIT,55.68,42.21,42.34,121.76,53.06,75.6,87.96,122.93,55.21,68.48,91.19,63.71,53.4,64.73,72.32,43.37,43.37,157.75,-25.91
46,EBIT Margin,8.81%,6.13%,7.13%,10.73%,9.58%,10.01%,14.31%,8.64%,11.50%,11.32%,12.11%,5.01%,10.69%,10.32%,10.90%,5.81%,5.81%,15.20%,-28.26%
47,Effective Tax Rate,13.50%,18.24%,16.35%,8.74%,17.16%,14.72%,15.63%,4.79%,15.87%,15.58%,15.31%,11.08%,14.94%,14.80%,15.73%,13.46%,13.46%,15.11%,-
48,Revenue as Reported,631.93,688.32,593.99,1135,553.9,755.15,614.79,1422,480.22,604.99,752.83,1273,499.27,627.47,663.19,746.55,746.55,1129,-
