,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
34,Minority Interest,45.96,46.59,44.77,44.85,42.07,43.94,44.12,44.11,44.1,-,-,-,-,-,-,-,-,-,-
35,Shareholders' Equity,2607,2586,2571,2526,2402,2367,2319,2254,2121,2043,2042,1970,2005,1469,1430,1430,1430,1259,1158
36,Total Liabilities & Equity,4985,4898,5273,5003,4833,4703,4732,4646,4287,3936,4082,4063,4125,3475,-,3805,3805,3469,-
37,Total Debt,121.29,121.53,267.69,271.59,274.04,271.62,275.23,273.44,276.78,224.54,175.21,164.24,159.24,160.8,185.17,185.17,185.17,256.36,316.72
38,Net Cash (Debt),369.42,711.86,563.07,472.33,229.86,298.22,299.04,190.46,137.76,204.59,472.6,340.43,543.07,251.77,408.48,408.48,408.48,204.01,133.21
39,Net Cash Growth,60.71%,138.70%,88.30%,148.00%,66.85%,45.76%,-36.73%,-44.05%,-74.63%,-18.74%,15.70%,-16.66%,32.95%,23.41%,206.65%,-,-,-,-
40,Net Cash Per Share,0.69,1.42,1.06,0.83,0.44,0.56,0.56,0.37,0.27,0.37,0.89,0.61,1.26,0.62,1.02,1.00,1.00,0.51,-
41,Filing Date Shares Outstanding,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,400,400,400,400,-
42,Total Common Shares Outstanding,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,533.33,400,400,400,400,400,-
43,Working Capital,1604,1608,1615,1527,1500,1474,1420,1362,1305,1223,1274,1196,1286,752.9,-,676.04,676.04,576.7,-
44,Book Value Per Share,4.80,4.76,4.74,4.65,4.43,4.36,4.27,4.14,3.89,3.83,3.83,3.69,3.76,3.67,3.58,3.58,3.58,3.15,5.46
45,Tangible Book Value,2335,2311,2297,2251,2131,2092,2042,1975,1842,1806,1805,1731,1768,1231,1185,1185,1185,1014,910.46
46,Tangible Book Value Per Share,4.38,4.33,4.31,4.22,4.00,3.92,3.83,3.70,3.45,3.39,3.38,3.25,3.31,3.08,2.96,2.96,2.96,2.54,4.30
47,Buildings,-,453.72,-,441.58,-,480.77,-,434.32,-,475.11,-,473.74,-,420.79,-,430.64,430.64,365.16,-
48,Machinery,-,308.21,-,304.42,-,196.61,-,243.23,-,114.1,-,112.99,-,139.72,-,102.22,102.22,122.68,-
49,Construction In Progress,-,78.01,-,82.4,-,160.3,-,139.63,-,146.43,-,121.78,-,116.24,-,122.1,122.1,140.01,-
