,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
11,Other Non-Operating Income,13.79,-14.15,-0.13,-3.06,2.89,-1.92,-0.17,-0.95,0.29,-0.78,0.19,0.44,-2.13,-0.81,-0.06,-0.01,-0.57,0.52,-0.15,-0.78
12,EBT Excluding Unusual Items,27.58,0.47,13.32,10.13,8.14,-2.42,1.17,-59.34,14.83,33.56,34.24,16.4,44.93,35.21,30.19,30.4,29.68,29.57,42.96,55.45
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-1,0.01,0.01,-0.01,-,-2.96,3.06,-0.1,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,0.36,0.22,-,-2.64,26.59,11.92,2.12,3.95,-,-,-,3.67,-,-,-,-,-,-,-,-
15,Other Unusual Items,-16.31,9.78,2.66,2.87,-,-,-,15.26,-,-,-,15.8,-,-,-,13.06,-,-,-,5.71
16,Pretax Income,11.63,10.46,15.98,10.36,34.73,9.5,3.29,-41.13,14.83,33.58,34.23,35.87,41.98,38.28,30.09,43.47,29.68,29.57,42.96,61.16
17,Income Tax Expense,1.27,3.4,3.47,2.07,9.37,1.46,0.47,-10.23,4.02,7.67,8.09,11.66,11.56,5.59,7.71,10.58,7.87,11.44,9.75,14.5
18,Earnings From Continuing Operations,10.36,7.06,12.52,8.29,25.37,8.04,2.82,-30.9,10.81,25.91,26.13,24.21,30.42,32.69,22.37,32.89,21.81,18.14,33.21,46.66
19,Minority Interest in Earnings,-1.66,-2.34,-3.68,-2.35,-5.23,-3.36,-0.34,4.53,-2.74,-0.74,-0.5,0.31,-1.95,-2.08,-1.7,-1.62,-2.08,-1.89,-2.05,-3.13
20,Net Income,8.7,4.72,8.83,5.94,20.14,4.68,2.48,-26.38,8.07,25.17,25.64,24.52,28.46,30.61,20.68,31.26,19.73,16.25,31.16,43.53
21,Net Income to Common,8.7,4.72,8.83,5.94,20.14,4.68,2.48,-26.38,8.07,25.17,25.64,24.52,28.46,30.61,20.68,31.26,19.73,16.25,31.16,43.53
22,Net Income Growth,-56.80%,0.86%,256.20%,-,149.65%,-81.40%,-90.33%,-,-71.66%,-17.78%,23.99%,-21.58%,44.23%,88.42%,-33.64%,-28.19%,-,-,-,-
23,Basic Shares Outstanding,146,151,150,149,154,131,155,154,157,154,154,136,150,166,135,17,214,116,115,115
24,Diluted Shares Outstanding,146,151,150,149,154,131,155,154,157,154,154,136,150,166,135,17,214,116,115,115
25,Shares Change (YoY),-4.70%,14.87%,-3.07%,-3.10%,-2.08%,-14.88%,0.95%,13.35%,4.77%,-7.10%,13.30%,717.73%,-30.06%,43.72%,17.50%,-85.50%,-,-,-,-
26,EPS (Basic),0.06,0.03,0.06,0.04,0.13,0.04,0.02,-0.17,0.05,0.16,0.17,0.18,0.19,0.18,0.15,1.88,0.09,0.14,0.27,0.38
27,EPS (Diluted),0.06,0.03,0.06,0.04,0.13,0.04,0.02,-0.17,0.05,0.16,0.17,0.18,0.19,0.18,0.15,1.88,0.09,0.14,0.27,0.38
28,EPS Growth,-54.67%,-12.20%,267.50%,-,154.95%,-78.15%,-90.42%,-,-72.95%,-11.50%,9.44%,-90.41%,106.21%,31.10%,-43.52%,395.23%,-,-,-,-
29,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.351,-,-,-,0.260
30,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.75%,-,-,-,-
31,Operating Margin,16.48%,16.27%,16.35%,15.15%,13.29%,13.31%,12.83%,-10.19%,23.45%,25.68%,26.91%,13.93%,28.76%,22.73%,23.11%,10.02%,13.54%,11.14%,19.43%,20.52%
32,Profit Margin,2.75%,1.49%,2.82%,1.75%,6.55%,1.65%,1.04%,-13.87%,4.42%,13.38%,11.76%,9.90%,11.24%,13.14%,9.35%,14.09%,9.13%,8.95%,14.57%,18.16%
33,Free Cash Flow Margin,37.74%,58.68%,62.64%,86.90%,48.91%,61.65%,66.22%,87.22%,58.03%,37.53%,42.40%,78.95%,46.65%,79.98%,48.64%,27.94%,23.25%,21.12%,20.68%,20.71%
34,EBITDA,52.86,52.37,51.94,52,41.33,38.62,31.14,-18.9,43.16,48.89,59.02,34.88,73.49,53.73,51.77,22.92,30.14,20.91,42.2,49.82
35,EBITDA Margin,16.71%,16.49%,16.58%,15.36%,13.44%,13.59%,13.03%,-9.94%,23.65%,25.99%,27.08%,14.08%,29.04%,23.05%,23.42%,10.33%,13.94%,11.51%,19.74%,20.78%
36,D&A For Ebitda,0.71,0.69,0.71,0.71,0.48,0.81,0.48,0.48,0.37,0.59,0.37,0.37,0.69,0.77,0.69,0.69,0.87,0.67,0.66,0.62
37,EBIT,52.15,51.68,51.23,51.29,40.85,37.81,30.67,-19.38,42.8,48.3,58.65,34.52,72.81,52.96,51.08,22.23,29.27,20.24,41.53,49.2
38,EBIT Margin,16.48%,16.27%,16.35%,15.15%,13.29%,13.31%,12.83%,-10.19%,23.45%,25.68%,26.91%,13.93%,28.76%,22.73%,23.11%,10.02%,13.54%,11.14%,19.43%,20.52%
39,Effective Tax Rate,10.94%,32.49%,21.70%,19.97%,26.97%,15.41%,14.31%,-,27.11%,22.84%,23.64%,32.51%,27.54%,14.59%,25.63%,24.35%,26.52%,38.67%,22.70%,23.70%
40,Revenue as Reported,316.4,317.66,313.24,338.64,307.41,284.16,239.02,190.22,182.54,188.12,217.97,247.72,253.11,233.04,221.03,221.8,216.18,181.58,213.8,239.77
