,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Currency Exchange Gain (Loss),-0.23,0.23,-,-0.14,-0.06,0.06,-,0.17,-0.09,0.09,-,-0.07,0.01,-0,-0,-0.06,-0.06,0.01,0.01
14,Other Non Operating Income (Expenses),-0.23,-0.22,-0.01,-0.13,0.21,-0.17,-0.02,3.66,-3.82,3.89,-4.1,-0.02,-0.19,-0.13,-0.13,-0.12,-0.12,-0.1,-0.1
15,EBT Excluding Unusual Items,16.36,17.36,26.45,10.58,16.4,12.37,17.12,-0,17.69,23.55,21.86,2.41,17.44,17.03,17.03,9.76,9.76,19.01,19.01
16,Gain (Loss) on Sale of Investments,-2.35,-0.91,0.63,1.54,-2.48,-0.4,1.97,2.33,0.68,-,-,-,-,-0.01,-0.01,-0.32,-0.32,-0.18,-0.18
17,Gain (Loss) on Sale of Assets,0.04,0.03,-,0,-0.01,-0,0,-0,0,-0.02,-0.02,-0,0,-0,-0,0.01,0.01,-0.01,-0.01
18,Legal Settlements,-,-,-,-,-,-,-,-4,4,-4,-,-,-,-,-,-0.47,-0.47,-,-
19,Other Unusual Items,0.87,0.04,1.08,0.67,-0.74,0.74,-,3.59,-,-,-,3.6,-0.95,0.48,0.48,0.74,0.74,1.04,1.04
20,Pretax Income,14.92,16.52,28.16,12.79,13.18,12.71,19.08,1.91,22.37,19.53,21.85,6.01,16.49,17.5,17.5,9.71,9.71,19.86,19.86
21,Income Tax Expense,1.64,1.98,3.35,1.11,1.28,1.19,2.11,-1.19,3.01,2.54,2.89,0.79,2.06,2.32,2.32,1,1,2.64,2.64
22,Net Income,13.28,14.55,24.81,11.68,11.91,11.51,16.97,3.1,19.36,16.98,18.95,5.22,14.43,15.18,15.18,8.71,8.71,17.22,17.22
23,Net Income to Common,13.28,14.55,24.81,11.68,11.91,11.51,16.97,3.1,19.36,16.98,18.95,5.22,14.43,15.18,15.18,8.71,8.71,17.22,17.22
24,Net Income Growth,11.54%,26.39%,46.20%,276.53%,-38.51%,-32.22%,-10.46%,-40.56%,34.20%,11.86%,24.84%,-40.13%,65.59%,-11.81%,-11.81%,-,-,-,-
25,Shares Outstanding (Basic),60,59,61,59,60,61,61,55,45,45,45,46,44,45,45,45,45,45,45
26,Shares Outstanding (Diluted),60,59,61,59,60,61,61,55,45,45,45,46,44,45,45,45,45,45,45
27,Shares Change (YoY),0.90%,-3.02%,-0.16%,6.34%,32.44%,35.51%,34.31%,20.09%,2.96%,-1.34%,-0.43%,1.86%,-2.81%,0.71%,0.71%,-,-,-,-
28,EPS (Basic),0.22,0.25,0.41,0.20,0.20,0.19,0.28,0.06,0.43,0.38,0.42,0.11,0.33,0.34,0.34,0.19,0.19,0.38,0.38
29,EPS (Diluted),0.22,0.25,0.41,0.20,0.20,0.19,0.28,0.06,0.43,0.38,0.42,0.11,0.33,0.34,0.34,0.19,0.19,0.38,0.38
30,EPS Growth,10.54%,30.33%,46.43%,254.08%,-53.57%,-49.98%,-33.33%,-50.50%,30.34%,13.38%,25.37%,-40.10%,73.62%,-12.44%,-12.44%,-,-,-,-
31,Free Cash Flow,6.94,10.3,-8.73,10.58,4.19,10.79,-5.7,25.78,17.83,24.78,3.89,44.12,22.53,14.99,14.99,17.61,17.61,11.24,11.24
32,Free Cash Flow Per Share,0.12,0.18,-0.14,0.18,0.07,0.18,-0.09,0.47,0.40,0.55,0.09,0.96,0.52,0.33,0.33,0.39,0.39,0.25,0.25
33,Dividend Per Share,0.400,0.450,-,1.650,-,0.400,-,0.800,-,-,-,-,-,-,-,-,-,-,-
34,Dividend Growth,-,12.50%,-,106.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,61.43%,64.01%,72.36%,58.33%,55.59%,59.17%,66.41%,57.29%,65.01%,68.11%,72.79%,59.79%,65.55%,67.53%,67.53%,62.40%,62.40%,71.46%,71.46%
36,Operating Margin,13.88%,16.03%,29.75%,10.83%,12.91%,10.45%,20.03%,-6.29%,28.08%,27.76%,33.22%,0.81%,26.16%,25.14%,25.14%,14.25%,14.25%,34.66%,34.66%
37,Profit Margin,18.65%,20.11%,32.87%,16.28%,16.91%,16.84%,23.23%,4.45%,27.74%,27.41%,26.47%,7.82%,24.05%,24.51%,24.51%,15.02%,15.02%,33.65%,33.65%
38,Free Cash Flow Margin,9.74%,14.23%,-11.56%,14.75%,5.95%,15.78%,-7.80%,37.03%,25.54%,39.99%,5.43%,66.18%,37.55%,24.20%,24.20%,30.35%,30.35%,21.96%,21.96%
39,EBITDA,12.46,14.35,25.04,10.34,11.68,9.9,17.22,-1.79,22.18,19.78,26.36,3.11,18.83,18.71,18.71,10.64,10.64,20.09,20.09
40,EBITDA Margin,17.50%,19.82%,33.17%,14.42%,16.59%,14.48%,23.57%,-2.57%,31.77%,31.92%,36.81%,4.67%,31.39%,30.21%,30.21%,18.34%,18.34%,39.28%,39.28%
41,D&A For EBITDA,2.58,2.74,2.58,2.58,2.59,2.75,2.59,2.59,2.58,2.58,2.58,2.58,3.14,3.14,3.14,2.37,2.37,2.37,2.37
42,EBIT,9.88,11.6,22.46,7.77,9.09,7.15,14.63,-4.38,19.6,17.2,23.78,0.54,15.69,15.57,15.57,8.27,8.27,17.73,17.73
43,EBIT Margin,13.88%,16.03%,29.75%,10.83%,12.91%,10.45%,20.03%,-6.29%,28.08%,27.76%,33.22%,0.81%,26.16%,25.14%,25.14%,14.25%,14.25%,34.66%,34.66%
44,Effective Tax Rate,10.96%,11.95%,11.89%,8.69%,9.67%,9.40%,11.06%,-,13.45%,13.03%,13.24%,13.20%,12.49%,13.25%,13.25%,10.26%,10.26%,13.31%,13.31%
45,Revenue as Reported,71.21,72.37,75.49,71.72,70.41,68.36,73.06,69.62,69.79,61.95,71.6,66.66,59.99,61.94,61.94,58.01,58.01,51.16,51.16
