,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,26.28,39.52,38.66,45.09,39.02,38.39,31.01,42.57,40.18,34.23,29.11,60.54,60.54,-,-,20.45,20.45,17.99,17.99
10,Operating Income,41.71,12.88,3.31,-9.38,8.25,-5.22,23.53,29.74,48.28,40.46,24.05,32.42,32.42,24.45,24.45,33.28,33.28,14.34,14.34
11,Interest Expense,-1,-1.19,-1.35,-1.79,-1.65,-1.42,-0.69,-0.75,-2.33,-2.2,-2.15,-5.58,-5.58,-,-,-2.88,-2.88,-3.4,-3.4
12,Interest & Investment Income,4.62,7.34,1.56,3.29,4.79,4.31,3.43,3.48,1.54,0.08,0.08,0.19,0.19,-,-,0.07,0.07,0.07,0.07
13,Currency Exchange Gain (Loss),-4.87,4.87,-,3.78,-6.8,6.8,-,6.9,-4.26,4.26,-,-1.56,-1.56,-,-,-2.85,-2.85,0.94,0.94
14,Other Non Operating Income (Expenses),-0.45,-2.01,1.4,-5.76,5.56,2.8,-3.36,-11.47,11.74,0.07,-0.74,-0.5,-0.5,0.32,0.32,0.05,0.05,-0.35,-0.35
15,EBT Excluding Unusual Items,40.01,21.89,4.92,-9.87,10.15,7.26,22.92,27.9,54.98,42.66,21.25,24.96,24.96,24.77,24.77,27.67,27.67,11.61,11.61
16,Gain (Loss) on Sale of Investments,-0.36,0.32,0.82,0.5,1.39,-1.26,0.61,2.78,-0.24,-0.37,-,-0.26,-0.26,-,-,-0.4,-0.4,-,-
17,Gain (Loss) on Sale of Assets,-0.18,0.04,-0.45,-,-0.1,-,-0.22,-0.42,-0.9,-,0,-0.41,-0.41,-,-,0.04,0.04,-0.01,-0.01
18,Asset Writedown,-9.67,4.59,-4.66,9.49,-11.15,3.94,-4.25,8.71,-9.39,3.34,-3.34,-,-,-,-,-,-,-,-
19,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-,-,-0.1,-0.1,-,-
20,Other Unusual Items,-12.1,0.79,11.31,9.64,-0.1,0.1,-,7.62,-,-,-,4.09,4.09,-,-,-,-,-,-
21,Pretax Income,17.7,27.64,11.94,9.77,0.2,10.04,19.07,46.59,44.45,45.63,17.91,28.48,28.48,24.77,24.77,27.21,27.21,11.6,11.6
22,Income Tax Expense,0.36,1,-1.03,-1.92,-1.77,-0.33,0.69,3.84,5.04,4.06,0.56,1.56,1.56,1.54,1.54,4.25,4.25,0.86,0.86
23,Net Income,17.33,26.65,12.96,11.69,1.97,10.37,18.37,42.75,39.41,41.56,17.35,26.92,26.92,23.22,23.22,22.96,22.96,10.74,10.74
24,Net Income to Common,17.33,26.65,12.96,11.69,1.97,10.37,18.37,42.75,39.41,41.56,17.35,26.92,26.92,23.22,23.22,22.96,22.96,10.74,10.74
25,Net Income Growth,777.93%,156.92%,-29.45%,-72.66%,-94.99%,-75.05%,5.87%,58.81%,46.41%,78.97%,-25.27%,17.26%,17.26%,116.23%,116.23%,-,-,-,-
26,Shares Outstanding (Basic),156,149,144,145,158,149,153,153,125,111,116,113,-,-,-,113,113,109,109
27,Shares Outstanding (Diluted),156,149,144,145,158,149,153,153,125,111,116,113,-,-,-,113,113,109,109
28,Shares Change (YoY),-1.31%,-0.07%,-5.94%,-5.00%,26.99%,34.78%,32.34%,34.70%,-,-,-,0.00%,-,-,-,-,-,-,-
29,EPS (Basic),0.11,0.18,0.09,0.08,0.01,0.07,0.12,0.28,0.32,0.37,0.15,0.24,-,-,-,0.20,0.20,0.10,0.10
30,EPS (Diluted),0.11,0.18,0.09,0.08,0.01,0.07,0.12,0.28,0.32,0.37,0.15,0.24,-,-,-,0.20,0.20,0.10,0.10
31,EPS Growth,789.61%,157.09%,-25.00%,-71.22%,-96.06%,-81.48%,-20.00%,17.90%,-,-,-,17.26%,-,-,-,-,-,-,-
32,Free Cash Flow,70.4,-71.78,-78.63,-22.01,-25.75,-64.61,-77.78,-59.82,-16.8,26.67,-37.16,-,-,-,-,9.24,9.24,-15.53,-15.53
33,Free Cash Flow Per Share,0.45,-0.48,-0.55,-0.15,-0.16,-0.43,-0.51,-0.39,-0.13,0.24,-0.32,-,-,-,-,0.08,0.08,-0.14,-0.14
34,Dividend Per Share,0.100,-,-,0.100,-,-,-,0.500,-,-,-,-,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,-80.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,16.49%,12.73%,12.33%,9.38%,14.28%,10.92%,17.29%,19.55%,23.23%,17.68%,16.43%,24.74%,24.74%,8.49%,8.49%,22.85%,22.85%,20.08%,20.08%
37,Operating Margin,10.12%,3.13%,0.97%,-2.46%,2.49%,-1.72%,7.46%,8.04%,12.68%,9.58%,7.44%,8.63%,8.63%,8.49%,8.49%,14.15%,14.15%,8.91%,8.91%
38,Profit Margin,4.20%,6.47%,3.81%,3.07%,0.60%,3.41%,5.83%,11.56%,10.35%,9.84%,5.37%,7.16%,7.16%,8.06%,8.06%,9.76%,9.76%,6.67%,6.67%
39,Free Cash Flow Margin,17.07%,-17.44%,-23.10%,-5.78%,-7.78%,-21.26%,-24.66%,-16.17%,-4.41%,6.31%,-11.49%,-,-,-,-,3.93%,3.93%,-9.65%,-9.65%
40,EBITDA,59.58,34.49,21.18,8.49,22.58,7.83,37.86,44.07,59.96,54.67,35.73,44.09,41.95,33.99,33.99,43.04,43.04,23.64,23.64
41,EBITDA Margin,14.45%,8.38%,6.22%,2.23%,6.82%,2.58%,12.00%,11.91%,15.75%,12.94%,11.05%,11.73%,11.16%,11.80%,11.80%,18.31%,18.31%,14.69%,14.69%
42,D&A For EBITDA,17.87,21.61,17.87,17.87,14.33,13.05,14.33,14.33,11.68,14.21,11.68,11.68,9.54,9.54,9.54,9.77,9.77,9.31,9.31
43,EBIT,41.71,12.88,3.31,-9.38,8.25,-5.22,23.53,29.74,48.28,40.46,24.05,32.42,32.42,24.45,24.45,33.28,33.28,14.34,14.34
44,EBIT Margin,10.12%,3.13%,0.97%,-2.46%,2.49%,-1.72%,7.46%,8.04%,12.68%,9.58%,7.44%,8.63%,8.63%,8.49%,8.49%,14.15%,14.15%,8.91%,8.91%
45,Effective Tax Rate,2.05%,3.61%,-,-,-,-,3.63%,8.24%,11.33%,8.91%,3.11%,5.48%,5.48%,6.23%,6.23%,15.63%,15.63%,7.42%,7.42%
46,Revenue as Reported,412.29,411.61,340.38,380.77,331.11,303.83,315.39,369.84,380.78,422.44,323.44,663.76,663.76,-,-,-,-,-,-
