,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
10,Other Current Assets,-,1334,87.46,865.18,93.88,758.3,114.52,243.69,117.45,-,127.48,85.92,67.61,67.61,73.48,-
11,Total Current Assets,-,2919,2854,2939,2901,2883,2986,3148,3136,-,1297,1260,1313,1313,770.87,-
12,"Property, Plant & Equipment",-,143.83,144.89,149.54,152.84,148.18,149.43,148.81,145.96,-,129.37,128.71,114.85,114.85,84.54,-
13,Long-Term Investments,-,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-
14,Other Intangible Assets,-,28.48,29.03,29.57,29.97,30.2,30.69,31.19,31.63,-,32.92,32.39,32.97,32.97,33.37,-
15,Long-Term Deferred Tax Assets,-,18.45,17.71,19.04,21.22,12.94,10.01,5.14,7.94,-,2.48,2.25,1.84,1.84,1.76,-
16,Long-Term Deferred Charges,-,38.1,37.25,37.9,38.58,47.21,47.2,45.97,41.28,-,26.27,16.67,16.3,16.3,16.98,-
17,Other Long-Term Assets,-,0.72,0.44,0.44,2.21,1.88,0.84,5.25,9.61,-,24.05,29.92,33.89,33.89,41.31,-
18,Total Assets,-,3154,3089,3181,3151,3129,3224,3384,3372,-,1512,1470,1512,1512,948.84,-
19,Accounts Payable,-,102.72,115.45,134.89,97.71,79.41,121.16,87.18,91.78,-,100.34,51.28,82.55,82.55,57.4,-
20,Accrued Expenses,-,35.98,20.72,6.24,30.15,7.21,9.69,9.08,39.78,-,12.56,11.7,42.63,42.63,30.67,-
21,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,10.01,10.01,10,-
22,Current Portion of Leases,-,7.17,7.71,7.83,7.86,7.4,7.67,6.28,6.79,-,3.42,-,4.35,4.35,3.4,-
23,Current Income Taxes Payable,-,2.92,-2.16,3.66,0.21,4.01,1.71,4.68,1.24,-,0.87,18.36,2.5,2.5,34.74,-
24,Current Unearned Revenue,-,4.97,5.03,3.85,3.27,2.42,3.21,4.88,2.67,-,8.08,8.24,18.25,18.25,15.32,-
25,Other Current Liabilities,-,9.64,13.64,5.17,13.84,6.35,16.75,8.94,11.39,-,8.46,8.67,11.38,11.38,2.98,-
26,Total Current Liabilities,-,163.4,160.39,161.64,153.04,106.82,160.19,121.04,153.64,-,133.73,98.25,171.66,171.66,154.5,-
27,Long-Term Leases,-,6.73,4.77,6.35,8.14,9.93,9.8,13.22,11.79,-,8.49,14.81,6.57,6.57,7.59,-
28,Long-Term Unearned Revenue,-,0.21,0.26,0.32,0.37,0.47,0.56,0.42,0.74,-,3.46,4.28,4.85,4.85,2.25,-
29,Long-Term Deferred Tax Liabilities,-,15.96,11.44,15.05,17.88,15.08,17.42,19.07,17.77,-,10.54,14.52,18.74,18.74,-,-
30,Total Liabilities,-,186.3,176.86,183.36,179.44,132.28,187.96,153.73,183.94,-,156.22,131.85,201.82,201.82,164.34,-
31,Common Stock,-,400.37,400.37,400.37,400.37,400.37,400.37,400.37,400.37,-,337.37,337.37,337.37,337.37,337.37,-
32,Additional Paid-In Capital,-,1862,1862,1862,1862,1866,1862,1862,1862,-,108.48,108.48,108.48,108.48,108.48,-
33,Retained Earnings,-,733.99,665.67,751.38,722.55,738.31,770.78,967.35,924.66,-,909.83,892.39,865.22,865.22,338.78,-
34,Treasury Stock,-,-30.45,-18.06,-18.06,-14.89,-10.49,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,-,1.53,1.93,1.83,1.64,2.14,2.25,1.03,1.25,-,0.44,-0.48,-0.39,-0.39,-0.13,-
36,Shareholders' Equity,2967,2967,2912,2997,2972,2996,3036,3231,3188,-,1356,1338,1311,1311,784.5,536.21
37,Total Liabilities & Equity,-,3154,3089,3181,3151,3129,3224,3384,3372,-,1512,1470,1512,1512,948.84,-
38,Total Debt,13.9,13.9,12.48,14.19,16.01,17.33,17.47,19.5,18.58,-,11.9,14.81,20.93,20.93,20.99,-
39,Net Cash (Debt),942.09,942.09,2094,1399,2116,1362,2072,2115,2295,-,580.21,687.93,895.94,895.94,404.98,268.44
40,Net Cash Growth,-55.48%,-30.82%,1.08%,-33.87%,-7.77%,-,257.05%,207.40%,156.11%,-,43.27%,156.27%,-,-,-,-
41,Net Cash Per Share,2.37,2.29,5.65,3.40,5.29,1.34,5.67,5.38,6.70,-,1.67,2.03,2.65,2.65,1.22,0.79
42,Filing Date Shares Outstanding,398.2,410.69,370.4,411.82,399.6,1020,400.37,400.37,400.37,367.56,337.37,337.37,337.37,337.37,337.37,338.37
43,Total Common Shares Outstanding,398.2,410.69,370.4,411.82,399.75,1020,400.37,400.37,400.37,367.56,337.37,337.37,337.37,337.37,337.37,338.37
44,Working Capital,-,2756,2694,2778,2748,2776,2825,3027,2982,-,1164,1161,1141,1141,616.37,-
45,Book Value Per Share,7.23,7.23,7.86,7.28,7.43,2.94,7.58,8.07,7.96,-,4.02,3.97,3.89,3.89,2.33,1.59
46,Tangible Book Value,2939,2939,2883,2968,2942,2966,3005,3200,3157,-,1323,1305,1278,1278,751.12,502.8
47,Tangible Book Value Per Share,7.16,7.16,7.78,7.21,7.36,2.91,7.51,7.99,7.88,-,3.92,3.87,3.79,3.79,2.23,1.49
48,Buildings,-,-,113.76,-,113.76,-,3.33,-,3.33,-,3.33,-,3.33,3.33,3.33,-
49,Machinery,-,-,55.19,-,53.69,-,52.44,-,49.83,-,42.72,-,40.49,40.49,27.52,-
50,Construction In Progress,-,-,-,-,-,-,102.57,-,97.29,-,90.62,-,77.05,77.05,57.73,-
