,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Gain (Loss) on Sale of Investments,-,-,-,-111.11,-,6.12,10.84,-49.72,-11.22,-3.92,0.98,8.45,-3.93,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,0.26,-0.02,-3.75,74.22,9.35,0.04,0.11,79.51,18.99,3.35,0.31,90.46,2.39,-0.15,-0.02,71.05,2.54,-0.74,3.84
19,Asset Writedown,12.99,36.01,-37.2,19.5,-19.78,57.03,-57.15,30.18,-30.66,38.69,-38.69,12.49,-12.49,42.55,-42.55,-12.11,7.22,55.45,-50.56
20,Other Unusual Items,-18.98,18.98,-,69.8,-1.25,1.25,-,66.08,-0.21,0.21,-,16.42,-0.36,0.36,-,47.24,-,-,-
21,Pretax Income,-61.36,532.63,147.54,402.67,137.69,581.74,146.26,637.23,113.4,560.16,123.77,653.91,111.04,532.37,64.76,612.51,155.32,508.97,-96.54
22,Income Tax Expense,10.8,134.19,36.5,-249.25,1.32,2.4,0.86,13.45,0.15,3.21,0.43,26.52,2.25,11.59,1.28,22.89,0.76,4.3,0.32
23,Earnings From Continuing Operations,-72.16,398.44,111.04,651.92,136.36,579.34,145.4,623.78,113.25,556.95,123.34,627.39,108.8,520.78,63.48,589.62,154.56,504.66,-96.86
24,Minority Interest in Earnings,-0.76,-2.44,-0.64,-2.54,-0.43,-1.31,0.34,-1.77,-0.71,-2.46,1.18,-3.81,-0.06,-0.56,1.06,-2.67,-1.49,-4.61,5.47
25,Net Income,-72.92,396,110.4,649.38,135.93,578.03,145.73,622.01,112.54,554.49,124.52,623.58,108.73,520.22,64.54,586.95,153.06,500.05,-91.39
26,Net Income to Common,-72.92,396,110.4,649.38,135.93,578.03,145.73,622.01,112.54,554.49,124.52,623.58,108.73,520.22,64.54,586.95,153.06,500.05,-91.39
27,Net Income Growth,-,-31.49%,-24.24%,4.40%,20.79%,4.24%,17.03%,-0.25%,3.50%,6.59%,92.94%,6.24%,-28.96%,4.03%,-,-,-,-,-
28,Shares Outstanding (Basic),2058,2223,2221,2276,2169,2223,2222,2293,2152,2220,2224,2207,2086,2035,1998,2064,1910,2259,1828
29,Shares Outstanding (Diluted),2058,2223,2221,2276,2169,2223,2222,2293,2152,2220,2224,2207,2086,2035,1998,2064,1910,2259,1828
30,Shares Change (YoY),-5.09%,-0.00%,-0.01%,-0.74%,0.75%,0.12%,-0.09%,3.88%,3.18%,9.12%,11.28%,6.94%,9.20%,-9.92%,9.32%,-,-,-,-
31,EPS (Basic),-0.04,0.18,0.05,0.29,0.06,0.26,0.07,0.27,0.05,0.25,0.06,0.28,0.05,0.26,0.03,0.28,0.08,0.22,-0.05
32,EPS (Diluted),-0.04,0.18,0.05,0.29,0.06,0.26,0.07,0.27,0.05,0.25,0.06,0.28,0.05,0.26,0.03,0.28,0.08,0.22,-0.05
33,EPS Growth,-,-31.49%,-24.24%,5.18%,19.88%,4.12%,17.14%,-3.97%,0.31%,-2.32%,73.37%,-0.66%,-34.95%,15.49%,-,-,-,-,-
34,Free Cash Flow,-622,181.6,219.98,144.33,89.85,704.74,168.22,873.34,225.25,650.13,250.53,645.23,63.03,407.75,480.75,1201,425.83,343.64,30.43
35,Free Cash Flow Per Share,-0.30,0.08,0.10,0.06,0.04,0.32,0.08,0.38,0.10,0.29,0.11,0.29,0.03,0.20,0.24,0.58,0.22,0.15,0.02
36,Dividend Per Share,-,-,-,0.390,-,-,-,0.350,-,-,-,0.320,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,11.43%,-,-,-,9.38%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,18.27%,34.59%,21.93%,28.46%,22.99%,29.51%,24.68%,28.66%,22.81%,29.87%,23.90%,25.94%,25.30%,30.59%,24.70%,28.11%,23.66%,30.44%,25.91%
39,Operating Margin,-9.24%,15.75%,3.63%,7.55%,-0.66%,15.16%,4.00%,9.07%,3.14%,15.56%,3.44%,9.64%,4.48%,15.43%,2.88%,10.88%,5.31%,15.32%,-7.15%
40,Profit Margin,-3.92%,15.66%,4.08%,16.69%,5.99%,20.46%,5.42%,15.01%,5.02%,19.95%,4.76%,14.69%,4.97%,17.91%,3.14%,14.49%,8.01%,17.92%,-8.64%
41,Free Cash Flow Margin,-33.42%,7.18%,8.14%,3.71%,3.96%,24.95%,6.26%,21.07%,10.04%,23.39%,9.57%,15.20%,2.88%,14.04%,23.37%,29.67%,22.30%,12.32%,2.88%
42,EBITDA,-123.54,447.62,146.63,342.14,30.21,477.48,152.74,421.21,115.71,473.56,135.13,453.48,141.6,487.27,102.78,484.15,141.62,467.71,-35.38
43,EBITDA Margin,-6.64%,17.70%,5.42%,8.79%,1.33%,16.90%,5.69%,10.16%,5.16%,17.04%,5.16%,10.68%,6.47%,16.77%,5.00%,11.95%,7.41%,16.76%,-3.35%
44,D&A For EBITDA,48.42,49.34,48.42,48.42,45.27,49.15,45.27,45.27,45.15,40.96,45.15,44.12,43.5,39.12,43.5,43.5,40.25,40.25,40.25
45,EBIT,-171.97,398.27,98.21,293.72,-15.06,428.33,107.46,375.93,70.56,432.6,89.98,409.36,98.1,448.15,59.28,440.65,101.37,427.46,-75.63
46,EBIT Margin,-9.24%,15.75%,3.63%,7.55%,-0.66%,15.16%,4.00%,9.07%,3.14%,15.56%,3.44%,9.64%,4.48%,15.43%,2.88%,10.88%,5.31%,15.32%,-7.15%
47,Effective Tax Rate,-,25.19%,24.74%,-,0.96%,0.41%,0.59%,2.11%,0.13%,0.57%,0.35%,4.06%,2.02%,2.18%,1.98%,3.74%,0.49%,0.85%,-
48,Revenue as Reported,1861,2529,2703,3892,2271,2825,2686,4145,2244,2779,2617,4245,-,2905,2058,4050,1910,2790,1058
