,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
29,Shares Change (YoY),11.98%,-4.42%,4.24%,12.42%,-13.37%,4.98%,0.97%,12.29%,12.24%,10.61%,10.56%,-0.57%,-,-0.02%,0.46%,-,-,-,-
30,EPS (Basic),-0.03,0.01,0.07,-0.01,0.06,-0.11,0.25,-0.11,0.48,0.51,0.94,0.87,0.73,1.13,0.89,0.70,-,0.21,0.21
31,EPS (Diluted),-0.03,0.01,0.07,-0.01,0.06,-0.11,0.25,-0.11,0.48,0.51,0.94,0.87,0.73,1.13,0.89,0.70,-,0.21,0.21
32,EPS Growth,-,-,-72.00%,-,-87.66%,-,-73.40%,-,-33.94%,-54.97%,5.62%,24.16%,-,438.54%,323.94%,-,-,-,-
33,Free Cash Flow,30.36,99.47,71.93,34.89,-63.71,-64.74,53.32,61.94,191.69,13.69,395.27,360.51,199.49,419.21,461.26,-,-,119.12,119.12
34,Free Cash Flow Per Share,0.08,0.25,0.17,0.08,-0.18,-0.15,0.13,0.15,0.48,0.03,0.99,1.01,0.56,1.16,1.28,-,-,0.33,0.33
35,Dividend Per Share,-,-,-,0.500,-,-,-,1.000,-,-,-,2.000,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-50.00%,-,-,-,-50.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,64.63%,66.14%,65.82%,65.35%,68.69%,68.06%,69.87%,64.60%,71.29%,69.59%,71.12%,70.81%,69.44%,69.47%,70.41%,68.01%,70.21%,69.34%,69.34%
38,Operating Margin,-6.03%,-8.74%,-2.49%,-9.06%,-0.69%,-8.80%,9.49%,-4.39%,18.98%,23.39%,34.68%,30.09%,29.25%,40.25%,38.09%,30.35%,30.88%,21.00%,21.00%
39,Profit Margin,-3.79%,0.95%,6.91%,-1.18%,4.14%,-8.85%,14.32%,-6.78%,20.26%,23.46%,30.78%,25.70%,23.99%,32.93%,29.68%,26.13%,24.11%,18.09%,18.09%
40,Free Cash Flow Margin,9.12%,28.25%,16.87%,7.96%,-12.74%,-12.06%,7.56%,9.70%,20.02%,1.58%,32.37%,29.76%,18.29%,33.92%,42.53%,-,-,28.51%,28.51%
41,EBITDA,-18.49,-28.94,-9.01,-38.1,-1.71,-45.19,68.61,-26.32,182.86,203.33,424.66,365.67,320.01,497.88,414.08,293.94,205.43,88.24,88.24
42,EBITDA Margin,-5.55%,-8.22%,-2.11%,-8.69%,-0.34%,-8.42%,9.73%,-4.12%,19.09%,23.53%,34.77%,30.18%,29.34%,40.28%,38.18%,30.45%,30.96%,21.12%,21.12%
43,D&A For EBITDA,1.59,1.82,1.59,1.59,1.73,2.04,1.73,1.73,1.08,1.23,1.08,1.08,0.96,0.42,0.96,0.96,0.51,0.51,0.51
44,EBIT,-20.08,-30.76,-10.6,-39.68,-3.44,-47.23,66.88,-28.05,181.78,202.09,423.57,364.58,319.04,497.46,413.11,292.97,204.92,87.73,87.73
45,EBIT Margin,-6.03%,-8.74%,-2.49%,-9.06%,-0.69%,-8.80%,9.49%,-4.39%,18.98%,23.39%,34.68%,30.09%,29.25%,40.25%,38.09%,30.35%,30.88%,21.00%,21.00%
46,Effective Tax Rate,-,72.39%,14.85%,170.31%,37.76%,-,16.34%,-,14.56%,21.47%,19.76%,19.93%,19.35%,19.44%,22.12%,19.07%,19.25%,16.95%,16.95%
47,Revenue as Reported,333.1,352.1,426.41,438.24,500.23,536.8,705.01,638.54,957.7,864.13,1221,1212,1091,1236,1084,2464,-,-,-
