,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
18,Current Portion of Leases,0.95,1.14,0.95,0.07,0.81,0.81,0.8,0.78,-,0.76,0.76,0.75,0.75,0.73,0.73
19,Current Income Taxes Payable,8.74,6.24,6.09,6.05,8.03,5.25,10.43,21.61,-,20.63,-,11.33,11.33,5.58,5.58
20,Current Unearned Revenue,9.46,14.33,5.29,4.16,6.21,5.66,8.24,7.08,-,8.74,-,9.49,9.49,5.92,5.92
21,Other Current Liabilities,11.19,10.37,7.16,6.3,9.44,6.75,5.44,4.26,-,7.2,-,10.04,10.04,18.24,18.24
22,Total Current Liabilities,73.55,82.42,52.03,78.77,71.4,73.06,78.25,83.4,-,105.11,105.11,102.86,102.86,85.88,85.88
23,Long-Term Leases,8.39,7.83,7.93,0.1,-,-,-,-,-,0.66,-,0.78,0.78,1.56,1.56
24,Long-Term Unearned Revenue,5.66,5.66,5.85,5.85,5.87,5.77,6.22,6.22,-,5.71,-,5.59,5.59,3.98,3.98
25,Long-Term Deferred Tax Liabilities,8.87,7.9,6.9,6.89,7.73,7.41,6.58,6.7,-,6.49,-,6.78,6.78,5.54,5.54
26,Other Long-Term Liabilities,-,-,-,-,-,-,0.24,0.24,-,0.52,-,-,-,-,-
27,Total Liabilities,96.47,103.81,72.72,91.62,84.99,86.24,91.29,96.57,-,118.49,-,116.02,116.02,96.97,96.97
28,Common Stock,100.64,100.64,68,68,68,68,51,51,-,51,-,51,51,51,51
29,Additional Paid-In Capital,730.38,730.38,763.02,763.02,763.02,763.02,104.3,104.3,-,104.3,-,104.3,104.3,104.3,104.3
30,Retained Earnings,470.02,441.11,450.45,417.07,384.33,358.21,337.4,312.4,-,261.65,-,204.88,204.88,154.43,154.43
31,Comprehensive Income & Other,1.93,2.01,1.62,1.25,0.92,1.16,1.66,1.33,-,1.3,-,1.11,1.11,1.63,1.63
32,Shareholders' Equity,1303,1274,1283,1249,1216,1190,494.36,469.03,-,418.25,418.25,361.29,361.29,311.36,311.36
33,Total Liabilities & Equity,1399,1378,1356,1341,1301,1277,585.66,565.6,-,536.74,-,477.31,477.31,408.32,408.32
34,Total Debt,9.34,8.97,8.88,0.17,0.81,0.81,0.8,0.78,-,1.43,-,1.53,1.53,2.29,2.29
35,Net Cash (Debt),964.35,941.74,942.9,943.59,925.84,907.55,240.96,246.41,-,222.27,-,204.47,204.47,155.58,155.58
36,Net Cash Growth,4.16%,3.77%,291.30%,282.94%,-,308.31%,-,20.51%,-,42.86%,-,-,-,-,-
37,Net Cash Per Share,9.35,9.48,9.35,9.39,8.98,9.96,3.19,3.29,-,2.96,-,2.71,2.71,2.05,2.05
38,Filing Date Shares Outstanding,100.64,100.64,100.64,100.64,100.64,100.64,75.48,75.48,76.59,100.64,75.15,75.48,75.48,75.48,75.48
39,Total Common Shares Outstanding,100.64,100.64,100.64,100.64,100.64,100.64,75.48,75.48,76.59,75.48,75.15,75.48,75.48,75.48,75.48
40,Working Capital,1126,1109,1133,1099,1089,1071,381.65,362.78,-,318.18,318.18,257.89,257.89,218.81,218.81
41,Book Value Per Share,12.95,12.66,12.75,12.41,12.09,11.83,6.55,6.21,-,5.54,-,4.79,4.79,4.13,4.13
42,Tangible Book Value,1283,1254,1263,1230,1197,1171,474.75,449.29,-,398.25,398.25,341.03,341.03,290.83,290.83
43,Tangible Book Value Per Share,12.75,12.46,12.55,12.22,11.89,11.63,6.29,5.95,-,5.28,-,4.52,4.52,3.85,3.85
44,Buildings,-,59.74,-,55.1,-,54.83,-,52.99,-,53.16,-,53.03,53.03,38.13,38.13
45,Machinery,-,144.06,-,123.92,-,115.54,-,107.08,-,106.84,-,106.47,106.47,101.41,101.41
46,Construction In Progress,-,43.17,-,48.05,-,18.51,-,8.41,-,2.37,-,0.93,0.93,3.27,3.27
