,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,P/OCF Ratio,41.13,41.13,36.63,-,74.65,318.93,-,170.00,158.09,-,-,-,-,-,-,-,-,-,-,-
10,EV/Sales Ratio,4.57,3.38,3.61,4.25,5.64,6.17,6.93,7.93,7.04,6.87,-,-,-,-,-,-,-,-,-,-
11,EV/EBITDA Ratio,30.77,23.00,26.15,40.58,48.74,79.67,64.58,65.07,-,38.79,-,-,-,-,-,-,-,-,-,-
12,EV/EBIT Ratio,36.16,26.71,31.72,54.65,-,131.47,87.00,84.78,-,43.88,-,-,-,-,-,-,-,-,-,-
13,EV/FCF Ratio,105.21,77.91,75.00,-,380.94,-158.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Debt / Equity Ratio,0.17,0.17,0.17,0.18,0.00,0.00,0.00,0.00,0.00,0.10,0.26,0.33,0.33,-,0.40,-,0.33,0.20,0.20,0.20
15,Debt / EBITDA Ratio,2.00,1.57,1.12,2.26,0.21,0.11,0.02,0.03,-,1.19,2.06,1.09,10.16,-,1.66,-,1.19,0.72,0.52,0.52
16,Debt / FCF Ratio,6.85,6.85,7.71,-,0.64,-0.29,-,-,-,-,-4.58,-,-,-,-,-,-,-,-,-
17,Asset Turnover,0.49,0.52,0.46,0.38,0.31,0.35,0.39,0.27,0.37,-,-,-,-,-,-,-,-,0.83,-,
18,Inventory Turnover,2.34,2.12,2.14,2.08,2.06,1.48,1.66,1.88,1.67,1.59,-,-,-,-,-,-,-,-,2.68,-
19,Quick Ratio,3.73,3.73,3.81,4.02,7.37,8.34,9.26,7.29,6.94,5.67,2.09,-,1.58,-,1.48,-,1.94,-,1.98,1.98
20,Current Ratio,4.60,4.60,4.81,5.06,8.91,9.93,11.10,8.76,8.32,6.58,3.02,-,2.30,-,2.09,-,2.52,-,2.63,2.63
21,Return on Equity (ROE),6.59%,11.24%,8.53%,2.48%,2.08%,3.99%,7.47%,1.25%,7.85%,8.09%,23.71%,-,-,-,-,22.62%,21.93%,30.85%,-,
22,Return on Assets (ROA),4.38%,5.72%,3.68%,-0.05%,1.52%,1.82%,4.40%,-3.68%,5.06%,-,-,-,-,-,-,-,-,14.75%,-,
23,Return on Capital (ROIC),5.14%,6.64%,4.16%,-0.05%,1.65%,1.99%,4.87%,-4.07%,5.73%,5.00%,13.40%,-,-,-,-,13.80%,13.61%,19.07%,-,
24,Return on Capital Employed (ROCE),6.10%,6.12%,4.58%,2.55%,-,1.71%,2.95%,3.22%,-,5.78%,13.60%,-,16.08%,-,20.42%,-,25.86%,-,17.63%,8.81%
25,Earnings Yield,1.96%,2.66%,2.67%,1.83%,1.53%,1.39%,1.53%,1.38%,1.64%,2.43%,-,-,-,-,-,-,-,-,-,-
26,FCF Yield,0.93%,1.26%,1.31%,-0.55%,0.22%,-0.54%,-1.37%,0.01%,-0.38%,-0.65%,-,-,-,-,-,-,-,-,-,-
27,Dividend Yield,0.24%,-,-,-,0.30%,-,-,-,0.73%,-,-,-,-,-,-,-,-,-,-,-
28,Payout Ratio,90.89%,8.80%,39.81%,225.45%,0.01%,-,220.63%,-,42.15%,3.88%,17.62%,6.66%,11.65%,15.21%,-,-,-,-,48.03%,48.03%
29,Buyback Yield / Dilution,0.96%,-3.06%,3.48%,-0.36%,3.76%,-30.41%,-32.16%,-37.45%,-34.74%,-1.39%,1.07%,-,-1.61%,-,0.04%,-,-,-,-,-
30,Total Shareholder Return,1.20%,-3.06%,3.48%,-0.36%,4.05%,-30.41%,-32.16%,-37.45%,-34.01%,-1.39%,1.07%,-,-1.61%,-,0.04%,-,-,-,-,-
