,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Current Portion of Leases,13.5,10.82,10.48,1.57,1.75,0.74,0.74,0.76,-,0.94,-,0.83,-,-,-,-,-,-,-
23,Current Income Taxes Payable,9.87,3.6,7.64,-,4.5,1.14,5.19,3.64,7.08,2.73,-,0.75,-,4.87,-,1.63,-,8.53,8.53
24,Current Unearned Revenue,23.48,5.02,5.4,0.56,0.75,1.7,0.64,0.96,0.3,0.68,-,0.41,-,0.58,-,0.71,-,0.72,0.72
25,Other Current Liabilities,58.8,49.35,52.67,5.32,15.17,13.05,16.98,15.28,27.76,15.22,-,30.35,-,19.31,-,7.67,-,14.11,14.11
26,Total Current Liabilities,242.24,224.66,205.39,97.71,85.48,75.2,99.5,103.53,145.79,154.25,-,205.47,-,249.87,-,178.6,-,146.18,146.18
27,Long-Term Debt,99,99,100,-,-,-,-,-,49.5,49.5,-,36.63,-,46.13,-,36.63,-,10,10
28,Long-Term Leases,66.36,70.84,72.01,1.87,2.09,0.21,0.4,0.59,0.83,0.97,-,1.35,-,-,-,-,-,-,-
29,Long-Term Deferred Tax Liabilities,5.8,6.58,3.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,Total Liabilities,413.41,401.08,381.16,99.58,87.57,75.4,99.9,104.12,196.12,204.72,-,243.45,-,296,-,215.23,-,156.18,156.18
31,Common Stock,120,120,120,120,120,120,120,120,120,90,-,90,-,90,-,90,-,90,90
32,Additional Paid-In Capital,639.55,639.55,639.55,639.55,-,639.55,639.55,639.55,639.55,178.51,-,178.51,-,178.51,-,178.51,-,178.51,178.51
33,Retained Earnings,216.26,205.04,191.65,173.09,167.32,162.5,173.66,156.4,153.55,140.58,-,110.19,-,84.34,-,50.55,-,17.76,17.76
34,Comprehensive Income & Other,-0.15,-0.07,-0.08,-0.08,639.31,-0.19,-0.11,-0.21,-0.09,-0.05,-,-0.34,-,-0.32,-,-0.23,-,-0.27,-0.27
35,Total Common Equity,975.66,964.52,951.13,932.56,926.63,921.86,933.1,915.74,913.02,409.05,378.36,378.36,-,352.53,-,318.84,286.01,286.01,286.01
36,Minority Interest,122.57,115.83,107.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,1098,1080,1058,932.56,926.63,921.86,933.1,915.74,913.02,409.05,378.36,378.36,-,352.53,-,318.84,286.01,286.01,286.01
38,Total Liabilities & Equity,1512,1481,1440,1032,1014,997.27,1033,1020,1109,613.77,-,621.82,-,648.53,-,534.07,-,442.19,442.19
39,Total Debt,182.37,187.53,189.59,3.44,3.84,0.95,2.14,3.35,90.57,107.92,125.21,125.21,-,140.8,-,105.21,55.99,55.99,55.99
40,Net Cash (Debt),184.37,153.22,145.51,395.28,377.9,367,405.25,407.5,424.7,-92.78,-114.99,-114.99,-,-123.68,-,-93.19,-43.26,-43.26,-43.26
41,Net Cash Growth,-51.21%,-58.25%,-64.09%,-3.00%,-11.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,Net Cash Per Share,1.50,1.35,1.18,3.33,3.17,3.12,3.29,3.31,4.65,-1.04,-1.28,-1.26,-,-1.37,-,-1.04,-,-0.48,-0.48
43,Filing Date Shares Outstanding,120,120,120,120,120,120,120,120,120,90,90,90,90,90,-,90,-,90,90
44,Total Common Shares Outstanding,120,120,120,120,120,120,120,120,120,90,90,90,90,90,-,90,-,90,90
45,Working Capital,871.95,855.01,834.08,773.11,762.95,759.4,772.26,757.63,813.72,311.15,-,267.73,-,272.94,-,271.41,-,238.04,238.04
46,Book Value Per Share,8.13,8.04,7.93,7.77,7.72,7.68,7.78,7.63,7.61,4.54,4.20,4.20,-,3.92,-,3.54,3.18,3.18,3.18
47,Tangible Book Value,848.1,836.05,822.79,922.18,916.38,911.47,922.6,905.06,902.2,398.18,367.22,367.22,-,341.17,-,307.41,275.4,275.4,275.4
48,Tangible Book Value Per Share,7.07,6.97,6.86,7.68,7.64,7.60,7.69,7.54,7.52,4.42,4.08,4.08,-,3.79,-,3.42,3.06,3.06,3.06
49,Land,-,-,-,88.58,-,-,-,89.21,-,-,-,-,-,-,-,-,-,-,-
50,Buildings,-,89.05,-,-,-,90.49,-,-,-,88.8,-,88.42,-,-,-,-,-,-,-
51,Machinery,-,143.22,-,87.75,-,83.89,-,77.49,-,65.74,-,59.29,-,51.84,-,43.32,-,40.49,40.49
52,Construction In Progress,-,3.08,-,2.96,-,2.43,-,1.38,-,4.26,-,6.06,-,77.68,-,44.03,-,22.22,22.22
