,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
35,Dividend Per Share,-,-,-,0.060,-,-,-,0.170,-,-,-,-,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-64.71%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,40.71%,40.24%,36.30%,27.32%,38.20%,37.17%,37.41%,25.93%,39.72%,35.50%,41.23%,22.55%,46.45%,50.63%,17.30%,71.49%,17.83%,42.62%,42.62%
38,Operating Margin,14.17%,17.70%,12.73%,-0.20%,7.88%,8.37%,17.97%,-21.63%,21.63%,15.10%,22.51%,1.26%,29.33%,17.35%,17.30%,18.21%,17.83%,28.28%,28.28%
39,Profit Margin,6.06%,10.91%,12.99%,5.97%,6.19%,10.48%,17.17%,3.93%,16.09%,11.78%,18.71%,15.77%,14.57%,13.08%,14.95%,14.73%,15.02%,23.92%,23.92%
40,Free Cash Flow Margin,8.29%,8.34%,-14.20%,16.37%,16.78%,-22.77%,-3.38%,-3.79%,-14.59%,26.83%,-12.05%,-8.24%,-24.29%,-,-,-,-,-8.93%,-8.93%
41,EBITDA,29.03,37.53,21,2.61,8.65,10.18,20.58,-13.14,19.05,12.64,28.6,2.72,25.11,21.23,22.6,22.05,19.53,27,27
42,EBITDA Margin,15.69%,19.88%,14.70%,2.70%,11.12%,11.53%,20.48%,-18.15%,23.64%,18.70%,23.87%,3.10%,30.43%,18.40%,18.07%,18.99%,18.70%,29.27%,29.27%
43,D&A For EBITDA,2.81,4.11,2.81,2.81,2.52,2.79,2.52,2.52,1.62,2.44,1.62,1.62,0.91,1.22,0.95,0.91,0.91,0.91,0.91
44,EBIT,26.22,33.41,18.19,-0.2,6.13,7.39,18.06,-15.66,17.43,10.21,26.98,1.1,24.2,20.01,21.65,21.15,18.62,26.09,26.09
45,EBIT Margin,14.17%,17.70%,12.73%,-0.20%,7.88%,8.37%,17.97%,-21.63%,21.63%,15.10%,22.51%,1.26%,29.33%,17.35%,17.30%,18.21%,17.83%,28.28%,28.28%
46,Effective Tax Rate,10.87%,9.99%,9.50%,23.89%,5.71%,4.67%,11.38%,-,11.88%,7.61%,12.81%,11.01%,11.04%,10.65%,13.63%,13.57%,15.71%,13.87%,13.87%
47,Revenue as Reported,185.04,188.73,142.83,96.63,77.8,88.26,100.51,72.4,80.6,67.59,119.84,87.74,322.94,-,-,-,-,-,-
