,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
14,EBT Excluding Unusual Items,46.83,51.53,36.18,39.32,26.73,36.85,29.35,43.18,22.33,42.52,28.91,52.94,52.94,46.78,46.78
15,Gain (Loss) on Sale of Investments,1.47,1.6,1.57,1.62,1.28,1.79,1.91,1.92,0.2,-,-,-,-,-,-
16,Gain (Loss) on Sale of Assets,0.07,0.01,0.39,-0.37,0.01,0,-0.02,-3.25,0,-,0.15,-0.31,-0.31,0.03,0.03
17,Asset Writedown,0.98,-0.01,-0.04,-0.47,-0.2,0.27,-0.04,0.49,0.28,-0.38,0.38,0.14,0.14,0,0
18,Legal Settlements,-,-,-,-0.98,-,-,-,-0.69,-,-,-,-0.2,-0.2,-,-
19,Other Unusual Items,3.46,-3.56,0.1,9.87,-,-,-,10.38,-,-,-,6.63,6.63,-,-
20,Pretax Income,52.81,49.57,38.19,48.97,27.81,38.91,31.21,52.03,22.81,42.14,29.44,59.2,59.2,46.81,46.81
21,Income Tax Expense,1.87,5.1,2.19,7.85,0.94,2.9,-1.91,5.88,4.06,4.48,-1.51,7.25,7.25,6.02,6.02
22,Earnings From Continuing Operations,50.94,44.47,36,41.12,26.87,36.01,33.12,46.16,18.76,37.66,30.95,51.95,51.95,40.79,40.79
23,Minority Interest in Earnings,-5.93,-7.25,-4.03,-2.39,-2.16,-2.12,-1.11,-2.41,-2.16,-2.05,-0.64,-2.35,-2.35,-1.88,-1.88
24,Net Income,45.01,37.22,31.97,38.73,24.71,33.89,32.01,43.75,16.6,35.61,30.31,49.6,49.6,38.92,38.92
25,Net Income to Common,45.01,37.22,31.97,38.73,24.71,33.89,32.01,43.75,16.6,35.61,30.31,49.6,49.6,38.92,38.92
26,Net Income Growth,82.18%,9.81%,-0.13%,-11.47%,48.83%,-4.83%,5.61%,-11.80%,-66.53%,-8.49%,-22.11%,-,-,-,-
27,Shares Outstanding (Basic),133,134,132,134,132,137,132,143,123,99,101,100,100,100,100
28,Shares Outstanding (Diluted),133,134,132,134,132,137,132,143,123,99,101,100,100,100,100
29,Shares Change (YoY),0.41%,-2.00%,-0.13%,-6.31%,7.50%,37.59%,31.08%,43.21%,22.82%,-1.18%,0.61%,-,-,-,-
30,EPS (Basic),0.34,0.28,0.24,0.29,0.19,0.25,0.24,0.31,0.14,0.36,0.30,0.50,0.50,0.39,0.39
31,EPS (Diluted),0.34,0.28,0.24,0.29,0.19,0.25,0.24,0.31,0.14,0.36,0.30,0.50,0.50,0.39,0.39
32,EPS Growth,81.44%,12.04%,0%,-5.50%,38.45%,-30.83%,-19.43%,-38.41%,-72.75%,-7.40%,-22.58%,-,-,-,-
33,Free Cash Flow,-24.3,-33.45,-72.21,-17.37,-17.98,55.36,-59.11,39.35,-36.34,106.24,2.46,56.07,56.07,23.14,23.14
34,Free Cash Flow Per Share,-0.18,-0.25,-0.55,-0.13,-0.14,0.41,-0.45,0.27,-0.30,1.07,0.02,0.56,0.56,0.23,0.23
35,Dividend Per Share,-,-,-,0.292,-,-,-,0.167,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,74.99%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,27.10%,27.79%,23.32%,24.52%,25.40%,24.60%,24.05%,29.78%,23.25%,24.06%,22.52%,29.49%,29.49%,26.81%,26.81%
38,Operating Margin,14.63%,13.72%,10.89%,10.53%,10.82%,11.37%,10.96%,14.93%,10.83%,16.47%,13.92%,18.65%,18.65%,17.98%,17.98%
39,Profit Margin,11.91%,9.51%,8.46%,9.24%,7.55%,9.15%,9.47%,12.92%,5.40%,10.78%,10.61%,14.15%,14.15%,11.65%,11.65%
40,Free Cash Flow Margin,-6.43%,-8.55%,-19.10%,-4.14%,-5.50%,14.94%,-17.49%,11.62%,-11.82%,32.17%,0.86%,16.00%,16.00%,6.92%,6.92%
41,EBITDA,81.28,81.58,67.17,70.14,59.81,68.67,61.46,74.96,58.54,77.95,65.01,90.75,90.75,85.17,85.17
42,EBITDA Margin,21.51%,20.85%,17.77%,16.73%,18.28%,18.54%,18.19%,22.14%,19.04%,23.60%,22.75%,25.90%,25.90%,25.49%,25.49%
43,D&A For EBITDA,26,27.88,26,26,24.42,26.55,24.42,24.42,25.24,23.55,25.24,25.41,25.41,25.08,25.08
44,EBIT,55.28,53.69,41.17,44.13,35.39,42.13,37.04,50.54,33.3,54.39,39.76,65.34,65.34,60.09,60.09
45,EBIT Margin,14.63%,13.72%,10.89%,10.53%,10.82%,11.37%,10.96%,14.93%,10.83%,16.47%,13.92%,18.65%,18.65%,17.98%,17.98%
46,Effective Tax Rate,3.54%,10.29%,5.73%,16.03%,3.39%,7.45%,-,11.29%,17.78%,10.63%,-,12.24%,12.24%,12.86%,12.86%
47,Revenue as Reported,377.8,391.3,378.11,419.16,327.16,370.4,337.94,338.56,307.47,330.24,285.72,350.42,350.42,334.18,334.18
