,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,-35.43,97.58,29.24,100.9,87.12,109.71,21.1,36.99,59.36,29.29,45.84,21.05,26.95,33.49,29.27,24.35,29.78,20.15,18.55
16,Gain (Loss) on Sale of Investments,2.71,-1.68,-,-4.72,-3.49,1.13,-1.21,-0.98,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.58,-0.03,-,2,-,-,-,0.04,0.19,-0.22,-,-0.07,-,-,-,0.01,-,-,-
18,Asset Writedown,0.92,-0.92,-,-3.18,2.72,-2.72,-,-5.54,-,-,-,-,0.01,-0.01,-,0.14,-0.28,-,-
19,Other Unusual Items,-1.53,28.28,-,16.91,-1.45,1.45,-,39.43,-19.72,19.72,-,13.44,2.55,-2.55,-,8.3,-,-,-
20,Pretax Income,-33.92,123.23,29.24,111.91,84.89,109.57,19.89,69.94,39.83,48.79,45.84,34.42,29.5,30.94,29.27,32.79,29.5,20.15,18.55
21,Income Tax Expense,-17.9,12.22,-11.82,20.93,1.4,7.85,-6.31,12.01,0.56,3.91,-0.09,-5.07,3.43,2.46,2.3,3.65,2.66,2.23,1.47
22,Net Income,-16.02,111.01,41.07,90.98,83.49,101.72,26.2,57.94,39.28,44.89,45.93,39.49,26.07,28.48,26.97,29.14,26.84,17.92,17.08
23,Net Income to Common,-16.02,111.01,41.07,90.98,83.49,101.72,26.2,57.94,39.28,44.89,45.93,39.49,26.07,28.48,26.97,29.14,26.84,17.92,17.08
24,Net Income Growth,-,9.13%,56.72%,57.04%,112.57%,126.61%,-42.95%,46.73%,50.67%,57.60%,70.29%,35.51%,-2.87%,58.93%,57.92%,-,-,-,-
25,Shares Outstanding (Basic),243,249,250,206,201,203,204,205,206,185,179,177,177,179,151,131,138,131,137
26,Shares Outstanding (Diluted),243,249,250,206,201,203,204,205,206,185,179,177,177,179,151,131,138,131,137
27,Shares Change (YoY),21.06%,22.34%,22.67%,0.45%,-2.31%,10.09%,14.05%,15.65%,16.46%,2.94%,18.29%,34.89%,28.58%,37.29%,10.53%,-,-,-,-
28,EPS (Basic),-0.07,0.45,0.16,0.44,0.42,0.50,0.13,0.28,0.19,0.24,0.26,0.22,0.15,0.16,0.18,0.22,0.20,0.14,0.13
29,EPS (Diluted),-0.07,0.45,0.16,0.44,0.42,0.50,0.13,0.28,0.19,0.24,0.26,0.22,0.15,0.16,0.18,0.22,0.20,0.14,0.13
30,EPS Growth,-,-10.80%,27.76%,56.34%,117.60%,105.84%,-49.98%,26.87%,29.38%,53.11%,43.95%,0.46%,-24.46%,15.76%,42.88%,-,-,-,-
31,Free Cash Flow,-199.12,-794.11,-264.47,-180.28,-571.63,-371.11,-491.59,-371.13,-294.09,-91.68,-398.11,-57.8,-257.32,-143.76,-264.33,50.41,-71.49,-9.23,-70.88
32,Free Cash Flow Per Share,-0.82,-3.19,-1.06,-0.88,-2.84,-1.83,-2.41,-1.81,-1.43,-0.50,-2.23,-0.33,-1.46,-0.80,-1.75,0.38,-0.52,-0.07,-0.52
33,Dividend Per Share,-,-,-,0.286,-,-,-,0.143,-,-,-,0.179,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,99.93%,-,-,-,-19.99%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,5.41%,7.83%,9.26%,11.83%,12.81%,13.21%,11.82%,12.89%,9.91%,10.95%,12.32%,11.61%,12.63%,15.13%,14.28%,11.96%,17.34%,16.73%,16.62%
36,Operating Margin,-0.38%,5.16%,2.68%,5.81%,5.63%,6.49%,3.04%,5.75%,4.47%,5.23%,5.44%,4.92%,4.87%,6.89%,5.96%,8.70%,9.20%,8.45%,9.08%
37,Profit Margin,-0.79%,4.63%,2.32%,4.32%,4.41%,6.45%,2.11%,5.09%,3.80%,4.16%,4.74%,4.63%,3.53%,5.25%,5.83%,6.85%,7.09%,6.66%,7.97%
38,Free Cash Flow Margin,-9.87%,-33.10%,-14.96%,-8.55%,-30.19%,-23.55%,-39.52%,-32.62%,-28.43%,-8.49%,-41.08%,-6.78%,-34.82%,-26.51%,-57.14%,11.85%,-18.89%,-3.43%,-33.06%
39,EBITDA,31.62,182.3,86.63,161.75,126.32,134.29,57.44,85.02,57.26,74.28,63.72,52.88,43.65,45.97,35.19,44.63,35.67,29.64,20.31
40,EBITDA Margin,1.57%,7.60%,4.90%,7.67%,6.67%,8.52%,4.62%,7.47%,5.53%,6.88%,6.58%,6.20%,5.91%,8.48%,7.61%,10.49%,9.42%,11.02%,9.48%
41,D&A For EBITDA,39.21,58.37,39.21,39.21,19.65,32,19.65,19.65,10.96,17.74,10.96,10.96,7.63,8.59,7.63,7.63,0.85,6.92,0.85
42,EBIT,-7.59,123.93,47.42,122.54,106.67,102.29,37.79,65.37,46.29,56.54,52.76,41.92,36.02,37.37,27.56,37,34.82,22.73,19.46
43,EBIT Margin,-0.38%,5.16%,2.68%,5.81%,5.63%,6.49%,3.04%,5.75%,4.47%,5.23%,5.44%,4.92%,4.87%,6.89%,5.96%,8.70%,9.20%,8.45%,9.08%
44,Effective Tax Rate,-,9.91%,-,18.70%,1.65%,7.16%,-,17.17%,1.40%,8.01%,-,-,11.64%,7.96%,7.85%,11.13%,9.01%,11.06%,7.91%
45,Revenue as Reported,2018,2399,1768,2108,1893,1576,1244,1138,1034,1080,969.07,852.52,739.09,542.33,462.61,425.36,378.54,268.93,214.39
