,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,Long-Term Deferred Tax Assets,67.41,49.51,58.94,47.12,48.29,41.41,43.44,29.55,22.97,21.56,18.26,10.02,8.73,6.79,5.85,4.36,-,-,-
16,Long-Term Deferred Charges,0.01,0.08,0.18,0.28,0.37,0.47,0.57,0.67,0.77,0.87,0.97,1.06,1.03,-,-,-,-,-,-
17,Other Long-Term Assets,184.59,89.18,499.61,432.99,643.39,182.16,566.24,484.87,547.47,147.49,232.69,108.34,26.15,29.26,36.11,26.95,-,-,-
18,Total Assets,9867,9764,8959,8596,6846,5994,5130,4436,3921,3798,2739,2117,1714,1534,1398,912.09,-,-,-
19,Accounts Payable,538.99,513.36,474.81,601.37,309.17,298.04,288.34,305.39,197.76,265.16,243.94,203.42,158.01,150.48,123.31,156.82,-,-,-
20,Accrued Expenses,33.95,47.59,35.31,46.35,26.82,42.28,24.56,27.1,19.69,33.33,19.03,19.25,13.9,17.94,12,14.51,-,-,-
21,Short-Term Debt,5251,5158,4403,3985,3678,3070,2622,1979,1637,1546,1366,831.83,498.39,344.47,268.33,188.3,-,-,-
22,Current Portion of Long-Term Debt,151.32,92.5,139.14,115.11,45.75,5.27,10.32,0.12,18.46,2.63,25.52,2.54,-,2.48,-,2.32,-,-,-
23,Current Portion of Leases,-,1.01,-,0.57,-,5.27,-,12.71,-,20.85,-,23.87,29.35,26.8,29.32,28.46,-,-,-
24,Current Income Taxes Payable,8.36,-,11.54,37.78,31.91,10.99,34.54,26.94,21.49,12.18,15.49,1.1,11.09,2.24,3.21,7.14,-,-,-
25,Current Unearned Revenue,6.71,7.43,7.27,4.86,5.81,8.95,10.36,5.75,15.42,9.93,10.08,7.56,12.64,14.62,14.67,11.27,-,-,-
26,Other Current Liabilities,9.45,47.75,48.38,49.31,49.37,49.86,67.8,67.79,67.52,8.39,8.28,7.1,6.71,6.31,5.51,4.65,-,-,-
27,Total Current Liabilities,6000,5868,5120,4840,4147,3491,3058,2424,1977,1899,1689,1097,730.1,565.33,456.35,413.47,-,-,-
28,Long-Term Debt,715.2,724.98,712.72,643.57,561.01,461.33,98.93,69.93,70.02,63.28,23.96,24.59,25.28,25.89,26.65,27.25,-,-,-
29,Long-Term Leases,0.52,0.77,-,-,-,-,-,0.32,1.65,5.27,9.16,14.26,17.23,26.11,29.68,35.38,-,-,-
30,Long-Term Unearned Revenue,74.88,77.23,59.09,60.58,47.69,39.24,47.98,49.91,43.15,44.83,46.46,23.89,25.2,26.5,23.74,24.93,-,-,-
31,Long-Term Deferred Tax Liabilities,-,-,-,-,4.71,5.79,5.6,4.04,2.52,2.61,1.08,2.02,-,-,-,-,-,-,-
32,Total Liabilities,6790,6671,5891,5545,4760,3997,3210,2549,2094,2015,1769,1161,797.81,643.83,536.43,501.03,-,-,-
33,Common Stock,246.02,249.28,178.43,178.43,146.91,146.91,147.62,147.62,147.62,145.25,127.73,106.44,106.44,106.44,106.44,79.83,-,-,-
34,Additional Paid-In Capital,2068,2117,2182,2177,1334,1329,1340,1335,1332,1273,521.29,542.58,542.58,542.58,542.58,145.35,-,-,-
35,Retained Earnings,801.13,817.15,776.99,735.92,644.98,561.53,489.19,462.95,405.05,365.78,320.89,306.89,267.4,241.34,212.85,185.88,-,-,-
36,Treasury Stock,-39.37,-89.47,-70.03,-40.03,-40.03,-40.03,-57.66,-57.66,-57.66,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,0.57,0.01,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,3076,3094,3068,3051,2086,1997,1919,1888,1827,1784,969.91,955.9,916.42,890.35,861.87,411.06,-,-,320.08
39,Total Liabilities & Equity,9867,9764,8959,8596,6846,5994,5130,4436,3921,3798,2739,2117,1714,1534,1398,912.09,-,-,-
40,Total Debt,6118,5977,5255,4744,4285,3542,2731,2062,1727,1638,1425,897.09,570.25,425.75,353.99,281.71,-,-,147.88
41,Net Cash (Debt),-3410,-3327,-2554,-2211,-2930,-2315,-1881,-1369,-992.64,-552.84,-1088,-577.43,-437.18,-175.72,-24.06,-180.6,-,-,-66.5
42,Net Cash Per Share,-14.00,-13.38,-10.22,-10.73,-14.57,-11.39,-9.23,-6.67,-4.82,-2.99,-6.09,-3.26,-2.47,-0.98,-0.16,-1.37,-,-,-0.49
43,Filing Date Shares Outstanding,242.76,246.43,249.94,248.58,205.68,205.68,206.67,205.09,206.67,203.35,178.82,178.82,178.82,178.82,178.82,134.11,137.51,130.64,136.64
44,Total Common Shares Outstanding,242.76,247.17,249.94,248.58,205.68,205.68,206.67,205.09,206.67,203.35,178.82,178.82,178.82,178.82,178.82,134.11,137.51,130.64,136.64
45,Working Capital,952.97,878.94,780.28,840.04,108.83,117.5,-62.56,29.41,236.38,625.99,61.78,217.02,345.15,384.19,469.44,107.14,-,-,-
46,Book Value Per Share,12.67,12.52,12.27,12.27,10.14,9.71,9.29,9.20,8.84,8.77,5.42,5.35,5.12,4.98,4.82,3.07,-,-,2.39
47,Tangible Book Value,2961,2978,2951,2934,1987,1898,1845,1814,1770,1738,924.34,910.06,886.88,860.82,832.14,381.19,-,-,304.66
48,Tangible Book Value Per Share,12.20,12.05,11.81,11.80,9.66,9.23,8.93,8.84,8.56,8.55,5.17,5.09,4.96,4.81,4.65,2.84,-,-,2.27
49,Buildings,-,1068,-,914.14,-,671.05,-,633.46,-,339.99,-,335,-,196.68,-,156.83,-,-,-
50,Machinery,-,1525,-,1262,-,893.59,-,593.46,-,433.47,-,336.42,-,212.91,-,208.97,-,-,-
51,Construction In Progress,-,334.09,-,470.05,-,231.45,-,299.49,-,101.49,-,28.71,-,142.86,-,61.97,-,-,-
