,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Gain (Loss) on Sale of Investments,2.24,2.29,1.56,-1.33,0.5,0.68,0.89,0.55,0.92,2.57,-0.74,-1.1,1.71,-1.42,1.86,-3.35,-0.46,0.6,3.21
15,Gain (Loss) on Sale of Assets,-,-,-,0.08,0.02,-0.08,-0,0.28,-0.28,-,-,-0,-,-,-,-,-,0,-
16,Asset Writedown,0.89,-3.75,1.1,-22.41,-1.32,3.83,0.04,-9.17,-11.72,3.16,-3.16,-0.08,0.34,-0.78,0.43,0.49,0,-0,-
17,Legal Settlements,-,-,-,6.92,-,-,-,-9.49,-,-,-,-,-,-,-,-,-,-,-
18,Other Unusual Items,-2.27,2.27,-,3.97,0.07,-0.07,-,13.78,-,-,-,-0.56,-,-,-,1.57,-,-,-
19,Pretax Income,24.03,125.42,28.72,-49.79,27.95,75.47,53.28,-95.23,38.91,49.84,44.19,86.34,33.26,52.14,32.37,95.76,34.12,27.3,17.2
20,Income Tax Expense,2.68,17.35,5.12,-17.6,11.02,9.92,7.31,-1.22,-1.5,-0.58,7.66,17.12,1.1,5.99,4.49,12.7,3.49,2.66,1.94
21,Earnings From Continuing Operations,21.35,108.07,23.6,-32.19,16.93,65.55,45.97,-94.02,40.41,50.43,36.53,69.22,32.16,46.15,27.88,83.06,30.63,24.64,15.26
22,Minority Interest in Earnings,-2.36,1.47,2.25,9.08,-0.28,-2,0.98,8.38,-1.15,-8.26,0.64,0.53,0.32,-0.98,-0.85,-0.75,-2.81,-0.23,-0.4
23,Net Income,18.99,109.55,25.85,-23.12,16.65,63.55,46.95,-85.63,39.26,42.16,37.17,69.75,32.48,45.17,27.03,82.31,27.82,24.41,14.86
24,Net Income to Common,18.99,109.55,25.85,-23.12,16.65,63.55,46.95,-85.63,39.26,42.16,37.17,69.75,32.48,45.17,27.03,82.31,27.82,24.41,14.86
25,Net Income Growth,14.04%,72.38%,-44.93%,-,-57.59%,50.73%,26.32%,-,20.88%,-6.65%,37.51%,-15.26%,16.75%,85.02%,81.89%,-,-,-,-
26,Shares Outstanding (Basic),409,409,409,438,409,391,427,421,409,404,413,387,427,350,386,398,345,343,371
27,Shares Outstanding (Diluted),409,409,409,438,409,391,427,421,409,404,413,387,427,350,386,398,345,343,371
28,Shares Change (YoY),-0.07%,4.55%,-4.16%,3.97%,-0.01%,-3.37%,3.35%,8.73%,-4.25%,15.61%,6.95%,-2.73%,23.69%,2.13%,3.94%,-,-,-,-
29,EPS (Basic),0.05,0.27,0.06,-0.05,0.04,0.16,0.11,-0.20,0.10,0.10,0.09,0.18,0.08,0.13,0.07,0.21,0.08,0.07,0.04
30,EPS (Diluted),0.05,0.27,0.06,-0.05,0.04,0.16,0.11,-0.20,0.10,0.10,0.09,0.18,0.08,0.13,0.07,0.21,0.08,0.07,0.04
31,EPS Growth,14.12%,64.88%,-42.55%,-,-57.59%,55.99%,22.22%,-,26.25%,-19.26%,28.57%,-12.88%,-5.62%,81.17%,75.00%,-,-,-,-
32,Free Cash Flow,94.27,-2.77,-54.51,114.63,-30.66,70.51,-103.18,15.75,-4.11,-27.59,-7.88,57.05,-67.5,-35.83,-159.84,105.17,-17.32,11.91,-18.51
33,Free Cash Flow Per Share,0.23,-0.01,-0.13,0.26,-0.07,0.18,-0.24,0.04,-0.01,-0.07,-0.02,0.15,-0.16,-0.10,-0.41,0.26,-0.05,0.03,-0.05
34,Dividend Per Share,-,0.100,-,0.150,-,-,-,0.100,-,-,-,0.200,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,50.00%,-,-,-,-50.00%,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,18.76%,38.85%,30.51%,12.05%,37.87%,33.44%,35.87%,36.93%,26.07%,26.41%,34.23%,40.38%,30.64%,33.29%,38.04%,40.34%,39.45%,26.07%,53.91%
37,Operating Margin,17.62%,29.52%,15.56%,-68.31%,30.09%,23.47%,25.03%,-26.48%,19.53%,15.22%,28.27%,27.49%,28.70%,25.50%,27.55%,31.26%,24.47%,17.61%,37.76%
38,Profit Margin,15.70%,28.11%,18.15%,-29.04%,16.40%,23.01%,23.97%,-34.67%,22.72%,16.13%,23.54%,23.34%,31.97%,22.54%,24.16%,28.58%,22.38%,18.40%,41.84%
39,Free Cash Flow Margin,77.97%,-0.71%,-38.27%,144.02%,-30.20%,25.53%,-52.69%,6.38%,-2.38%,-10.56%,-4.99%,19.09%,-66.45%,-17.88%,-142.85%,36.51%,-13.93%,8.97%,-52.13%
40,EBITDA,27.31,124.38,28.18,-48.36,35.27,69.88,53.75,-60.66,38.47,45.05,49.31,86.89,33.06,55,35.47,94.39,34.65,27.59,17.65
41,EBITDA Margin,22.59%,31.91%,19.78%,-60.76%,34.75%,25.30%,27.45%,-24.56%,22.27%,17.24%,31.23%,29.07%,32.54%,27.45%,31.70%,32.77%,27.87%,20.79%,49.68%
42,D&A For EBITDA,6.01,9.32,6.01,6.01,4.73,5.05,4.73,4.73,4.73,5.27,4.68,4.73,3.9,3.9,4.64,4.36,4.23,4.23,4.24
43,EBIT,21.3,115.06,22.17,-54.38,30.54,64.82,49.01,-65.39,33.74,39.79,44.63,82.16,29.15,51.09,30.83,90.03,30.42,23.36,13.41
44,EBIT Margin,17.62%,29.52%,15.56%,-68.31%,30.09%,23.47%,25.03%,-26.48%,19.53%,15.22%,28.27%,27.49%,28.70%,25.50%,27.55%,31.26%,24.47%,17.61%,37.76%
45,Effective Tax Rate,11.15%,13.83%,17.82%,-,39.43%,13.15%,13.73%,-,-,-,17.34%,19.82%,3.31%,11.49%,13.86%,13.26%,10.22%,9.73%,11.30%
46,Revenue as Reported,120.9,389.77,142.45,79.6,101.5,276.17,195.81,246.99,172.77,261.34,157.88,298.91,101.59,200.38,111.89,288.02,124.31,132.69,35.52
