,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,99.41,83.72,134.74,81.6,83.03,79.64,111.65,62.95,53.93,43.6,54.09,19.72,71.58,44.45,39.11,21.11,-,-,-
10,Total Current Assets,1439,1450,1651,1781,1682,1679,1650,1625,1627,1430,1243,1156,1300,1178,1134,1182,-,-,-
11,"Property, Plant & Equipment",397.32,373.77,358.44,338.69,263.09,243.79,192.91,189.37,162.24,118.42,115.25,106.2,139.33,140.43,136.18,130.24,-,-,-
12,Long-Term Investments,51.7,101.29,93.52,93.16,39.51,40.19,37.69,39.38,36.57,37.74,37.54,38.96,40.26,40.76,0.85,0.85,-,-,-
13,Goodwill,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,13.12,-,-,-,-,-,-,-,-,-,-
14,Other Intangible Assets,258.93,262.39,265.76,269.06,293.66,295.94,299.6,302.99,326.75,329.15,332.24,331.46,297.19,297.74,300.61,303.88,-,-,-
15,Long-Term Accounts Receivable,-,66.14,-,67.06,-,19.44,-,7.48,-,9.34,-,9.43,1.13,15.7,10.05,12.37,-,-,-
16,Long-Term Deferred Tax Assets,50.87,51.23,49.04,49.55,40.22,40.6,40.6,40.24,24.13,15.42,12.04,12.36,11.88,11.6,11.36,10.79,-,-,-
17,Long-Term Deferred Charges,3.3,125.64,2.95,97.28,3.46,9.12,4.11,154.69,4.23,100.55,2.21,93.74,2.7,7.62,7.92,8.22,-,-,-
18,Other Long-Term Assets,240.8,74.05,228.8,100.97,306.61,217.5,236.44,151.02,312.69,205.52,351.15,244.69,19.6,0.44,0.44,0.44,-,-,-
19,Total Assets,2445,2508,2653,2800,2631,2548,2464,2513,2507,2246,2094,1993,1812,1693,1602,1649,-,-,-
20,Accounts Payable,407.4,411.54,422.09,479.03,471.43,434.85,416.65,497.91,479.5,415.55,299.01,331.95,334.54,328.97,286.96,345.39,-,-,-
21,Accrued Expenses,7.2,59.56,12.65,68.91,6.27,49.54,11.99,72.19,4.93,34.75,2.92,10.68,4.63,5.57,4.89,7.24,-,-,-
22,Short-Term Debt,21.74,9.71,11.01,11.01,11,11,9.5,9.5,10,-,-,-,-,-,-,-,-,-,-
23,Current Portion of Long-Term Debt,-,0.03,-,100.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Current Income Taxes Payable,61.64,24.34,69.14,7.31,52.86,9.1,59.98,13.58,38.73,3.44,23.72,14.43,3.09,6.96,10.84,14.1,-,-,-
25,Current Unearned Revenue,309.36,252.03,406.08,415.28,410.09,374.88,339.13,337.94,242.48,146.18,99.93,96.69,63.18,96.78,89.47,102.52,-,-,-
26,Other Current Liabilities,5.33,24.46,27.47,38.49,42.74,49.31,33.78,33.73,110.37,82.24,73.47,71.73,10.51,37.27,38.86,39.58,-,-,-
27,Total Current Liabilities,812.66,781.68,948.44,1120,994.4,928.69,871.03,964.85,886.01,682.16,499.06,525.47,415.95,475.56,431.03,508.84,-,-,-
28,Long-Term Debt,-,75,100,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,3.5,3.53,3.55,3.58,3.6,3.63,3.65,3.68,3.7,3.72,3.75,3.77,3.8,3.82,3.85,3.87,-,-,-
30,Long-Term Deferred Tax Liabilities,1.09,1,1.43,1.28,1.66,1.58,0.74,1.84,0.23,0.56,0.22,0.22,0.35,0.1,0.32,-,-,-,-
31,Other Long-Term Liabilities,10.8,10.39,9.84,9.29,21,20.82,20.29,19.82,9.82,9.37,8.93,8.48,6.98,6.58,6.16,3.75,-,-,-
32,Total Liabilities,828.06,871.59,1063,1234,1021,954.71,895.7,990.18,899.76,695.82,511.96,537.95,427.08,486.06,441.35,516.46,-,-,-
33,Common Stock,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,367.89,367.89,367.89,-,-,-
34,Additional Paid-In Capital,512.18,512.18,512.18,512.18,512.18,512.18,512.18,512.18,512.18,512.18,512.18,512.18,512.18,406.1,405.86,405.63,-,-,-
35,Retained Earnings,583.54,605.43,557.2,531.35,554.46,537.82,515.14,468.2,553.83,514.57,554.16,517,446.83,414.77,369.6,342.58,-,-,-
36,Total Common Equity,1504,1526,1478,1452,1475,1459,1436,1389,1475,1436,1475,1438,1368,1189,1143,1116,-,-,1007
37,Minority Interest,112.3,109.94,111.41,113.66,135.34,134.66,132.66,133.64,132.28,114.91,106.64,16.98,17.51,17.83,16.84,15.99,-,-,-
38,Shareholders' Equity,1617,1636,1590,1566,1611,1593,1569,1523,1607,1550,1582,1455,1385,1207,1160,1132,-,-,1018
39,Total Liabilities & Equity,2445,2508,2653,2800,2631,2548,2464,2513,2507,2246,2094,1993,1812,1693,1602,1649,-,-,-
40,Total Debt,21.74,84.74,111.01,211.04,11,11,9.5,9.5,10,-,-,-,-,-,-,-,-,-,-
41,Net Cash (Debt),375.64,303.65,395.94,451.51,419.18,454.61,417.52,543.26,512.46,498.47,612.41,530.79,490.54,441.31,482.83,629.19,-,-,549.48
42,Net Cash Growth,-10.39%,-33.21%,-5.17%,-16.89%,-18.20%,-8.80%,-31.82%,2.35%,4.47%,12.95%,26.84%,-15.64%,-,-,-12.13%,-,-,-,-
43,Net Cash Per Share,0.92,0.74,0.97,1.03,1.03,1.16,0.98,1.29,1.25,1.23,1.48,1.37,1.15,1.26,1.25,1.58,-,-,1.48
44,Filing Date Shares Outstanding,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,367.89,367.89,367.89,345.27,342.54,371.5
45,Total Common Shares Outstanding,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,408.76,367.89,367.89,367.89,345.27,342.54,371.5
46,Working Capital,626.28,668.75,702.9,661.38,687.49,749.89,779.11,659.98,741.07,747.93,744.22,630.56,884.33,702.79,703.12,672.92,-,-,-
47,Book Value Per Share,3.68,3.73,3.62,3.55,3.61,3.57,3.51,3.40,3.61,3.51,3.61,3.52,3.35,3.23,3.11,3.03,-,-,2.74
48,Tangible Book Value,1243,1261,1209,1180,1179,1160,1134,1083,1135,1106,1143,1106,1071,891.01,842.74,812.21,-,-,689.15
49,Tangible Book Value Per Share,3.04,3.08,2.96,2.89,2.88,2.84,2.77,2.65,2.78,2.71,2.80,2.71,2.62,2.42,2.29,2.21,-,-,1.87
50,Buildings,-,233.12,-,224.35,-,128.99,-,95.65,-,83.23,-,75.03,-,75.03,75.03,75.03,-,-,-
51,Machinery,-,121.72,-,110.8,-,41.29,-,41.03,-,24.23,-,23.2,-,21.9,21.63,21.38,-,-,-
52,Construction In Progress,-,79.78,-,52.55,-,119.23,-,95.34,-,43.55,-,38.07,-,70.86,65.89,58.9,-,-,-
