,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
36,Total Liabilities & Equity,-,1518,1541,1603,1657,1733,1769,1781,1808,1954,809.51,-,570.22,-,449.49,-
37,Total Debt,0.28,0.28,1.79,0.77,3.1,1.34,4.56,2.64,0.66,141.39,226.02,6.72,6.72,-,7.65,10
38,Net Cash (Debt),785.42,785.42,789.47,688.03,885.96,960.01,997.04,1019,1064,1125,-41.79,315.37,315.37,-,269.04,149.18
39,Net Cash Growth,-11.35%,-18.19%,-20.82%,-32.50%,-16.72%,-14.68%,-,223.21%,237.35%,-,-,111.40%,-,-,-,-
40,Net Cash Per Share,9.38,9.60,9.56,8.33,10.81,11.72,11.68,12.55,12.98,16.56,-0.68,5.09,5.04,-,4.43,2.51
41,Filing Date Shares Outstanding,82.64,82.64,82.64,82.64,82.64,82.64,82.64,82.64,82.64,82.64,61.98,61.91,61.98,61.46,61.98,59.44
42,Total Common Shares Outstanding,82.64,82.64,82.64,82.64,82.64,82.64,82.64,82.64,82.64,82.64,61.98,61.91,61.98,61.46,61.98,59.44
43,Working Capital,-,1177,1193,1223,1233,1275,1308,1323,1331,1659,444.03,-,387.73,-,305.01,-
44,Book Value Per Share,17.33,17.33,17.65,18.11,18.50,19.54,20.06,20.35,20.47,20.74,8.08,7.23,7.23,-,5.66,3.86
45,Tangible Book Value,1410,1410,1434,1470,1499,1582,1622,1646,1653,1681,466.68,410.3,410.3,-,322.94,196.29
46,Tangible Book Value Per Share,17.06,17.06,17.36,17.79,18.14,19.14,19.63,19.91,20.00,20.35,7.53,6.62,6.62,-,5.21,3.69
47,Buildings,-,-,9.03,-,9.03,-,9.03,-,9.03,-,9.03,-,9.03,-,9.03,-
48,Machinery,-,-,27.52,-,25.85,-,23.78,-,21.81,-,20.34,-,17.84,-,11.41,-
49,Construction In Progress,-,-,5.57,-,-,-,-,-,-,-,-,-,-,-,-,-
