,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
29,Long-Term Unearned Revenue,37.07,37.54,37.91,39.05,42.94,37.14,37.9,39.11,36.97,37.88,37.62,40.85,39.25,39.66,40.67,41.74,-,-,-
30,Long-Term Deferred Tax Liabilities,295.31,302.84,306.25,305.36,294.64,289.39,299.32,294.29,175.62,183.9,179.15,185.16,153.63,145.64,144.65,143.19,-,-,-
31,Other Long-Term Liabilities,9.4,9.4,9.22,9.76,9.76,8.5,8.5,8.51,9.01,7.46,7.46,7.47,6.45,6.45,6.46,4.88,-,-,-
32,Total Liabilities,11141,12449,12837,12994,13431,11101,11685,13035,12303,13375,11734,10404,8639,8654,8504,7594,-,-,-
33,Common Stock,521.55,521.55,521.55,522.52,522.52,522.52,522.52,502.12,502.67,502.67,502.65,487.99,487.99,487.99,487.99,487.99,-,-,-
34,Additional Paid-In Capital,825.2,822.2,821.19,824.24,821.69,788.15,825.04,611.62,596.54,589.46,580.81,513.85,496.23,496.46,498.25,497.8,-,-,-
35,Retained Earnings,3053,2998,3104,3045,2902,2840,2910,2819,2624,2481,2505,2358,2097,1917,1875,1795,-,-,-
36,Treasury Stock,-32.99,-12.87,-30.02,-35.22,-35.19,-34.76,-60.42,-60.42,-63.45,-63.45,-67.21,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,142.12,167.65,183.99,199.94,172.49,223.89,203.41,239.29,225.41,236.97,223.81,237.39,228.68,195.69,189.46,178.84,-,-,-
38,Total Common Equity,4509,4497,4600,4556,4384,4340,4401,4112,3886,3747,3745,3597,3310,3097,3051,2959,-,-,2636
39,Minority Interest,2515,2567,2814,2763,2501,2453,2553,2457,2334,2183,2464,2325,1998,1914,2093,2026,-,-,-
40,Shareholders' Equity,7024,7064,7414,7320,6885,6792,6954,6569,6219,5930,6209,5922,5307,5011,5143,4985,-,-,4403
41,Total Liabilities & Equity,18165,19513,20251,20313,20316,17894,18639,19604,18523,19305,17944,16326,13946,13664,13648,12579,-,-,-
42,Total Debt,2274,3295,3571,2887,3152,3530,2962,3036,3103,3364,2825,2571,1999,2127,1975,1353,-,-,1870
43,Net Cash (Debt),2342,2018,2382,2982,3085,2441,2874,2752,2885,1956,3182,1891,1308,1476,1564,1891,-,-,576.92
44,Net Cash Growth,-24.07%,-17.32%,-17.10%,8.38%,6.93%,24.76%,-9.68%,45.51%,120.53%,32.53%,103.42%,0.03%,-,-,171.11%,-,-,-,-
45,Net Cash Per Share,4.69,3.78,4.59,5.62,5.99,4.82,5.68,5.27,5.67,3.88,6.38,3.74,2.50,3.12,3.11,3.71,-,-,1.22
46,Filing Date Shares Outstanding,521.55,521.55,519.27,522.52,522.52,522.52,522.52,492.51,472.51,502.67,502.65,487.99,486.5,487.99,502.23,487.99,473.15,524.6,471.23
47,Total Common Shares Outstanding,521.55,521.55,519.27,522.52,522.52,522.52,522.52,492.51,472.51,502.67,502.65,487.99,486.5,487.99,502.23,487.99,473.15,524.6,471.23
48,Working Capital,3421,3423,3771,3694,3375,3313,3472,3280,3106,2801,3199,2919,2549,2465,2664,2482,-,-,-
49,Book Value Per Share,8.65,8.62,8.86,8.72,8.39,8.31,8.42,8.35,7.86,7.45,7.45,7.37,6.80,6.35,6.07,6.06,-,-,10.21
50,Tangible Book Value,3547,3532,3635,3619,3432,3409,3467,3174,3082,2936,2933,2782,2484,2286,2238,2164,-,-,1825
51,Tangible Book Value Per Share,6.80,6.77,7.00,6.93,6.57,6.52,6.63,6.44,6.23,5.84,5.83,5.70,5.11,4.69,4.46,4.44,-,-,7.07
52,Buildings,-,1153,-,1001,-,975.98,-,996.01,-,979.21,-,961.95,-,965.68,-,963.94,-,-,-
53,Machinery,-,870.79,-,835.41,-,782.1,-,775.02,-,721.43,-,717.77,-,696.66,-,668.59,-,-,-
54,Construction In Progress,-,133.49,-,268.16,-,150.43,-,134.49,-,123.68,-,110.91,-,82.6,-,53.43,-,-,-
