,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,P/FCF Ratio,-,-,-,35.34,-,109.82,-,100.21,-,2235.15,-147.31,-,-,-72.08,-,-,-,-,-,-,-
10,P/OCF Ratio,-,-,19.62,14.46,-,20.89,22.74,27.27,27.78,28.60,32.75,36.40,42.93,81.74,26.32,37.47,-,-,-,-,-
11,EV/Sales Ratio,4.24,3.55,3.75,3.74,4.41,5.27,4.54,5.13,5.80,5.86,5.75,5.42,5.05,7.71,6.83,11.15,6.13,-,-,-,-
12,EV/EBITDA Ratio,-,-162.86,-42.88,-,-,-,18.18,24.25,22.70,23.22,18.67,17.39,17.62,25.32,25.78,42.30,20.58,-,-,-,-
13,EV/EBIT Ratio,-,-,-27.45,-,-,-,21.39,29.07,26.07,26.83,20.96,19.79,-,29.35,30.98,51.11,24.30,-,-,-,-
14,EV/FCF Ratio,-,-,-,40.53,-,112.23,-,99.36,-,2127.05,-140.09,-,-,-66.58,-,-,-,-,-,-,-
15,Debt / Equity Ratio,0.31,0.31,0.31,0.30,0.30,0.34,0.31,0.23,0.26,0.23,0.12,0.15,0.09,0.09,0.11,0.11,0.15,0.29,-,0.28,0.14
16,Debt / EBITDA Ratio,-,26.89,10.44,-,-,-,1.27,2.97,8.38,1.19,0.61,0.77,6.86,0.28,0.81,1.04,3.25,0.74,-,1.04,-
17,Debt / FCF Ratio,-,-,-,7.44,-,15.85,-,7.42,-,149.98,-5.05,-,-,-1.70,-,-,-,2.40,-,-13.12,-
18,Asset Turnover,-,0.24,0.25,0.16,0.28,0.29,0.32,0.14,0.50,0.40,0.39,0.15,0.67,0.30,0.35,0.17,-,-,-,-,
19,Inventory Turnover,-,-,2.10,1.89,1.42,2.24,2.00,2.46,1.42,4.51,2.44,2.47,0.93,4.06,1.63,2.18,0.93,-,-,-,-
20,Quick Ratio,-,-,0.76,0.94,0.69,1.02,1.07,1.13,1.32,1.52,1.18,1.17,1.39,1.83,2.29,2.27,2.24,1.29,-,1.27,-
21,Current Ratio,-,-,1.41,1.33,1.37,1.35,1.49,1.53,1.68,1.86,1.58,1.59,1.82,2.16,2.82,2.74,2.64,1.63,-,1.64,-
22,Return on Equity (ROE),4.93%,-5.25%,-2.69%,-7.71%,-7.99%,8.19%,12.63%,1.13%,19.61%,15.09%,15.49%,-0.43%,31.10%,10.97%,5.98%,2.78%,-,-,18.68%,-,
23,Return on Assets (ROA),-,0.36%,-1.75%,-2.48%,-3.91%,8.28%,1.81%,0.43%,6.11%,6.78%,6.87%,-0.30%,14.46%,4.90%,3.36%,1.29%,-,-,-,-,
24,Return on Capital (ROIC),-0.39%,0.48%,-2.35%,-3.32%,-5.25%,11.26%,2.48%,0.58%,8.79%,10.00%,9.51%,-0.39%,18.46%,6.22%,4.26%,1.67%,-,-,11.89%,-,
25,Return on Capital Employed (ROCE),-,-,-5.34%,-,-,-,10.36%,9.53%,11.52%,10.84%,15.24%,14.31%,-,12.52%,9.89%,9.71%,10.74%,14.25%,-,3.71%,-
26,Earnings Yield,-1.71%,-2.09%,-3.60%,-1.53%,0.82%,1.57%,4.36%,4.06%,3.55%,3.47%,3.99%,4.29%,4.00%,2.94%,3.03%,1.82%,4.10%,-,-,-,-
27,FCF Yield,-,2.34%,2.83%,1.70%,0.91%,0.43%,1.00%,0.47%,0.04%,-0.68%,-2.00%,-2.40%,-1.39%,0.86%,0.75%,2.64%,-,-,-,-,
28,Dividend Yield,0.88%,-,-,-,-,0.61%,-,-,-,1.35%,-,-,-,1.24%,-,-,-,-,-,-,-
29,Payout Ratio,0.00%,-,-,-,-,-,6.03%,156.86%,1.01%,1.23%,9.87%,122.76%,-,11.30%,-,177.70%,13.49%,2.29%,11.00%,146.47%,-
30,Buyback Yield / Dilution,-1.02%,-7.67%,3.84%,-12.04%,8.75%,3.52%,-3.26%,43.54%,-116.37%,0.56%,4.43%,-56.26%,33.32%,-36.99%,-34.59%,-27.18%,-2.45%,-,-,-,-
31,Total Shareholder Return,-0.15%,-7.67%,3.84%,-12.04%,8.75%,4.13%,-3.26%,43.54%,-116.37%,1.90%,4.43%,-56.26%,33.32%,-35.75%,-34.59%,-27.18%,-2.45%,-,-,-,-
