,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
20,Accounts Payable,-,148.06,166.87,171.78,176.63,180.42,194.73,176.06,169.45,218.55,161.13,156.79,139.54,102.22,115.41,107.77,117.92,-,60.53,-
21,Accrued Expenses,-,19.19,16.61,8.32,21.02,14.77,13.04,8.05,30.94,14.82,20.09,6.98,27.5,12.61,12.18,7.72,19.64,-,11.82,-
22,Short-Term Debt,-,169.71,189.77,185.01,180.62,160.25,80,113.21,92.97,48.52,69.09,23.82,24.27,25.3,25.86,59.93,81.04,-,85.83,-
23,Current Portion of Long-Term Debt,-,9.29,10.01,12.41,47.5,22.94,35,-,-,-,50.05,50.05,50.06,-,0.05,0.06,0.06,-,-,-
24,Current Portion of Leases,-,-,2.06,-,3.39,-,-,0.64,2.2,-,-,-,-,-,-,-,-,-,-,-
25,Current Income Taxes Payable,-,4.84,2.27,5.58,3.81,7.86,5.1,3.98,11.37,17.39,7.58,5.04,8.34,4.48,2.05,3.2,7.41,-,0.87,-
26,Current Unearned Revenue,-,121.23,149.16,142.33,138.05,131.85,126.99,134.78,122.96,162.69,147.47,104.45,51.36,69.34,63.37,61.78,39.48,-,44.15,-
27,Other Current Liabilities,-,19.72,16.6,4.15,18.96,21.56,26.31,31.83,21.72,69.72,36.07,36.67,21.64,21.12,22.25,32.82,14.99,-,15.05,-
28,Total Current Liabilities,-,492.03,553.35,529.58,589.99,539.64,481.17,468.56,451.61,531.69,491.47,383.81,322.71,235.07,241.16,273.29,280.53,-,218.24,-
29,Long-Term Debt,-,57.01,29.99,35,35,65.04,65.05,100,100,50.04,-,-,-,50.03,50,50,50,-,27.4,-
30,Long-Term Leases,-,1.71,4.36,5.44,4.29,8.01,1.53,3.4,1.98,1.89,2.04,2.18,2.2,3.47,3.8,3.96,-,-,-,-
31,Long-Term Deferred Tax Liabilities,-,0.09,0.09,0.07,0.07,-,-,-,0.52,0.05,0.11,0.16,0.21,0.27,0.32,0.37,0.43,-,0.53,-
32,Other Long-Term Liabilities,-,11.69,12.06,11.54,11.06,8.28,8.96,10.88,10.19,9.44,7.86,7.61,7.43,6.59,6.3,5.86,5.51,-,4.14,-
33,Total Liabilities,-,562.51,599.85,581.63,640.41,620.98,556.71,582.84,564.3,593.12,501.47,393.76,332.55,295.41,301.58,333.48,336.47,-,250.32,-
34,Common Stock,-,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,57.9,-,57.9,-
35,Additional Paid-In Capital,-,441.57,441.57,441.57,441.57,438.95,438.95,438.95,438.95,439.47,439.47,440.43,440.43,440.43,440.43,440.43,185.36,-,185.36,-
36,Retained Earnings,-,299.76,321.83,326.71,340.68,356.55,339.36,351.84,348.89,308.26,278.29,285.88,285.49,228.36,207.59,218.96,213.06,-,154.71,-
37,Treasury Stock,-,-68.22,-61.83,-61.83,-61.83,-61.83,-61.83,-55.17,-27.29,-25.45,-2.6,-,-,-,-,-,-,-,-,-
38,Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.15,-0.79,-,-1.12,-
39,Total Common Equity,750.32,750.32,778.77,783.65,797.62,810.86,793.68,812.81,837.74,799.48,792.37,803.51,803.13,745.99,725.22,735.44,455.53,-,396.85,412.63
40,Minority Interest,-,7.27,4.66,5.4,6.46,7.72,8.31,10.82,10.88,11.19,11.43,7.29,4.01,-0.42,0.45,2.22,3.96,-,2.28,-
41,Shareholders' Equity,757.59,757.59,783.43,789.05,804.07,818.58,801.99,823.63,848.62,810.66,803.8,810.8,807.14,745.57,725.67,737.66,459.49,-,399.13,417.67
42,Total Liabilities & Equity,-,1320,1383,1371,1444,1440,1359,1406,1413,1404,1305,1205,1140,1041,1027,1071,795.96,-,649.45,-
43,Total Debt,237.71,237.71,236.19,237.87,270.8,256.25,181.58,217.25,197.15,100.45,121.18,76.05,76.53,78.8,79.72,113.95,131.1,-,113.23,57.22
44,Net Cash (Debt),-149.38,-149.38,-4.44,-159.33,-3.63,-33.44,-9.55,31.41,105.84,153.3,154.86,200.43,244.68,247.22,267.24,319.86,41.37,-,-19.2,13.24
45,Net Cash Growth,-,-,-,-,-,-,-,-84.33%,-56.74%,-37.99%,-42.05%,-37.34%,491.40%,-,-,2316.26%,-,-,-,-
46,Net Cash Per Share,-1.87,-1.98,-0.06,-2.05,-0.05,-0.43,-0.15,0.37,1.38,2.02,1.34,5.10,3.17,3.11,3.61,5.43,0.73,-,-0.33,0.23
47,Filing Date Shares Outstanding,79.77,74.95,75.47,75.47,75.47,75.47,75.47,75.64,76.41,75.98,77.1,77.2,77.2,77.2,77.2,77.2,57.9,59.07,57.9,57.54
48,Total Common Shares Outstanding,74.95,74.95,75.47,75.47,75.47,75.47,75.47,75.64,76.41,75.98,77.1,77.2,77.2,77.2,77.2,77.2,57.9,59.07,57.9,57.54
49,Working Capital,-,203.16,182.07,194,209.44,263.31,254.45,320.81,388.23,306.2,292.23,313.55,373.13,427.38,418.42,447.92,176.02,-,140.07,-
50,Book Value Per Share,10.01,10.01,10.32,10.38,10.57,10.74,10.52,10.75,10.96,10.52,10.28,10.41,10.40,9.66,9.39,9.53,7.87,-,6.85,7.13
51,Tangible Book Value,735.25,735.25,761.42,766.59,780.66,790.69,773.36,792.36,817.54,779.45,771.84,782.38,781.16,724.3,702.79,712.27,431.62,-,371.46,385.78
52,Tangible Book Value Per Share,9.81,9.81,10.09,10.16,10.34,10.48,10.25,10.48,10.70,10.26,10.01,10.13,10.12,9.38,9.10,9.23,7.45,-,6.42,6.66
53,Buildings,-,-,441.96,-,97.66,-,95.36,-,95.36,-,94.3,-,97.11,-,100.92,-,100.92,-,103.89,-
54,Machinery,-,-,65.05,-,63.8,-,60.48,-,70.32,-,62.49,-,61.11,-,59.78,-,59.35,-,57.92,-
55,Construction In Progress,-,-,7.57,-,332.99,-,293.46,-,275.01,-,251.4,-,201.85,-,134.92,-,100.88,-,45.95,-
