,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Income Tax Expense,15.08,9.53,9.06,7.78,13.33,10.83,8.54,8.92,7.73,7.36,8.49,7.06,7.77,4.3,6.12,2.01,1.73,-1.49,7.16,7.16
22,Net Income,95.92,82.84,75.19,69.55,81.73,83.78,80.41,71.73,72.6,73.1,63.65,52.88,53.7,45.82,50.75,18.28,18.04,31.25,27.35,27.35
23,Net Income to Common,95.92,82.84,75.19,69.55,81.73,83.78,80.41,71.73,72.6,73.1,63.65,52.88,53.7,45.82,50.75,18.28,18.04,31.25,27.35,27.35
24,Net Income Growth,17.36%,-1.12%,-6.50%,-3.03%,12.58%,14.60%,26.34%,35.63%,35.21%,59.53%,25.42%,189.32%,197.65%,46.63%,85.51%,-33.18%,-,-,-,-
25,Shares Outstanding (Basic),327,327,327,327,330,327,327,327,331,327,327,327,320,243,245,245,254,239,249,249
26,Shares Outstanding (Diluted),327,327,327,327,330,327,327,327,331,327,327,327,320,243,245,245,254,239,249,249
27,Shares Change (YoY),-0.84%,0.01%,-0.04%,0.02%,-0.38%,-0.01%,0.01%,-0.01%,3.38%,34.41%,33.35%,33.31%,26.27%,1.49%,-1.47%,-1.47%,-,-,-,-
28,EPS (Basic),0.29,0.25,0.23,0.21,0.25,0.26,0.25,0.22,0.22,0.22,0.19,0.16,0.17,0.19,0.21,0.07,0.07,0.13,0.11,0.11
29,EPS (Diluted),0.29,0.25,0.23,0.21,0.25,0.26,0.25,0.22,0.22,0.22,0.19,0.16,0.17,0.19,0.21,0.07,0.07,0.13,0.11,0.11
30,EPS Growth,18.36%,-1.13%,-6.46%,-3.05%,13.01%,14.61%,26.33%,35.64%,30.79%,18.69%,-5.94%,117.02%,135.72%,44.48%,88.27%,-32.18%,-,-,-,-
31,Free Cash Flow,-,15.71,-5.81,-70.18,92.78,7.2,147.03,-13.89,172.03,-116.45,70.8,-17.71,-28.14,110.76,-30.65,46.62,-45.72,57.77,12.65,12.65
32,Free Cash Flow Per Share,-,0.05,-0.02,-0.21,0.28,0.02,0.45,-0.04,0.52,-0.36,0.22,-0.05,-0.09,0.46,-0.13,0.19,-0.18,0.24,0.05,0.05
33,Dividend Per Share,-,-,-,-,0.600,-,-,-,0.400,-,-,-,0.250,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-,50.00%,-,-,-,60.00%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,-17.00%,26.02%,24.44%,25.95%,25.34%,27.59%,25.56%,26.15%,24.28%,27.13%,28.60%,27.19%,25.54%,24.64%,25.31%,22.22%,22.03%,25.02%,25.43%,25.43%
36,Operating Margin,19.87%,14.13%,11.45%,12.81%,12.76%,14.36%,12.39%,14.99%,13.03%,14.99%,15.95%,12.96%,8.10%,10.92%,12.56%,7.68%,3.58%,11.93%,12.25%,12.25%
37,Profit Margin,15.27%,12.33%,12.25%,12.68%,14.04%,13.27%,13.86%,13.59%,14.57%,14.55%,15.24%,12.38%,12.34%,9.57%,11.10%,5.35%,6.05%,9.60%,10.11%,10.11%
38,Free Cash Flow Margin,-,2.34%,-0.95%,-12.80%,15.94%,1.14%,25.35%,-2.63%,34.52%,-23.18%,16.95%,-4.15%,-6.46%,23.14%,-6.71%,13.65%,-15.34%,17.74%,4.68%,4.68%
39,EBITDA,135.19,105.2,81.67,80.6,84.6,99.1,82.32,87.56,73.38,82.61,74.18,62.69,42.59,59.27,64.69,33.25,17.68,45.77,40.06,40.06
40,EBITDA Margin,21.52%,15.66%,13.31%,14.69%,14.54%,15.70%,14.19%,16.59%,14.73%,16.44%,17.76%,14.67%,9.78%,12.38%,14.15%,9.74%,5.93%,14.06%,14.81%,14.81%
41,D&A For EBITDA,10.34,10.34,11.38,10.34,10.34,8.45,10.43,8.45,8.45,7.33,7.57,7.33,7.33,7.01,7.3,7.01,7.01,6.92,6.92,6.92
42,EBIT,124.86,94.86,70.29,70.26,74.26,90.64,71.89,79.1,64.93,75.28,66.61,55.36,35.27,52.27,57.39,26.24,10.67,38.86,33.14,33.14
43,EBIT Margin,19.87%,14.13%,11.45%,12.81%,12.76%,14.36%,12.39%,14.99%,13.03%,14.99%,15.95%,12.96%,8.10%,10.92%,12.56%,7.68%,3.58%,11.93%,12.25%,12.25%
44,Effective Tax Rate,13.59%,10.31%,10.75%,10.06%,14.03%,11.44%,9.60%,11.07%,9.62%,9.14%,11.77%,11.78%,12.65%,8.58%,10.76%,9.93%,8.73%,-,20.73%,20.73%
45,Revenue as Reported,-,671.58,613.77,548.52,581.98,631.34,580.07,527.64,498.3,502.38,417.62,427.27,435.3,478.68,457.12,341.5,298.09,325.6,270.43,270.43
