,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Other Current Assets,-,36.59,33.82,21.81,22.22,48.86,49.63,44.69,16.06,44.7,77.94,63.23,45.31,56.35,50.91,-,53.67,-,19.82,19.82
11,Total Current Assets,-,3301,3142,3247,3068,3034,2994,2958,2682,2457,2485,2251,2397,2354,1778,-,1412,-,1102,1102
12,"Property, Plant & Equipment",-,559.02,506.81,486.23,458.2,444.96,443.9,433.99,435.7,406.66,360.93,330.61,298.32,259.14,228.59,-,216.4,-,221.48,221.48
13,Long-Term Investments,-,-,-,-,-,1.11,31.2,1.21,31.35,2.14,2.27,0.87,31.12,1.18,1.21,-,1.18,-,1.38,1.38
14,Other Intangible Assets,-,84.49,85.56,86.17,86.59,63.89,61.88,61.5,61.72,62.38,63.04,63.04,61.76,61.89,62.41,-,63.54,-,64.16,64.16
15,Long-Term Deferred Tax Assets,-,21.24,19.2,21.15,20.27,17.96,17.01,15.01,16.39,20.97,21.29,21.48,22.58,21.5,18.88,-,18.39,-,17.51,17.51
16,Long-Term Deferred Charges,-,1.56,1.33,1.48,1.63,1.78,1.93,2.08,2.23,2.38,2.14,2.27,2.4,1.91,-,-,-,-,-,-
17,Other Long-Term Assets,-,25.19,22.47,26.38,17.76,41.3,13.86,48.05,20.46,55.21,44.25,51.64,19.42,30.41,20.28,-,1.27,-,0.44,0.44
18,Total Assets,-,3993,3778,3868,3653,3605,3564,3520,3250,3007,2979,2721,2832,2730,2109,-,1712,-,1407,1407
19,Accounts Payable,-,1228,600.44,1134,655.25,1079,1026,1002,421.64,814.83,405.37,839.95,464.34,941.38,448.84,-,302.65,-,511.8,511.8
20,Accrued Expenses,-,46.84,114.56,32.15,113.44,42.8,83.72,29.45,92.69,38.4,63.94,26.46,90.15,31.71,55.3,-,59.83,-,40.46,40.46
21,Short-Term Debt,-,519.29,1024,565.22,829.71,433.11,419.37,475.35,722.37,256.52,698.56,77.76,513.9,71.87,574.41,-,518.5,-,128.95,128.95
22,Current Portion of Leases,-,-,-,-,-,0.19,0.38,0.54,0.72,0.73,0.68,0.64,0.64,0.64,0.63,-,-,-,-,-
23,Current Income Taxes Payable,-,20.12,4.95,18.19,17.71,13.74,6.49,1.36,2.14,1.82,5.35,14.51,12.74,4.45,4.61,-,-,-,10.2,10.2
24,Current Unearned Revenue,-,348.73,324.87,249.56,287.91,297.92,370.97,341.62,371.1,340.94,305.47,337.64,355.03,351.33,322.89,-,240.36,-,206.02,206.02
25,Other Current Liabilities,-,156.67,121.66,158.5,113.24,187.47,187.14,148.69,189.88,174.31,197.41,111.37,136.01,125.4,115.68,-,84.69,-,52.61,52.61
26,Total Current Liabilities,-,2320,2190,2158,2017,2054,2094,1999,1801,1628,1677,1408,1573,1527,1522,-,1206,-,950.04,950.04
27,Long-Term Leases,-,-,-,-,-,-,-,-,-,0.19,0.35,0.5,0.66,0.84,1,-,-,-,-,-
28,Long-Term Unearned Revenue,-,33.25,30.58,32.44,28.04,24.86,27.18,28.01,28.25,28.14,10.39,9.98,9.98,7.56,7.27,-,7.74,-,7.66,7.66
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,14.02,7.88,7.88,7.88,7.88,-,-,-,-,-
30,Total Liabilities,-,2353,2221,2191,2045,2079,2122,2027,1829,1656,1702,1427,1591,1543,1539,-,1214,-,957.7,957.7
31,Common Stock,-,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,245,-,245,-,245,245
32,Additional Paid-In Capital,-,560.63,560.63,560.63,560.63,560.63,560.63,560.63,560.63,560.63,560.63,560.63,560.63,560.63,70,-,70,-,70,70
33,Retained Earnings,-,744.14,661.3,782.12,712.56,630.83,547.06,597.31,525.58,452.99,379.88,397.9,345.02,291.32,245.5,-,176.48,-,127.19,127.19
34,Comprehensive Income & Other,-,8.65,8.25,8.1,7.61,8.12,8.13,8.65,7.96,10.51,10.61,9.25,8.78,8.64,10.16,-,7.24,-,6.86,6.86
35,Shareholders' Equity,1640,1640,1557,1678,1607,1526,1442,1493,1421,1351,1278,1294,1241,1187,570.66,498.71,498.71,-,449.04,449.04
36,Total Liabilities & Equity,-,3993,3778,3868,3653,3605,3564,3520,3250,3007,2979,2721,2832,2730,2109,-,1712,-,1407,1407
37,Total Debt,519.29,519.29,1024,565.22,829.71,433.3,419.75,475.88,723.1,257.43,699.6,78.89,515.19,73.35,576.04,518.5,518.5,-,128.95,128.95
38,Net Cash (Debt),681.56,681.56,83.46,858.42,455.61,769.26,740.78,737.82,254.27,575.16,257.69,701.62,277.34,745.57,-340.73,-372.61,-372.61,-,-3.87,-3.87
39,Net Cash Growth,49.59%,-11.40%,-88.73%,16.34%,79.18%,33.75%,187.47%,5.16%,-8.32%,-22.86%,-,-,-,-,-,-,-,-,-,-
40,Net Cash Per Share,2.08,2.09,0.26,2.63,1.38,2.36,2.27,2.26,0.77,1.76,0.79,2.15,0.87,3.07,-1.39,-1.52,-1.47,-,-0.02,-0.02
41,Filing Date Shares Outstanding,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,245,245.03,245,239.44,248.67,248.67
42,Total Common Shares Outstanding,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,326.67,245,245.03,245,239.44,248.67,248.67
43,Working Capital,-,981.84,952.06,1089,1051,980.1,899.88,959.44,881.24,829.38,808.62,842.9,824.02,827.51,255.43,-,205.66,-,151.73,151.73
44,Book Value Per Share,5.02,5.02,4.77,5.14,4.92,4.67,4.42,4.57,4.35,4.14,3.91,3.96,3.80,3.63,2.33,2.04,2.04,-,1.81,1.81
45,Tangible Book Value,1556,1556,1471,1591,1521,1462,1381,1432,1359,1288,1215,1231,1179,1125,508.24,435.17,435.17,-,384.87,384.87
46,Tangible Book Value Per Share,4.76,4.76,4.50,4.87,4.66,4.48,4.23,4.38,4.16,3.94,3.72,3.77,3.61,3.45,2.07,1.78,1.78,-,1.55,1.55
47,Buildings,-,-,334,-,334,-,334,-,328.9,-,213.14,-,213.14,-,213.14,-,213.14,-,213.14,213.14
48,Machinery,-,-,401.52,-,343.47,-,321.08,-,292.22,-,246.87,-,231.9,-,215.11,-,204.5,-,200.33,200.33
49,Construction In Progress,-,-,71.15,-,62.63,-,53.72,-,60.18,-,138.39,-,78.65,-,14.29,-,1.86,-,-,-
