,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
29,Long-Term Leases,16.46,18.91,21.99,12.62,14.63,4.82,5.82,5.34,7.97,11.23,14.75,17.55,23.76,24.33,-,6.05,-,12.84,12.84
30,Long-Term Unearned Revenue,14.76,12.28,12.97,13.49,7.45,4.55,1.67,1.83,2,2.16,2.32,2.79,1.75,1.48,-,1.7,-,1.33,1.33
31,Long-Term Deferred Tax Liabilities,19.59,20.9,21.67,19.87,16.97,17.79,17.83,20.45,1.31,1.34,1.37,1.43,1.43,1.27,-,1.17,-,2.07,2.07
32,Total Liabilities,1494,1277,1079,1100,583.88,569.58,634.03,724.71,762.62,903.59,836.02,767.23,701.02,647.89,-,409.42,-,521.68,521.68
33,Common Stock,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,131.84,-,131.84,-,131.84,131.84
34,Additional Paid-In Capital,594.29,594.29,594.24,594.24,594.24,594.24,594.24,594.24,594.24,594.24,594.24,594.24,594.24,308.48,-,308.48,-,308.48,308.48
35,Retained Earnings,364.68,358.99,364.78,353.38,356.08,350.48,369.64,355.24,326.52,304.78,307.05,286.6,261.58,233.87,-,190.3,-,139.45,139.45
36,Comprehensive Income & Other,40.22,36.25,36.31,38.48,3.32,4.82,1.96,3.03,4.1,0.67,-2.05,-1.7,1.11,0.82,-,1.41,-,2.72,2.72
37,Total Common Equity,1175,1165,1171,1162,1129,1125,1142,1128,1101,1075,1075,1055,1033,675,632.03,632.03,-,582.48,582.48
38,Minority Interest,0.07,0.09,0.12,0.17,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,1175,1165,1171,1162,1130,1125,1142,1128,1101,1075,1075,1055,1033,675,632.03,632.03,-,582.48,582.48
40,Total Liabilities & Equity,2669,2442,2250,2262,1714,1695,1776,1853,1863,1979,1911,1822,1734,1323,-,1041,-,1104,1104
41,Total Debt,862.01,739.78,657.11,610.65,131.23,80.82,84.78,88.57,108.12,82.8,99.59,104.3,91.71,108.65,53.56,53.56,-,65.02,65.02
42,Net Cash (Debt),-543.68,21.63,-272.76,96.13,123.88,186.8,215.17,222.53,319.34,372.22,313.03,260.88,313.81,23.29,66.53,66.53,-,55.43,55.43
43,Net Cash Growth,-,-88.42%,-,-56.80%,-61.21%,-49.81%,-31.26%,-14.70%,1.76%,1498.32%,370.50%,292.11%,-,-57.99%,20.03%,-,-,-,-
44,Net Cash Per Share,-3.50,0.12,-1.44,0.52,0.82,1.04,1.18,1.23,1.91,2.00,1.84,4.20,1.22,0.17,0.51,0.49,-,0.43,0.43
45,Filing Date Shares Outstanding,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,129.74,131.84,132.58,131.84,131.84
46,Total Common Shares Outstanding,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,175.8,131.84,129.74,131.84,132.58,131.84,131.84
47,Working Capital,724.07,833.27,883.19,879.97,442.05,460.47,486.51,503.36,583.33,563.17,577.66,602.29,565.39,244.84,-,284.2,-,236.52,236.52
48,Book Value Per Share,6.68,6.63,6.66,6.61,6.42,6.40,6.49,6.42,6.26,6.12,6.12,6.00,5.87,5.12,4.79,4.79,-,4.42,4.42
49,Tangible Book Value,1155,1147,1153,1143,1111,1107,1124,1111,1082,1057,1056,1036,1014,655.7,612.98,612.98,-,563.63,563.63
50,Tangible Book Value Per Share,6.57,6.53,6.56,6.50,6.32,6.29,6.40,6.32,6.16,6.01,6.01,5.89,5.77,4.97,4.65,4.65,-,4.28,4.28
51,Buildings,-,190.22,-,192.46,-,150.44,-,104.12,-,105.07,-,101.85,-,-,-,-,-,80.55,80.55
52,Machinery,-,797.58,-,738.1,-,716.49,-,610.87,-,506.16,-,480.44,-,-,-,-,-,443.74,443.74
53,Construction In Progress,-,135.93,-,127.31,-,70.58,-,158.59,-,85.69,-,38.71,-,-,-,-,-,1.04,1.04
