,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Other Non Operating Income (Expenses),10.05,2.15,-3.02,-4.07,3.11,1.63,-1.4,-8.18,7.51,0.4,-0.93,1.97,-2.38,0.28,-0.61,3.04,-3.45,-0.15,-0.15
15,EBT Excluding Unusual Items,23.36,6.86,11.24,-20.75,17.57,8.01,18.25,-9.13,38.82,21.78,32.5,5.75,48.2,23.06,25.31,5.45,45.64,28.84,28.84
16,Gain (Loss) on Sale of Investments,-2.49,0.28,0.23,1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.86,0.06,-,0.11,-0.37,0.05,-0.97,-1.41,-0.31,-0.73,-0.59,-0.05,-0.57,0.02,-0.04,-0.13,-,-0.02,-0.02
18,Asset Writedown,-11.09,4.68,-4.68,10.59,-11.49,1.27,-1.27,14.37,-14.37,9.43,-9.43,16.83,-16.89,4.84,-4.84,11.53,-11.53,-,-
19,Other Unusual Items,-5.47,0.86,4.28,0.42,-,-,-,11.72,0.65,-0.65,-,5.02,-0.81,0.81,-,7.75,-0.75,0.37,0.37
20,Pretax Income,3.44,12.73,11.07,-8.61,5.7,9.33,16,15.55,24.79,29.84,22.48,27.54,29.93,28.72,20.43,24.6,33.03,29.37,29.37
21,Income Tax Expense,-2.23,-1.31,-0.28,-5.65,0.13,0.36,1.44,-14.99,3.04,3.98,2.04,2.51,2.22,3.32,2.27,2.88,3.89,3.32,3.32
22,Earnings From Continuing Operations,5.68,14.05,11.35,-2.96,5.57,8.97,14.57,30.54,21.74,25.86,20.44,25.02,27.71,25.4,18.16,21.72,29.14,26.05,26.05
23,Minority Interest in Earnings,0.01,0.03,0.05,0.1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,5.69,14.08,11.4,-2.86,5.59,8.97,14.57,30.54,21.74,25.86,20.44,25.02,27.71,25.4,18.16,21.72,29.14,26.05,26.05
25,Net Income to Common,5.69,14.08,11.4,-2.86,5.59,8.97,14.57,30.54,21.74,25.86,20.44,25.02,27.71,25.4,18.16,21.72,29.14,26.05,26.05
26,Net Income Growth,1.72%,56.98%,-21.73%,-,-74.28%,-65.32%,-28.74%,22.03%,-21.52%,1.79%,12.55%,15.24%,-4.91%,-2.49%,-30.28%,-,-,-,-
27,Shares Outstanding (Basic),155,174,190,186,152,180,182,181,167,186,170,62,257,134,130,135,133,130,130
28,Shares Outstanding (Diluted),155,174,190,186,152,180,182,181,167,186,170,62,257,134,130,135,133,130,130
29,Shares Change (YoY),2.33%,-3.34%,4.36%,3.18%,-9.16%,-3.13%,6.89%,191.00%,-35.04%,38.35%,31.30%,-53.95%,94.20%,3.11%,-0.40%,-,-,-,-
30,EPS (Basic),0.04,0.08,0.06,-0.02,0.04,0.05,0.08,0.17,0.13,0.14,0.12,0.40,0.11,0.19,0.14,0.16,0.22,0.20,0.20
31,EPS (Diluted),0.04,0.08,0.06,-0.02,0.04,0.05,0.08,0.17,0.13,0.14,0.12,0.40,0.11,0.19,0.14,0.16,0.22,0.20,0.20
32,EPS Growth,-0.60%,62.41%,-25.00%,-,-71.69%,-64.20%,-33.33%,-58.06%,20.81%,-26.42%,-14.29%,150.25%,-51.04%,-5.43%,-30.00%,-,-,-,-
33,Free Cash Flow,-97.62,7.35,-51.02,-80.11,-18.53,-37.79,-1.43,-83.44,-36.06,-43.29,49.42,-32.01,-46.43,-56.87,41.39,-70.94,79.37,-16.4,-16.4
34,Free Cash Flow Per Share,-0.63,0.04,-0.27,-0.43,-0.12,-0.21,-0.01,-0.46,-0.22,-0.23,0.29,-0.52,-0.18,-0.42,0.32,-0.53,0.60,-0.13,-0.13
35,Dividend Per Share,-,-,-,0.113,-,-,-,0.160,-,-,-,0.160,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-29.37%,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,13.58%,11.47%,15.03%,3.82%,16.78%,9.03%,14.82%,11.33%,14.87%,12.89%,16.22%,10.79%,20.61%,16.21%,20.10%,13.64%,24.54%,21.07%,21.07%
38,Operating Margin,3.52%,1.77%,4.85%,-5.62%,6.55%,0.14%,6.11%,-2.13%,8.11%,4.83%,8.82%,1.14%,12.29%,7.77%,9.96%,3.89%,16.80%,11.13%,11.13%
39,Profit Margin,1.50%,3.83%,3.84%,-0.92%,1.89%,2.79%,4.65%,7.70%,5.50%,6.97%,5.47%,5.62%,7.09%,7.55%,6.78%,8.46%,10.18%,9.66%,9.66%
40,Free Cash Flow Margin,-25.72%,2.00%,-17.19%,-25.81%,-6.25%,-11.76%,-0.46%,-21.05%,-9.12%,-11.66%,13.23%,-7.19%,-11.89%,-16.89%,15.44%,-27.65%,27.73%,-6.08%,-6.08%
41,EBITDA,29.63,24.72,30.66,-1.15,33.63,15.74,33.33,5.77,42.32,30.24,43.22,15.34,58.63,37.27,37.31,20.59,58.45,40.39,40.39
42,EBITDA Margin,7.81%,6.73%,10.33%,-0.37%,11.35%,4.90%,10.65%,1.46%,10.70%,8.15%,11.57%,3.45%,15.01%,11.07%,13.92%,8.02%,20.42%,14.98%,14.98%
43,D&A For EBITDA,16.28,18.22,16.28,16.28,14.21,15.28,14.21,14.21,10.26,12.3,10.26,10.26,10.62,11.11,10.62,10.62,10.38,10.38,10.38
44,EBIT,13.35,6.5,14.38,-17.43,19.42,0.46,19.12,-8.44,32.06,17.94,32.95,5.08,48.01,26.16,26.7,9.97,48.07,30.01,30.01
45,EBIT Margin,3.52%,1.77%,4.85%,-5.62%,6.55%,0.14%,6.11%,-2.13%,8.11%,4.83%,8.82%,1.14%,12.29%,7.77%,9.96%,3.89%,16.80%,11.13%,11.13%
46,Effective Tax Rate,-,-,-,-,2.27%,3.90%,8.97%,-,12.28%,13.34%,9.06%,9.12%,7.43%,11.55%,11.10%,11.71%,11.79%,11.29%,11.29%
47,Revenue as Reported,379.57,367.42,296.79,310.39,296.43,321.29,313.02,396.41,395.55,371.22,373.54,445.01,390.6,336.7,268.04,256.58,286.21,269.62,269.62
