,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
24,Minority Interest in Earnings,0.57,0.09,0.18,0.87,0.32,0.29,-0.24,-0.8,-0.1,-0.15,0.65,0.11,0.03,-,-,-,-,-,-
25,Net Income,-32.33,-32.82,-38.59,-119.37,-51.43,25.44,-31.16,-2.04,-30.54,20.53,-39.59,25.71,29.39,11.76,8.56,41.14,25.66,37.12,-1.26
26,Net Income to Common,-32.33,-32.82,-38.59,-119.37,-51.43,25.44,-31.16,-2.04,-30.54,20.53,-39.59,25.71,29.39,11.76,8.56,41.14,25.66,37.12,-1.26
27,Net Income Growth,-,-,-,-,-,23.89%,-,-,-,74.57%,-,-37.51%,14.50%,-68.31%,-,-,-,-,-
28,Shares Outstanding (Basic),60,60,60,60,66,54,60,61,60,59,60,61,60,59,50,45,45,48,42
29,Shares Outstanding (Diluted),60,60,60,60,66,54,60,61,60,59,60,61,60,59,50,45,45,48,42
30,Shares Change (YoY),-9.36%,9.58%,0.62%,-1.99%,9.80%,-7.80%,-0.09%,0.11%,0.94%,-0.66%,19.12%,34.00%,32.25%,24.88%,19.88%,-,-,-,-
31,EPS (Basic),-0.54,-0.55,-0.64,-2.00,-0.78,0.47,-0.52,-0.03,-0.51,0.35,-0.66,0.42,0.49,0.20,0.17,0.91,0.57,0.78,-0.03
32,EPS (Diluted),-0.54,-0.55,-0.64,-2.00,-0.78,0.47,-0.52,-0.03,-0.51,0.35,-0.66,0.42,0.49,0.20,0.17,0.91,0.57,0.78,-0.03
33,EPS Growth,-,-,-,-,-,34.37%,-,-,-,75.74%,-,-53.36%,-13.42%,-74.63%,-,-,-,-,-
34,Free Cash Flow,-22.04,6.4,-56.8,-25.63,-66.65,-21.9,-52.13,-19.69,-16.33,-21.74,-67.91,-22.39,-17.07,-24.28,-53.53,19.92,34.42,33.79,-33.6
35,Free Cash Flow Per Share,-0.37,0.11,-0.94,-0.43,-1.01,-0.40,-0.87,-0.32,-0.27,-0.37,-1.13,-0.37,-0.29,-0.41,-1.06,0.44,0.76,0.71,-0.80
36,Gross Margin,17.57%,46.40%,40.59%,-34.82%,19.28%,45.44%,20.52%,38.78%,11.71%,47.38%,4.18%,47.48%,49.89%,36.80%,38.53%,50.73%,52.98%,54.95%,27.87%
37,Operating Margin,-43.92%,-6.49%,12.91%,-131.27%,-45.53%,15.65%,-36.00%,-5.45%,-33.11%,10.57%,-61.65%,9.55%,16.49%,6.03%,8.53%,21.10%,28.14%,32.94%,-2.13%
38,Profit Margin,-41.85%,-28.46%,-24.29%,-122.15%,-60.08%,13.07%,-31.01%,-1.26%,-30.85%,14.04%,-53.84%,13.06%,18.82%,7.70%,8.08%,23.94%,23.87%,28.36%,-1.55%
39,Free Cash Flow Margin,-28.52%,5.55%,-35.75%,-26.23%,-77.85%,-11.25%,-51.88%,-12.20%,-16.50%,-14.86%,-92.35%,-11.37%,-10.93%,-15.90%,-50.51%,11.59%,32.01%,25.81%,-41.40%
40,EBITDA,-30.43,-2.95,24.01,-124.78,-35.53,34.5,-32.73,-5.35,-30.58,18.54,-43.14,21,27.83,11.14,11.12,38.34,31.81,44.82,-0.17
41,EBITDA Margin,-39.39%,-2.56%,15.11%,-127.68%,-41.50%,17.72%,-32.57%,-3.32%,-30.89%,12.67%,-58.67%,10.66%,17.82%,7.30%,10.50%,22.31%,29.58%,34.24%,-0.21%
42,D&A For EBITDA,3.5,4.53,3.5,3.5,3.45,4.04,3.45,3.45,2.19,3.08,2.19,2.19,2.08,1.94,2.08,2.08,1.55,1.7,1.55
43,EBIT,-33.93,-7.48,20.51,-128.28,-38.97,30.46,-36.18,-8.8,-32.77,15.46,-45.33,18.8,25.75,9.2,9.04,36.26,30.25,43.12,-1.73
44,EBIT Margin,-43.92%,-6.49%,12.91%,-131.27%,-45.53%,15.65%,-36.00%,-5.45%,-33.11%,10.57%,-61.65%,9.55%,16.49%,6.03%,8.53%,21.09%,28.14%,32.94%,-2.13%
45,Effective Tax Rate,-,-,-,-,-,16.90%,-,-,-,-,-,14.07%,6.50%,14.06%,24.58%,6.55%,17.09%,14.25%,-
46,Revenue as Reported,77.26,115.33,158.89,97.73,85.61,194.67,100.49,161.34,98.99,146.27,73.53,196.89,156.15,152.73,105.98,171.87,107.53,130.89,81.16
