,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Long-Term Unearned Revenue,0.1,0.1,0.11,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,Long-Term Deferred Tax Liabilities,5.34,6.34,6.64,4.65,0.42,0.09,0.06,4.28,-,-,0.19,0.19,-,-,-,-,-,-,-
30,Other Long-Term Liabilities,1.15,1.59,1.68,1.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,518.62,511.44,462.48,575.88,521.74,345.49,330.92,332.57,295.78,288.3,234.8,261.43,252.17,246.83,287.03,260.14,-,211.54,-
32,Common Stock,60.51,60.51,60.51,60,60,60,60,60,60,60,60,60,60,60,60,45,-,45,-
33,Additional Paid-In Capital,739.44,737.46,734.15,724.25,723.74,723.75,723.63,723.83,724.51,724.51,724.51,724.51,724.51,724.51,724.79,25.18,-,25.18,-
34,Retained Earnings,82.83,115.16,147.98,186.57,305.77,357.2,331.73,363.1,365.01,395.55,373.62,414.61,388.9,359.51,347.75,339.19,-,272.38,-
35,Treasury Stock,-10.41,-10.41,-10.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,1.7,2.71,2.44,2.34,3.15,3.55,0.53,-0.18,0.03,0.01,-0.02,-0.02,-0,-0.02,-0.01,-0,-,-0.02,-
37,Total Common Equity,874.07,905.43,934.67,973.16,1093,1145,1116,1147,1150,1180,1158,1199,1173,1144,1133,409.37,-,342.54,306.67
38,Minority Interest,8.6,9.16,8.48,8.66,11.59,3.73,3.78,3.31,1.83,1.72,1.58,0.74,-0.03,-,-,-,-,-,-
39,Shareholders' Equity,882.67,914.6,943.15,981.82,1104,1148,1120,1150,1151,1182,1160,1200,1173,1144,1133,409.37,-,342.54,306.67
40,Total Liabilities & Equity,1401,1426,1406,1558,1626,1494,1451,1483,1447,1470,1394,1461,1426,1391,1420,669.51,-,554.08,-
41,Total Debt,208.09,205.62,168.28,205.54,163.39,30.48,33.16,28.04,32.12,38.67,40.56,41.33,42.16,45.35,51.97,19.74,-,24.96,12.72
42,Net Cash (Debt),301.55,330.74,352.35,467.67,502.26,568.36,597.29,657.82,669.48,688.35,717.59,778.67,845.97,867.95,913.39,283.85,-,226.85,237.63
43,Net Cash Growth,-39.96%,-41.81%,-41.01%,-28.91%,-24.98%,-17.43%,-16.76%,-15.52%,-20.86%,-20.69%,-21.44%,174.33%,-,282.61%,284.38%,-,-,-,-
44,Net Cash Per Share,5.04,5.54,5.84,7.84,7.60,10.43,9.97,10.80,11.13,11.65,11.96,12.80,14.19,14.59,18.14,6.25,-,4.76,5.66
45,Filing Date Shares Outstanding,60.51,59.72,60.3,60,60,60,60,60,60,60,60,60,60,60,60,45,45.07,45,42
46,Total Common Shares Outstanding,60.51,59.72,60.3,60,60,60,60,60,60,60,60,60,60,60,60,45,45.07,45,42
47,Working Capital,537.43,573.21,608.75,634.73,782.68,845.95,825.38,859.79,867.73,895.02,909.41,949.24,994.68,987.77,1010,299.89,-,261,-
48,Book Value Per Share,14.45,15.16,15.50,16.22,18.21,19.07,18.60,19.11,19.16,19.67,19.30,19.99,19.56,19.07,18.88,9.10,-,7.61,6.81
49,Tangible Book Value,832.54,863.23,892.8,930.53,1043,1123,1094,1124,1141,1176,1155,1197,1171,1143,1131,408.47,-,341.52,305.23
50,Tangible Book Value Per Share,13.76,14.46,14.81,15.51,17.38,18.72,18.23,18.74,19.02,19.60,19.25,19.95,19.51,19.05,18.86,9.08,-,7.59,6.78
51,Buildings,-,44.98,-,53.12,-,74.59,-,105.56,-,86.03,-,86.03,-,85.26,-,34.62,-,34.62,-
52,Machinery,-,57.51,-,57.68,-,37.95,-,36.73,-,33.97,-,24.79,-,22.49,-,20.42,-,18.38,-
53,Construction In Progress,-,14.32,-,26.86,-,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-
