,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,15.14,7.36,2.02,-5.91,0.33,14.4,2.19,19.37,33.65,42.77,20.9,24.33,27.3,30.22,32.59,29.87,29.87,18.38,18.38
11,Interest Expense,-0,-,-,-0.19,-,-0.01,-0.01,-,-,-,-0.01,-,-0.01,-0.37,-,-0.35,-0.35,-0.6,-0.6
12,Interest & Investment Income,6.32,7.39,6.86,8.31,7.99,8.84,10.76,6.32,4.75,1.81,0.97,2.42,1.75,3.71,-,1.28,1.28,0.57,0.57
13,Currency Exchange Gain (Loss),-0.68,0.68,-,1.12,-1.11,1.11,-,5.94,-2.7,2.7,-,-1.42,0.67,-0.67,-,-2.99,-2.99,0.54,0.54
14,Other Non Operating Income (Expenses),3.75,2.58,1.95,-6.25,1.2,0.74,-0.84,-7.27,6.95,0.54,-0.4,-2.86,2.56,-0.4,-0,0.15,0.15,-0.16,-0.16
15,EBT Excluding Unusual Items,24.52,18.01,10.83,-2.93,8.42,25.07,12.11,24.36,42.66,47.82,21.46,22.47,32.27,32.48,32.59,27.97,27.97,18.73,18.73
16,Gain (Loss) on Sale of Assets,-0.01,0,-0,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Asset Writedown,-6.44,0,-0,0.92,-0.92,-0.08,0.07,0.67,-0.68,-0.09,0.08,-0.01,0,-0,-,-0,-0,-0,-0
18,Other Unusual Items,0.09,0.1,0.4,10.12,-0.34,0.34,-,3.66,-0.3,0.3,-,5.64,-0.5,0.5,-,0.2,0.2,1.08,1.08
19,Pretax Income,18.16,18.12,11.22,8.12,7.16,25.33,12.18,28.69,41.68,48.03,21.53,28.1,31.77,32.97,32.59,28.17,28.17,19.8,19.8
20,Income Tax Expense,1.53,0.37,0.1,-3.03,-0.09,0.77,0.15,1.63,3.5,4.8,1.2,2.65,2.59,3.11,3.9,3.44,3.44,1.86,1.86
21,Earnings From Continuing Operations,16.64,17.75,11.12,11.15,7.25,24.55,12.03,27.06,38.18,43.23,20.33,25.45,29.18,29.87,28.69,24.73,24.73,17.94,17.94
22,Minority Interest in Earnings,-0.09,-1.02,-0.35,-0.35,-0.46,-1.1,-0.49,1.16,-1.5,-1.12,-0.25,0.68,-0.67,-1.09,-,0.04,0.04,-0.62,-0.62
23,Net Income,16.54,16.73,10.77,10.79,6.79,23.45,11.54,28.22,36.68,42.11,20.08,26.12,28.51,28.77,28.69,24.77,24.77,17.33,17.33
24,Net Income to Common,16.54,16.73,10.77,10.79,6.79,23.45,11.54,28.22,36.68,42.11,20.08,26.12,28.51,28.77,28.69,24.77,24.77,17.33,17.33
25,Net Income Growth,143.76%,-28.69%,-6.70%,-61.75%,-81.50%,-44.31%,-42.52%,8.04%,28.64%,46.38%,-29.99%,5.46%,15.13%,66.05%,65.58%,-,-,-,-
26,Shares Outstanding (Basic),111,104,108,108,108,105,108,107,89,79,80,80,80,80,-,80,80,70,70
27,Shares Outstanding (Diluted),111,104,108,108,108,105,108,107,89,79,80,80,80,80,-,80,80,70,70
28,Shares Change (YoY),2.14%,-1.35%,-0.07%,0.87%,21.94%,32.48%,34.16%,34.36%,11.36%,-0.40%,-,-0.40%,-0.02%,13.43%,-,-,-,-,-
29,EPS (Basic),0.15,0.16,0.10,0.10,0.06,0.22,0.11,0.26,0.41,0.53,0.25,0.33,0.36,0.36,-,0.31,0.31,0.25,0.25
30,EPS (Diluted),0.15,0.16,0.10,0.10,0.06,0.22,0.11,0.26,0.41,0.53,0.25,0.33,0.36,0.36,-,0.31,0.31,0.25,0.25
31,EPS Growth,138.67%,-27.71%,-6.63%,-62.08%,-84.83%,-57.96%,-57.16%,-19.59%,15.51%,46.96%,-,5.88%,15.15%,46.39%,-,-,-,-,-
32,Free Cash Flow,-14.83,-44.37,-78.67,61.2,-29.51,-27.3,-3.66,68.42,18.49,-26.65,-33.13,-15.57,27.39,-,-,50.3,50.3,16.2,16.2
33,Free Cash Flow Per Share,-0.13,-0.43,-0.73,0.57,-0.27,-0.26,-0.03,0.64,0.21,-0.34,-0.41,-0.20,0.34,-,-,0.63,0.63,0.23,0.23
34,Dividend Per Share,-,-,-,0.160,-,-,-,0.357,-,-,-,-,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,-55.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,33.18%,30.48%,33.79%,21.36%,35.47%,34.12%,39.06%,45.48%,47.01%,43.38%,43.65%,39.82%,39.36%,53.37%,20.23%,40.75%,40.75%,42.60%,42.60%
37,Operating Margin,6.94%,3.59%,1.31%,-1.96%,0.22%,7.96%,2.06%,11.01%,16.27%,18.05%,13.09%,11.83%,13.06%,13.63%,20.23%,16.17%,16.17%,16.29%,16.29%
38,Profit Margin,7.59%,8.16%,6.97%,3.58%,4.48%,12.96%,10.84%,16.04%,17.73%,17.77%,12.58%,12.71%,13.65%,12.98%,17.80%,13.40%,13.40%,15.36%,15.36%
39,Free Cash Flow Margin,-6.80%,-21.65%,-50.92%,20.32%,-19.48%,-15.09%,-3.44%,38.89%,8.94%,-11.25%,-20.76%,-7.58%,13.11%,-,-,27.22%,27.22%,14.36%,14.36%
40,EBITDA,16.69,8.89,3.57,-4.36,1.83,16.17,3.69,20.86,35.02,44.21,22.26,25.69,28.52,31.44,33.82,31.28,31.28,19.54,19.54
41,EBITDA Margin,7.66%,4.34%,2.31%,-1.45%,1.21%,8.93%,3.47%,11.86%,16.93%,18.66%,13.95%,12.50%,13.65%,14.18%,20.99%,16.93%,16.93%,17.32%,17.32%
42,D&A For EBITDA,1.55,1.53,1.55,1.55,1.5,1.77,1.5,1.5,1.36,1.45,1.36,1.36,1.23,1.22,1.23,1.41,1.41,1.16,1.16
43,EBIT,15.14,7.36,2.02,-5.91,0.33,14.4,2.19,19.37,33.65,42.77,20.9,24.33,27.3,30.22,32.59,29.87,29.87,18.38,18.38
44,EBIT Margin,6.94%,3.59%,1.31%,-1.96%,0.22%,7.96%,2.06%,11.01%,16.27%,18.05%,13.09%,11.83%,13.06%,13.63%,20.23%,16.17%,16.17%,16.29%,16.29%
45,Effective Tax Rate,8.41%,2.02%,0.89%,-,-,3.05%,1.24%,5.68%,8.39%,9.99%,5.58%,9.45%,8.15%,9.43%,11.96%,12.21%,12.21%,9.37%,9.37%
46,Revenue as Reported,217.99,204.9,154.49,301.17,151.46,180.94,106.45,175.96,206.85,236.94,159.59,205.59,208.96,382.81,-,184.79,184.79,112.82,112.82
