,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,"Property, Plant & Equipment",63.76,58.85,58.43,59.33,62.32,63.11,61.51,61.73,60.6,60.01,-,60.11,-,-,-,63.03,63.03,66.41,66.41
12,Goodwill,5.67,5.47,5.46,5.57,5.45,5.53,5.36,5.37,5.15,4.99,-,4.89,-,-,-,5.11,5.11,5.26,5.26
13,Other Intangible Assets,11.42,11.87,12.32,12.51,11.2,11.38,10.66,10.91,11.21,11.51,-,11.85,-,-,-,8.9,8.9,8.98,8.98
14,Long-Term Deferred Tax Assets,20.31,19.93,19.54,19.49,16.2,15.92,16.23,16.18,13.74,13.46,-,12.16,-,-,-,10.54,10.54,10.17,10.17
15,Long-Term Deferred Charges,3.05,3.31,3.24,3.53,2.96,1.58,1.85,2.13,2.38,2.73,-,3.19,-,-,-,4.06,4.06,4.67,4.67
16,Other Long-Term Assets,330.71,272.16,211.93,172.29,-,-,-,-,0.15,0.18,-,-,-,-,-,0.63,0.63,0.69,0.69
17,Total Assets,2275,2259,2219,2144,2015,1894,1849,1863,1865,1035,-,948.46,-,-,-,778.6,778.6,678.8,678.8
18,Accounts Payable,627,656.35,631.33,571.5,474.11,375.93,297.95,315.34,348.53,375.91,-,328.73,-,-,-,271.94,271.94,231.45,231.45
19,Accrued Expenses,48.54,52.01,49.7,65.34,48.52,60.07,68.64,81.69,62.68,70.17,-,67.52,-,-,-,43.84,43.84,35.05,35.05
20,Short-Term Debt,-,-,-,-,-,-,1,1,1,1,-,1,-,-,-,21.22,21.22,38.25,38.25
21,Current Portion of Leases,0.06,0.1,0.13,0.17,0.18,0.22,0.24,0.28,0.1,0.11,-,0.13,-,-,-,-,-,-,-
22,Current Income Taxes Payable,4.66,1.05,4.98,1.06,4.82,1.32,4.59,5.23,5.15,4.09,-,4.33,-,-,-,4.62,4.62,3.52,3.52
23,Current Unearned Revenue,104.37,88.49,65.18,53.65,41.1,27.29,34.43,31.83,40.22,48.65,-,76.27,-,-,-,54.37,54.37,39.21,39.21
24,Other Current Liabilities,15.49,3.93,11.67,11.54,21.71,14.51,13.53,9.16,16.98,4.89,-,3.88,-,-,-,3.91,3.91,2.43,2.43
25,Total Current Liabilities,800.14,801.93,763,703.26,590.44,479.34,420.38,444.53,474.67,504.82,-,481.87,-,-,-,399.9,399.9,349.91,349.91
26,Long-Term Leases,0.7,0,0.01,0.02,0.16,0.17,0.17,0.18,0.08,0.1,-,0.16,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,2.5,2.5,2.5,2.5,2.03,2.03,4.08,3.76,3.76,2.71,-,2.76,-,-,-,0.85,0.85,0.9,0.9
28,Long-Term Deferred Tax Liabilities,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,-,0.02,-,-,-,0.03,0.03,0.03,0.03
29,Other Long-Term Liabilities,11.95,10.58,10.47,10.81,7.84,8.21,8.35,9.08,9.15,8.86,-,8.49,-,-,-,6.6,6.6,5.55,5.55
30,Total Liabilities,815.31,815.04,776,716.61,600.5,489.77,433,457.58,487.69,516.53,-,493.3,-,-,-,407.38,407.38,356.38,356.38
31,Common Stock,106.4,106.4,106.4,106.4,106.4,106.4,76,76,76,57,-,57,-,-,-,57,57,57,57
32,Additional Paid-In Capital,960.44,960.44,960.44,960.44,960.44,960.44,990.84,990.84,990.84,189.87,-,189.87,-,-,-,189.87,189.87,189.87,189.87
33,Retained Earnings,371.67,355.12,355.42,344.65,333.86,327.07,341.62,330.07,301.85,265.17,-,202.98,-,-,-,119.38,119.38,69.85,69.85
34,Comprehensive Income & Other,0.71,0.68,0.63,0.71,0.75,0.88,0.29,0.5,-0.13,-0.55,-,-0.79,-,-,-,-0.31,-0.31,-0,-0
35,Total Common Equity,1439,1423,1423,1412,1401,1395,1409,1397,1369,511.5,449.06,449.06,-,-,365.95,365.95,365.95,316.72,316.72
36,Minority Interest,20.77,20.84,20.09,15.22,12.64,9.66,7.66,8.24,9.01,7.26,-,6.11,-,-,-,5.27,5.27,5.7,5.7
37,Shareholders' Equity,1460,1443,1443,1427,1414,1404,1416,1406,1378,518.76,455.16,455.16,-,-,371.22,371.22,371.22,322.42,322.42
38,Total Liabilities & Equity,2275,2259,2219,2144,2015,1894,1849,1863,1865,1035,-,948.46,-,-,-,778.6,778.6,678.8,678.8
39,Total Debt,0.76,0.1,0.14,0.18,0.34,0.39,1.41,1.46,1.17,1.21,1.29,1.29,-,-,21.22,21.22,21.22,38.25,38.25
40,Net Cash (Debt),1045,1058,1117,1190,1125,1150,1212,1216,1150,304.48,367.12,367.12,-,-,274.93,274.93,274.93,174.26,174.26
41,Net Cash Growth,-7.07%,-7.95%,-7.81%,-2.12%,-2.25%,277.65%,230.08%,231.13%,-,-,33.53%,33.53%,-,-,57.77%,-,-,-,-
42,Net Cash Per Share,9.44,10.20,10.37,11.04,10.37,10.93,11.24,11.38,12.94,3.83,4.57,4.62,-,-,-,3.44,3.44,2.48,2.48
43,Filing Date Shares Outstanding,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,79.8,79.8,79.8,79.83,79.75,-,79.8,79.8,79.8,79.8
44,Total Common Shares Outstanding,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,79.8,79.8,79.8,79.83,79.75,-,79.8,79.8,79.8,79.8
45,Working Capital,1040,1085,1145,1168,1326,1317,1333,1322,1297,437.58,-,374.4,-,-,-,286.44,286.44,232.7,232.7
46,Book Value Per Share,13.53,13.37,13.37,13.27,13.17,13.11,13.24,13.13,12.86,6.41,5.63,5.63,-,-,4.59,4.59,4.59,3.97,3.97
47,Tangible Book Value,1422,1405,1405,1394,1385,1378,1393,1381,1352,495,432.32,432.32,-,-,351.94,351.94,351.94,302.47,302.47
48,Tangible Book Value Per Share,13.37,13.21,13.21,13.10,13.02,12.95,13.09,12.98,12.71,6.20,5.42,5.42,-,-,4.41,4.41,4.41,3.79,3.79
49,Buildings,-,80.34,-,80.34,-,80.34,-,80.34,-,80.34,-,80.34,-,-,-,80.34,80.34,80.34,80.34
50,Machinery,-,26.66,-,26.4,-,24.93,-,21.91,-,18.11,-,17.1,-,-,-,16.24,16.24,17.64,17.64
51,Construction In Progress,-,2.26,-,0.39,-,2.33,-,1.06,-,0.96,-,-,-,-,-,0.12,0.12,-,-
