,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
13,Currency Exchange Gain (Loss),-2.11,2.11,-,6.73,-13.08,13.08,-,12.41,-9.02,4.51,4.51,-1.18,-1.18,-0.71,-0.71
14,Other Non Operating Income (Expenses),-0.19,-2.33,2.03,-4.81,5.26,4.23,-0.33,-21.29,20.57,-0.41,-0.41,0.6,0.6,1.82,1.82
15,EBT Excluding Unusual Items,-3.28,-54.14,17.74,-30.16,51.08,44.64,75.46,32.13,75.52,45.3,45.3,23.28,23.28,30.31,30.31
16,Gain (Loss) on Sale of Investments,-0.02,-0.09,0.05,-6.19,-0.88,-1.53,-1.26,-1.91,-1.17,-1.42,-1.42,-0.71,-0.71,-0.54,-0.54
17,Gain (Loss) on Sale of Assets,-3.3,0.33,-0.02,0.27,-0.93,15.05,0.24,-0.13,0.31,-0.7,-0.7,0.61,0.61,0.25,0.25
18,Asset Writedown,-36.26,14.56,-14.97,21.47,-32.62,12.68,-14.53,20.06,-29.39,-0.34,-0.34,-0.6,-0.6,-0.26,-0.26
19,Other Unusual Items,1.85,6.68,0.2,4.6,-1.04,1.04,-,21.85,0.98,-0.49,-0.49,-0.15,-0.15,0.03,0.03
20,Pretax Income,-41.01,-32.66,3,-10.02,15.61,71.88,59.9,72,46.24,42.34,42.34,22.43,22.43,29.78,29.78
21,Income Tax Expense,-11.46,-8.14,-3.49,-5.86,-3.61,6.75,4.27,-27.33,1.34,2.3,2.3,0.62,0.62,1.8,1.8
22,Earnings From Continuing Operations,-29.55,-24.52,6.49,-4.15,19.22,65.13,55.64,99.33,44.9,40.04,40.04,21.81,21.81,27.98,27.98
23,Minority Interest in Earnings,0.09,-0.11,-0.33,-0.29,0.07,0.25,0.01,0.17,-0.18,-0.19,-0.19,-0.01,-0.01,-0.12,-0.12
24,Net Income,-29.46,-24.63,6.16,-4.45,19.29,65.38,55.65,99.5,44.71,39.85,39.85,21.8,21.8,27.86,27.86
25,Net Income to Common,-29.46,-24.63,6.16,-4.45,19.29,65.38,55.65,99.5,44.71,39.85,39.85,21.8,21.8,27.86,27.86
26,Net Income Growth,-,-,-88.93%,-,-56.86%,64.06%,39.64%,356.45%,105.13%,43.02%,43.02%,-,-,-,-
27,Shares Outstanding (Basic),215,205,205,215,210,192,159,158,160,156,156,158,158,158,158
28,Shares Outstanding (Diluted),215,205,205,215,210,192,159,158,160,156,156,158,158,158,158
29,Shares Change (YoY),2.04%,6.98%,29.10%,35.93%,31.61%,22.74%,1.74%,0.43%,1.47%,-0.84%,-0.84%,-,-,-,-
30,EPS (Basic),-0.14,-0.12,0.03,-0.02,0.09,0.34,0.35,0.63,0.28,0.26,0.26,0.14,0.14,0.18,0.18
31,EPS (Diluted),-0.14,-0.12,0.03,-0.02,0.09,0.34,0.35,0.63,0.28,0.26,0.26,0.14,0.14,0.17,0.17
32,EPS Growth,-,-,-91.43%,-,-67.22%,33.67%,37.25%,354.49%,102.16%,45.71%,45.71%,-,-,-,-
33,Free Cash Flow,-378.05,-164.28,-142.31,-19.09,-311.27,-102.56,3.06,-156.34,-116.78,-18.78,-18.78,-58.92,-58.92,12.34,12.34
34,Free Cash Flow Per Share,-1.76,-0.80,-0.69,-0.09,-1.48,-0.53,0.02,-0.99,-0.73,-0.12,-0.12,-0.37,-0.37,0.08,0.08
35,Dividend Per Share,-,-,-,0.120,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,13.14%,6.29%,13.35%,5.18%,20.08%,14.86%,18.56%,16.13%,17.57%,15.63%,15.63%,13.96%,13.96%,16.38%,16.38%
37,Operating Margin,0.97%,-5.57%,2.91%,-3.04%,8.32%,4.19%,10.72%,5.60%,9.12%,7.41%,7.41%,5.24%,5.24%,7.82%,7.82%
38,Profit Margin,-3.15%,-2.79%,0.80%,-0.54%,2.57%,8.30%,6.76%,10.86%,5.39%,5.59%,5.59%,3.43%,3.43%,5.52%,5.52%
39,Free Cash Flow Margin,-40.44%,-18.60%,-18.47%,-2.31%,-41.45%,-13.03%,0.37%,-17.07%,-14.09%,-2.64%,-2.64%,-9.27%,-9.27%,2.44%,2.44%
40,EBITDA,71.98,30.01,85.32,37.74,108.53,90.45,134.26,97.31,118.64,95.87,95.87,72.46,72.46,77.9,77.9
41,EBITDA Margin,7.70%,3.40%,11.07%,4.56%,14.45%,11.49%,16.31%,10.63%,14.31%,13.45%,13.45%,11.40%,11.40%,15.42%,15.42%
42,D&A For EBITDA,62.88,79.21,62.88,62.88,46.04,57.47,46.04,46.04,43.06,43.06,43.06,39.18,39.18,38.39,38.39
43,EBIT,9.1,-49.2,22.44,-25.14,62.49,32.97,88.22,51.27,75.57,52.81,52.81,33.28,33.28,39.51,39.51
44,EBIT Margin,0.97%,-5.57%,2.91%,-3.04%,8.32%,4.19%,10.72%,5.60%,9.12%,7.41%,7.41%,5.24%,5.24%,7.82%,7.82%
45,Effective Tax Rate,-,-,-,-,-,9.39%,7.12%,-,2.90%,5.44%,5.44%,2.76%,2.76%,6.05%,6.05%
46,Revenue as Reported,934.89,883.41,770.49,827.77,750.92,787.43,823.02,915.88,828.86,712.65,712.65,-,-,-,-
