,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
28,Shares Outstanding (Diluted),156,148,147,147,139,111,112,112,109,113,-,112,112,111,111
29,Shares Change (YoY),12.16%,33.56%,31.44%,31.45%,27.60%,-1.60%,-,-0.22%,-3.04%,1.74%,-,-,-,-,-
30,EPS (Basic),0.17,0.11,0.09,0.24,0.13,0.26,0.26,0.30,0.28,0.21,-,0.30,0.30,0.32,0.32
31,EPS (Diluted),0.17,0.11,0.09,0.24,0.13,0.26,0.26,0.30,0.28,0.21,-,0.30,0.30,0.32,0.32
32,EPS Growth,28.93%,-57.72%,-65.38%,-21.27%,-53.92%,24.87%,-,1.51%,-4.49%,-34.93%,-,-,-,-,-
33,Free Cash Flow,-25.39,-42.67,-38.46,15.39,-17.11,-5.84,-5.94,2.7,43.34,-,-,17.96,17.96,-21.71,-21.71
34,Free Cash Flow Per Share,-0.16,-0.29,-0.26,0.10,-0.12,-0.05,-0.05,0.02,0.40,-,-,0.16,0.16,-0.20,-0.20
35,Dividend Per Share,0.135,-,-,0.200,-,0.135,-,-,-,-,-,-,-,-,-
36,Gross Margin,38.71%,37.01%,38.78%,41.30%,39.74%,46.79%,48.91%,50.11%,49.34%,7.53%,100.00%,55.33%,55.33%,61.09%,61.09%
37,Operating Margin,16.82%,7.70%,8.32%,23.29%,14.11%,31.47%,36.06%,23.27%,36.46%,34.60%,37.96%,38.01%,38.01%,46.90%,46.90%
38,Profit Margin,18.19%,13.77%,16.13%,28.85%,17.56%,29.34%,33.13%,29.28%,32.16%,32.98%,33.00%,42.68%,42.68%,41.39%,41.39%
39,Free Cash Flow Margin,-17.68%,-36.11%,-46.90%,12.77%,-16.64%,-5.94%,-6.77%,2.35%,45.37%,-,-,23.12%,23.12%,-25.36%,-25.36%
40,EBITDA,28.65,13.93,11.33,32.56,18.13,35.48,35.27,30.32,37.54,28.12,26.28,32.89,32.89,42.24,42.24
41,EBITDA Margin,19.95%,11.79%,13.81%,27.02%,17.63%,36.13%,40.19%,26.43%,39.31%,39.54%,42.34%,42.33%,42.33%,49.33%,49.33%
42,D&A For EBITDA,4.5,4.84,4.5,4.5,3.62,4.58,3.62,3.62,2.72,3.52,2.72,3.36,3.36,2.09,2.09
43,EBIT,24.15,9.1,6.83,28.06,14.51,30.91,31.65,26.7,34.82,24.61,23.56,29.53,29.53,40.15,40.15
44,EBIT Margin,16.82%,7.70%,8.32%,23.29%,14.11%,31.47%,36.06%,23.27%,36.46%,34.60%,37.96%,38.01%,38.01%,46.90%,46.90%
45,Effective Tax Rate,11.40%,11.54%,11.04%,12.46%,11.03%,13.30%,13.57%,6.40%,13.18%,13.28%,13.12%,13.88%,13.88%,13.72%,13.72%
46,Revenue as Reported,143.58,118.17,82.02,120.49,102.84,98.22,87.77,114.74,95.51,133.18,-,163.32,163.32,-,-
