,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
17,Total Assets,2294,2236,2241,2224,2168,876.41,-,800.75,-,-,-,656.36,656.36,603.62,603.62
18,Accounts Payable,129.83,116.75,120.66,82.27,102.63,103.05,-,56.01,-,-,-,30.63,30.63,46.78,46.78
19,Accrued Expenses,12.1,10.25,6.47,14.91,11.24,6.19,-,18.15,-,-,-,13.47,13.47,4.39,4.39
20,Short-Term Debt,-,-,1.09,1.08,0.14,-,-,0.35,-,-,-,-,-,9.99,9.99
21,Current Income Taxes Payable,9.62,4.7,4.59,5.57,10.48,9.86,-,9.94,-,-,-,9.39,9.39,10.8,10.8
22,Current Unearned Revenue,1.55,1.19,0.46,1.12,2.15,1.16,-,1.99,-,-,-,1.65,1.65,0.12,0.12
23,Other Current Liabilities,2.99,0.98,4.08,40.98,1.54,2.4,-,17.37,-,-,-,16.33,16.33,8.86,8.86
24,Total Current Liabilities,156.09,133.86,137.35,145.94,128.19,122.66,-,103.82,-,-,-,71.47,71.47,80.94,80.94
25,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,5.01,5.01
26,Long-Term Leases,0.97,1.11,0.43,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,0.9,1.8,1.2,1.2,1.45,1.45,-,1.45,-,-,-,0.25,0.25,0.25,0.25
28,Long-Term Deferred Tax Liabilities,6.41,6.87,6.44,6.4,5.56,5.15,-,5.61,-,-,-,3.01,3.01,2,2
29,Total Liabilities,164.36,143.63,145.42,153.54,135.2,129.26,-,110.88,-,-,-,74.73,74.73,88.2,88.2
30,Common Stock,148.58,148.58,148.58,148.58,148.58,111.43,-,111.43,-,-,-,111.43,111.43,111.43,111.43
31,Additional Paid-In Capital,1565,1554,1544,1533,1532,281.05,-,281.05,-,-,-,281.05,281.05,281.05,281.05
32,Retained Earnings,413.33,387.22,400.66,387.43,352.67,354.67,-,296.77,-,-,-,188.53,188.53,122.19,122.19
33,Comprehensive Income & Other,-0.03,-0,-0,-0,-,-,-,-,-,-,-,-,-,-,-
34,Total Common Equity,2127,2090,2093,2069,2033,747.15,689.26,689.26,-,-,581.01,581.01,581.01,514.68,514.68
35,Minority Interest,3.48,2.41,2.4,1.2,-,-,-,0.61,-,-,-,0.62,0.62,0.75,0.75
36,Shareholders' Equity,2130,2092,2095,2070,2033,747.15,689.87,689.87,-,-,581.63,581.63,581.63,515.42,515.42
37,Total Liabilities & Equity,2294,2236,2241,2224,2168,876.41,-,800.75,-,-,-,656.36,656.36,603.62,603.62
38,Total Debt,0.97,1.11,1.52,1.08,0.14,-,0.35,0.35,-,-,-,-,-,15,15
39,Net Cash (Debt),1250,1367,818.64,1510,1483,227.95,223.25,223.25,-,-,98.54,98.54,98.54,63.7,63.7
40,Net Cash Growth,-15.70%,499.89%,266.69%,576.31%,-,-,126.55%,126.55%,-,-,54.69%,-,-,-,-
41,Net Cash Per Share,8.02,9.24,5.57,10.25,10.67,2.06,2.00,1.99,-,-,-,0.88,0.88,0.58,0.58
42,Filing Date Shares Outstanding,148.58,148.58,148.58,148.58,148.58,111.43,148.58,111.43,108.94,112.66,-,111.43,111.43,111.43,111.43
43,Total Common Shares Outstanding,148.58,148.58,148.58,148.58,148.58,111.43,111.43,111.43,108.94,112.66,-,111.43,111.43,111.43,111.43
44,Working Capital,1736,1726,1772,1818,1798,518.38,-,499.61,-,-,-,409.8,409.8,354.84,354.84
45,Book Value Per Share,14.31,14.07,14.09,13.93,13.68,6.70,6.19,6.19,-,-,5.21,5.21,5.21,4.62,4.62
46,Tangible Book Value,2088,2051,2053,2029,1993,707.04,648.63,648.63,-,-,539.36,539.36,539.36,473.32,473.32
47,Tangible Book Value Per Share,14.05,13.80,13.82,13.66,13.41,6.34,5.82,5.82,-,-,4.84,4.84,4.84,4.25,4.25
48,Buildings,-,113.3,-,113.3,-,113.3,-,112.66,-,-,-,89.68,89.68,89.68,89.68
49,Machinery,-,90.61,-,85.67,-,73.38,-,67.98,-,-,-,46.62,46.62,41.62,41.62
50,Construction In Progress,-,72.47,-,65.32,-,38.44,-,2.56,-,-,-,11.87,11.87,3.81,3.81
