,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
27,Shares Outstanding (Basic),1239,1225,1228,1223,1165,1353,1315,1138,541,1228,1321,1138,1080,578,1162,863,989,899,921,921
28,Shares Outstanding (Diluted),1239,1225,1228,1223,1165,1353,1315,1138,541,1228,1321,1138,1080,578,1162,863,989,899,921,921
29,Shares Change (YoY),6.39%,-9.49%,-6.56%,7.45%,115.31%,10.21%,-0.48%,0.00%,-49.92%,112.54%,13.70%,31.91%,9.24%,-35.72%,26.11%,-6.34%,-,-,-,-
30,EPS (Basic),0.05,-0.02,0.01,-0.03,-0.10,-0.05,0.01,-0.04,-0.04,0.01,0.01,0.03,-0.01,0.02,0.01,0.04,-0.01,-0.00,-0.02,-0.02
31,EPS (Diluted),0.05,-0.02,0.01,-0.03,-0.10,-0.05,0.01,-0.04,-0.04,0.01,0.01,0.03,-0.01,0.02,0.01,0.04,-0.01,-0.01,-0.02,-0.02
32,EPS Growth,-,-,-56.81%,-,-,-,60.73%,-,-,-25.02%,79.60%,-25.00%,-,-,-,-,-,-,-,-
33,Free Cash Flow,-,-156.41,225.08,-112.94,79.63,30.61,-53.45,74.07,-83.6,-93.35,-124.83,-84.98,46.93,-100.6,-44.24,126.94,-64.83,-78.78,-4.53,-4.53
34,Free Cash Flow Per Share,-,-0.13,0.18,-0.09,0.07,0.02,-0.04,0.07,-0.15,-0.08,-0.09,-0.07,0.04,-0.17,-0.04,0.15,-0.07,-0.09,-0.00,-0.00
35,Gross Margin,-26.14%,28.21%,16.71%,13.38%,-0.33%,23.70%,21.12%,13.96%,16.45%,22.35%,22.42%,21.09%,14.33%,21.88%,18.07%,16.29%,15.43%,22.27%,18.54%,18.54%
36,Operating Margin,2.27%,6.90%,-0.81%,-6.62%,-21.20%,6.30%,1.39%,-15.87%,-6.96%,4.76%,0.40%,8.85%,-19.92%,6.24%,1.61%,5.47%,-0.84%,4.90%,-2.56%,-2.56%
37,Profit Margin,5.34%,-4.06%,1.23%,-8.00%,-20.03%,-12.19%,2.51%,-20.87%,-3.49%,3.73%,3.42%,6.81%,-2.15%,2.57%,0.97%,5.21%,-1.50%,-1.01%,-5.99%,-5.99%
38,Free Cash Flow Margin,-,-34.56%,35.09%,-23.59%,13.60%,5.94%,-6.88%,33.95%,-12.99%,-18.89%,-35.01%,-16.96%,11.40%,-22.41%,-7.17%,19.15%,-10.94%,-19.00%,-1.33%,-1.33%
39,EBITDA,31.94,38.79,2.04,-24.11,-116.58,43.36,21.25,-23.75,-33.89,36.87,11.65,57.7,-68.6,41.08,25.03,49.32,8.08,34.34,5.31,5.31
40,EBITDA Margin,2.98%,8.57%,0.32%,-5.04%,-19.91%,8.41%,2.74%,-10.89%,-5.27%,7.46%,3.27%,11.51%,-16.67%,9.15%,4.06%,7.44%,1.36%,8.28%,1.56%,1.56%
41,D&A For EBITDA,7.58,7.58,7.24,7.58,7.58,10.87,10.48,10.87,10.87,13.36,10.23,13.36,13.36,13.08,15.1,13.08,13.08,14.01,14.01,14.01
42,EBIT,24.36,31.21,-5.2,-31.69,-124.16,32.48,10.78,-34.62,-44.76,23.51,1.42,44.34,-81.97,28,9.93,36.24,-5,20.34,-8.69,-8.69
43,EBIT Margin,2.27%,6.90%,-0.81%,-6.62%,-21.20%,6.30%,1.39%,-15.87%,-6.96%,4.76%,0.40%,8.85%,-19.92%,6.24%,1.61%,5.47%,-0.84%,4.90%,-2.56%,-2.56%
44,Effective Tax Rate,30.32%,-,26.69%,-,-,-,-,-,-,12.96%,3.48%,10.50%,-,-,10.98%,17.34%,-,-,-,-
45,Revenue as Reported,-,452.54,641.45,478.73,585.63,515.38,776.63,218.15,643.45,494.18,356.55,501.17,411.52,448.83,616.71,662.76,592.79,414.64,-,-
