,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
9,Operating Expenses,76.79,69.75,64.53,86.69,73.56,73.62,52.02,76.59,60.37,74.89,45.52,67.61,63.46,61.87,47.13,63.03,49.46,58.96,33.92,223.1
10,Operating Income,39.17,36.15,29.76,17.28,39.68,39.57,23.22,9.46,52.62,37.37,25.66,28.06,33.54,39.26,22.7,36.65,35.55,36.44,21.3,50.73
11,Interest Expense,-21.12,-21.5,-20.14,-19.3,-19.88,-18.88,-15.55,-18.63,-20.87,-14.68,-10.55,-9.44,-11.08,-9.28,-8.91,-9.35,-8.17,-7.81,-7.11,-31.46
12,Interest & Investment Income,-,3.1,6.91,9.52,11.05,3.46,8.1,-,4.28,0.46,8.21,3.82,1.08,1.09,0.68,1.11,2.18,0.98,0.4,3.88
13,Other Non Operating Income (Expenses),-0.24,-0.6,-1.25,-1.4,1.46,-1.34,1.29,-7.25,0.15,3.82,0.98,0.96,-0.53,-1.3,-0.35,-1.37,0.23,-2.17,1.08,-12.27
14,EBT Excluding Unusual Items,17.81,17.16,15.28,6.09,32.3,22.8,17.06,-16.42,36.19,26.97,24.31,23.4,23.01,29.77,14.12,27.04,29.79,27.44,15.66,10.88
15,Gain (Loss) on Sale of Investments,0.57,-0.14,0.1,0.04,0.3,-0.32,-0.02,0.12,0.7,0.77,-1.45,-0.12,-,-,-,-,-,-,-,-
16,Gain (Loss) on Sale of Assets,0.34,0.12,-0.28,1.35,-0,0.01,-0.01,0.05,-,0,0.04,-0.01,-0,0.04,-,0,-0.01,-,-,-0.01
17,Asset Writedown,1.14,-1.49,1.49,-0.82,0.82,-1.92,1.91,4.6,-4.61,0.61,-0.62,1.72,-1.73,-2.35,2.35,0.56,-0.57,0.2,-0.22,-0
18,Other Unusual Items,0.17,1.07,1.68,-0.49,-0.64,0.64,-,13.53,-4.07,4.07,-,-5.26,0.4,-0.91,0.5,2.39,0.1,-0.1,-,13.87
19,Pretax Income,20.04,16.72,18.28,6.18,32.77,21.21,18.93,1.88,28.21,32.42,22.28,19.73,21.68,26.56,16.97,29.98,29.31,27.54,15.44,24.75
20,Income Tax Expense,1.42,-0.31,2.22,-2.06,3.11,1.92,2.38,0.02,2.86,2.62,2.81,0.13,2.23,1.46,2.37,3.13,3.46,3.26,1.96,2.97
21,Earnings From Continuing Operations,18.62,17.03,16.06,8.24,29.66,19.29,16.55,1.86,25.34,29.81,19.47,19.61,19.46,25.1,14.59,26.86,25.85,24.28,13.48,21.78
22,Minority Interest in Earnings,-2.94,-0.44,-0.63,-6.07,-1.29,-0.02,0.01,0.27,-0.9,-0.61,1.04,-0.02,0.4,1.02,1.54,0.29,-0.54,0.85,0.51,1.18
23,Net Income,15.68,16.59,15.43,2.17,28.37,19.26,16.55,2.13,24.44,29.2,20.51,19.59,19.86,26.12,16.13,27.15,25.31,25.13,14,22.96
24,Net Income to Common,15.68,16.59,15.43,2.17,28.37,19.26,16.55,2.13,24.44,29.2,20.51,19.59,19.86,26.12,16.13,27.15,25.31,25.13,14,22.96
25,Net Income Growth,-44.74%,-13.87%,-6.77%,1.68%,16.06%,-34.04%,-19.29%,-89.10%,23.10%,11.78%,27.16%,-27.86%,-21.55%,3.95%,15.24%,18.25%,-,-,-,-
26,Shares Outstanding (Basic),461,457,458,520,480,437,459,405,487,445,459,485,486,417,428,391,363,345,366,367
27,Shares Outstanding (Diluted),461,457,458,520,480,437,459,405,487,445,459,485,486,417,428,391,363,345,366,367
28,Shares Change (YoY),-3.96%,4.62%,-0.13%,28.63%,-1.35%,-1.83%,-0.06%,-16.50%,0.15%,6.65%,7.24%,23.79%,34.01%,20.93%,16.77%,6.73%,-,-,-,-
29,EPS (Basic),0.03,0.04,0.03,0.00,0.06,0.04,0.04,0.01,0.05,0.07,0.04,0.04,0.04,0.06,0.04,0.07,0.07,0.07,0.04,0.06
30,EPS (Diluted),0.03,0.04,0.03,0.00,0.06,0.04,0.04,0.01,0.05,0.07,0.04,0.04,0.04,0.06,0.04,0.07,0.07,0.07,0.04,0.06
31,EPS Growth,-42.46%,-17.67%,-6.65%,-20.96%,17.65%,-32.81%,-19.24%,-86.95%,22.93%,4.80%,18.57%,-41.72%,-41.46%,-14.04%,-1.31%,10.80%,-,-,-,-
32,Free Cash Flow,14.96,-38.29,-290.21,92.73,-146.09,53.96,-176.97,126.79,5.25,-247.57,-312.01,341.05,-148.07,9.06,-262.24,178.34,-72.28,-22.48,-212.52,232.19
33,Free Cash Flow Per Share,0.03,-0.08,-0.63,0.18,-0.30,0.12,-0.39,0.31,0.01,-0.56,-0.68,0.70,-0.30,0.02,-0.61,0.46,-0.20,-0.07,-0.58,0.63
34,Dividend Per Share,-,-,-,0.040,-,-,-,-,-,-,-,0.030,-,-,-,0.030,-,-,-,-
35,Gross Margin,13.02%,14.43%,14.47%,13.43%,14.76%,14.93%,15.06%,13.93%,15.92%,15.00%,14.14%,15.00%,13.53%,14.20%,15.04%,16.07%,15.78%,16.70%,17.03%,48.84%
36,Operating Margin,4.40%,4.93%,4.57%,2.23%,5.17%,5.22%,4.65%,1.53%,7.42%,4.99%,5.10%,4.40%,4.68%,5.51%,4.89%,5.91%,6.60%,6.38%,6.57%,9.05%
37,Profit Margin,1.76%,2.26%,2.37%,0.28%,3.70%,2.54%,3.31%,0.35%,3.44%,3.90%,4.07%,3.07%,2.77%,3.67%,3.47%,4.38%,4.70%,4.40%,4.32%,4.10%
38,Free Cash Flow Margin,1.68%,-5.22%,-44.53%,11.98%,-19.04%,7.12%,-35.43%,20.52%,0.74%,-33.08%,-61.99%,53.48%,-20.66%,1.27%,-56.48%,28.76%,-13.41%,-3.94%,-65.56%,41.42%
39,EBITDA,46.71,46.37,-,24.83,47.26,47.28,30.14,17.04,61.73,44.93,34.77,37.17,41.9,48.51,30.9,45.01,43.29,44.17,29.04,58.47
40,EBITDA Margin,5.24%,6.32%,-,3.21%,6.16%,6.24%,6.03%,2.76%,8.70%,6.00%,6.91%,5.83%,5.84%,6.81%,6.66%,7.26%,8.03%,7.73%,8.96%,10.43%
41,D&A For EBITDA,7.54,10.22,-,7.54,7.58,7.71,6.92,7.58,9.1,7.56,9.1,9.1,8.36,9.25,8.21,8.36,7.74,7.73,7.74,7.74
42,EBIT,39.17,36.15,29.76,17.28,39.68,39.57,23.22,9.46,52.62,37.37,25.66,28.06,33.54,39.26,22.7,36.65,35.55,36.44,21.3,50.73
43,EBIT Margin,4.40%,4.93%,4.57%,2.23%,5.17%,5.22%,4.65%,1.53%,7.42%,4.99%,5.10%,4.40%,4.68%,5.51%,4.89%,5.91%,6.60%,6.38%,6.57%,9.05%
44,Effective Tax Rate,7.08%,-,12.13%,-,9.49%,9.06%,12.59%,0.87%,10.16%,8.07%,12.63%,0.66%,10.26%,5.49%,13.99%,10.43%,11.81%,11.84%,12.68%,12.00%
45,Revenue as Reported,890.79,733.91,651.7,774.1,767.3,758.3,499.53,618,709.57,748.33,503.32,637.74,716.87,711.9,464.27,620.18,538.82,571.08,324.17,2094
