,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
46,Net Cash Per Share,-2.03,-2.40,-0.34,-1.09,0.52,2.53,3.50,2.23,1.72,5.76
47,Filing Date Shares Outstanding,309.38,290.05,284.53,259.91,258.4,257.61,247.06,220.77,208.9,203.63
48,Total Common Shares Outstanding,309.38,290.05,284.53,259.91,258.4,257.61,247.06,220.77,208.9,203.63
49,Working Capital,898.49,410.01,1118,755.34,1253,1524,1404,802.9,538.09,707.04
50,Book Value Per Share,2.48,0.21,2.07,1.57,3.39,4.79,5.87,3.83,2.93,4.37
51,Tangible Book Value,661.93,-49.72,485.09,299.66,761.32,1150,1361,755.52,517.54,793.59
52,Tangible Book Value Per Share,2.14,-0.17,1.70,1.15,2.95,4.46,5.51,3.42,2.48,3.90
53,Buildings,-,834.91,-,470.22,-,406.95,-,-,-,-
54,Machinery,-,179.87,-,155.21,-,60.98,-,51.52,-,47.15
55,Construction In Progress,-,12.65,-,39.49,-,362.86,-,406.56,-,60.04
56,Leasehold Improvements,-,29.22,-,7.74,-,8.14,-,11.6,-,11.42
