,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,9.44,1.19,1.76,-52.81,15.79,11.39,14.14,-3.23,44.16,29.91,14.28,-11.41,35.61,9.25,28.93,22.17,41.92,27.88,27.88
16,Gain (Loss) on Sale of Assets,-0.39,0,-0.16,-2.09,-0.07,-0.01,-0.03,-0.08,-0,0.03,-0.17,0.01,-0.01,-0,-,-0.29,0.01,24.47,24.47
17,Asset Writedown,-3.02,2.78,-2.78,4.74,-4.74,1.38,-1.38,3.24,-3.24,1.35,-1.35,-,-,-,-,-,0.26,-0.13,-0.13
18,Other Unusual Items,1.64,0.83,0.06,-1.73,-,-,-,6.85,-,-,-,5.49,-,-,-,5.9,-5.19,2.59,2.59
19,Pretax Income,7.66,4.8,-1.12,-51.89,10.98,12.77,12.73,6.78,40.93,31.29,12.76,-5.91,35.6,9.25,28.93,27.78,37,54.81,54.81
20,Income Tax Expense,0.93,3.18,4.86,3.78,3.72,7.47,4.3,5.32,5.83,0.36,0.98,5.74,5.3,-2.14,2.39,7.31,6.25,6.21,6.21
21,Net Income,6.74,1.62,-5.98,-55.68,7.26,5.3,8.43,1.45,35.1,30.92,11.78,-11.65,30.3,11.39,26.54,20.47,30.76,48.6,48.6
22,Net Income to Common,6.74,1.62,-5.98,-55.68,7.26,5.3,8.43,1.45,35.1,30.92,11.78,-11.65,30.3,11.39,26.54,20.47,30.76,48.6,48.6
23,Net Income Growth,-7.23%,-69.36%,-,-,-79.31%,-82.86%,-28.42%,-,15.85%,171.45%,-55.62%,-,-1.48%,-76.56%,-45.40%,-,-,-,-
24,Shares Outstanding (Basic),161,236,199,216,207,182,211,193,193,210,196,197,147,156,147,150,151,150,150
25,Shares Outstanding (Diluted),161,236,199,216,207,182,211,193,193,210,196,197,147,156,147,150,151,150,150
26,Shares Change (YoY),-22.39%,29.97%,-5.49%,12.40%,7.30%,-13.70%,7.37%,-2.11%,31.96%,34.85%,33.13%,31.35%,-2.90%,4.31%,-1.41%,-,-,-,-
27,EPS (Basic),0.04,0.01,-0.03,-0.26,0.04,0.03,0.04,0.01,0.18,0.15,0.06,-0.06,0.21,0.07,0.18,0.14,0.20,0.32,0.33
28,EPS (Diluted),0.04,0.01,-0.03,-0.26,0.04,0.03,0.04,0.01,0.18,0.15,0.06,-0.06,0.21,0.07,0.18,0.14,0.20,0.32,0.33
29,EPS Growth,19.53%,-76.43%,-,-,-80.72%,-80.14%,-33.33%,-,-12.21%,101.30%,-66.67%,-,1.46%,-77.53%,-44.62%,-,-,-,-
30,Free Cash Flow,-7.51,-34.35,-29.09,27.46,-20.83,-60.36,-65.37,-65.43,-38.64,21.5,-150.45,-53.11,-15.38,59.21,-68.24,-13.77,66.97,10.99,10.99
31,Free Cash Flow Per Share,-0.05,-0.15,-0.15,0.13,-0.10,-0.33,-0.31,-0.34,-0.20,0.10,-0.77,-0.27,-0.10,0.38,-0.46,-0.09,0.44,0.07,0.07
32,Dividend Per Share,-,-,-,-,-,-,-,0.150,-,-,-,0.100,-,-,-,-,-,-,-
33,Dividend Growth,-,-,-,-,-,-,-,50.00%,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,8.14%,6.13%,7.16%,-1.20%,7.56%,5.72%,8.00%,7.60%,11.22%,9.20%,8.90%,7.54%,8.97%,5.96%,13.21%,7.93%,15.47%,14.99%,14.99%
35,Operating Margin,1.83%,0.06%,0.44%,-8.50%,2.13%,2.02%,2.54%,1.28%,5.50%,4.24%,3.21%,-1.29%,6.68%,2.25%,7.13%,6.66%,8.72%,7.51%,7.51%
36,Profit Margin,1.05%,0.26%,-1.13%,-7.96%,1.01%,0.77%,1.22%,0.22%,5.00%,4.85%,2.42%,-2.47%,5.30%,2.08%,6.01%,4.10%,6.07%,11.34%,11.34%
37,Free Cash Flow Margin,-1.17%,-5.41%,-5.50%,3.92%,-2.89%,-8.78%,-9.49%,-9.78%,-5.50%,3.37%,-30.95%,-11.24%,-2.69%,10.82%,-15.44%,-2.76%,13.22%,2.56%,2.56%
38,EBITDA,26.77,19.68,17.41,-44.46,25.54,28.92,27.69,18.74,47.34,36.16,24.3,2.56,46.18,20.8,39.52,41.24,52.23,40.22,40.22
39,EBITDA Margin,4.18%,3.10%,3.29%,-6.35%,3.55%,4.21%,4.02%,2.80%,6.74%,5.67%,5.00%,0.54%,8.08%,3.80%,8.94%,8.27%,10.31%,9.38%,9.38%
40,D&A For EBITDA,15.06,19.31,15.06,15.06,10.2,15.02,10.2,10.2,8.67,9.11,8.67,8.67,8.01,8.49,8.01,8.01,8.03,8.03,8.03
41,EBIT,11.71,0.37,2.35,-59.52,15.34,13.9,17.49,8.55,38.67,27.05,15.63,-6.11,38.17,12.31,31.51,33.22,44.2,32.19,32.19
42,EBIT Margin,1.83%,0.06%,0.44%,-8.50%,2.13%,2.02%,2.54%,1.28%,5.50%,4.24%,3.21%,-1.29%,6.68%,2.25%,7.13%,6.66%,8.72%,7.51%,7.51%
43,Effective Tax Rate,12.12%,66.17%,-,-,33.87%,58.50%,33.78%,78.55%,14.24%,1.17%,7.69%,-,14.89%,-,8.27%,26.31%,16.89%,11.32%,11.32%
44,Revenue as Reported,640.72,634.92,528.71,699.89,719.78,687.77,688.76,669.31,702.44,637.28,486.11,472.43,571.56,547.45,441.91,498.75,1364,-,-
