,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Accounts Payable,341.8,226.67,343.85,194.12,228.93,259.77,272.76,190.41,284.07,200.54,173.3,193.18,155.14,195.22,-,178.03,-,-,-
17,Accrued Expenses,26.03,39.16,26.5,39.96,18.92,32.19,27.05,53.72,23.62,28.73,18.79,30.65,30.52,35.65,-,45.15,-,-,-
18,Short-Term Debt,688.25,739.24,470.25,570.21,590.14,434.17,372.28,339.28,306.23,236.22,215.21,184.22,297.36,327.43,-,259.3,-,-,-
19,Current Portion of Long-Term Debt,11.03,8.31,10.74,8.05,7.66,7.7,-,7.43,1.28,4.97,-,-,-,-,-,35.05,-,-,-
20,Current Portion of Leases,-,2.35,-,2.3,-,3.38,-,0.21,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,8.95,5.6,12.05,6.68,12.34,6.98,9.75,6.35,10.8,4.71,6.46,4.46,4.94,1.41,-,6.86,-,-,-
22,Current Unearned Revenue,47.6,51.9,44.62,48.54,53.81,41.84,34.89,28.65,10.58,23.48,26.18,12.65,4.99,13.27,-,16.48,-,-,-
23,Other Current Liabilities,92.58,131.89,87.81,184.06,70.62,99.76,73.66,150.85,54.71,86.79,45.52,55.48,58.06,38.96,-,41.4,-,-,-
24,Total Current Liabilities,1216,1205,995.82,1054,982.41,885.78,790.4,776.9,691.29,585.44,485.45,480.63,551.01,611.94,-,582.26,-,-,-
25,Long-Term Debt,21.82,22.19,25.82,26.4,30.56,27.19,29.3,27,34.39,30.7,36.9,-,-,-,-,-,-,-,-
26,Long-Term Leases,7.23,4.77,4.74,4.66,13.97,11.38,14.97,1,1.2,1.19,1.17,1.16,1.14,1.13,-,1.1,-,-,-
27,Long-Term Unearned Revenue,14.26,16.12,16.58,7.38,5.99,6.14,6.29,6.44,6.6,6.75,6.9,7.05,7.21,7.36,-,6.29,-,-,-
28,Long-Term Deferred Tax Liabilities,33.53,33.91,35.16,36.1,17.04,17.75,18.04,18.49,14.99,15.28,15.79,16.09,10.74,10.7,-,11.32,-,-,-
29,Total Liabilities,1293,1282,1078,1128,1050,948.23,859,829.84,748.46,639.36,546.22,504.94,570.1,631.13,-,600.98,-,-,-
30,Common Stock,200,200,200,200,200,200,200,200,200,200,200,200,200,150,-,150,-,-,-
31,Additional Paid-In Capital,617.43,615.77,614.12,612.49,612.26,612.26,612.26,612.26,612.26,612.26,612.26,612.26,612.26,121.15,-,121.15,-,-,-
32,Retained Earnings,275.08,268.34,266.72,272.69,328.37,321.11,345.81,337.38,335.93,300.83,289.91,278.13,289.78,259.48,-,221.55,-,-,-
33,Treasury Stock,-19.5,-19.5,-19.5,-19.5,-19.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Shareholders' Equity,1073,1065,1061,1066,1121,1133,1158,1150,1148,1113,1102,1090,1102,530.63,492.7,492.7,-,-,364.26
35,Total Liabilities & Equity,2366,2347,2139,2194,2171,2082,2017,1979,1897,1752,1648,1595,1672,1162,-,1094,-,-,-
36,Total Debt,728.32,776.87,511.56,611.62,642.33,483.81,416.55,374.92,343.1,273.07,253.28,185.38,298.5,328.56,295.45,295.45,-,-,363
37,Net Cash (Debt),-224.7,-213.14,-173.47,-146.07,-176.91,-100.18,-43.97,22.44,57.83,152.31,153.77,289.07,353.82,-176.79,-159.45,-159.45,-,-,-234.62
38,Net Cash Growth,-,-,-,-,-,-,-,-92.24%,-83.65%,-,-,-,-,-,-,-,-,-,-
39,Net Cash Per Share,-1.40,-0.90,-0.87,-0.67,-0.85,-0.55,-0.21,0.12,0.30,0.72,0.78,1.47,2.41,-1.13,-1.08,-1.06,-,-,-1.57
40,Filing Date Shares Outstanding,198.5,198.5,198.5,198.5,198.5,200,200,200,200,200,200,200,200,150,147.44,150,150.89,149.55,149.55
41,Total Common Shares Outstanding,198.5,198.5,198.5,198.5,198.5,200,200,200,200,200,200,200,200,150,147.44,150,150.89,149.55,149.55
42,Working Capital,-106.19,-120.12,-124.35,-140.8,16.58,67.3,182.87,194.19,281.51,328.14,377.79,415.72,502.78,-20.12,-,-46.33,-,-,-
43,Book Value Per Share,5.41,5.36,5.35,5.37,5.65,5.67,5.79,5.75,5.74,5.57,5.51,5.45,5.51,3.54,3.28,3.28,-,-,2.43
44,Tangible Book Value,1027,1019,1015,1019,1074,1086,1113,1105,1103,1080,1069,1057,1068,496.98,458.6,458.6,-,-,329.56
45,Tangible Book Value Per Share,5.18,5.13,5.11,5.13,5.41,5.43,5.57,5.52,5.51,5.40,5.35,5.29,5.34,3.31,3.06,3.06,-,-,2.20
46,Buildings,-,740.49,-,740.37,-,590.5,-,558.3,-,307.81,-,307.81,-,305.01,-,304.66,-,-,-
47,Machinery,-,653.57,-,636.27,-,494.57,-,475.33,-,304.72,-,303.54,-,288.77,-,266.09,-,-,-
48,Construction In Progress,-,20.08,-,22.08,-,107.37,-,68.39,-,341.65,-,168.49,-,61.17,-,74.74,-,-,-
