,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Total Assets,1876,1683,1522,1337,1196,1170,1181,1159,1144,1153,1175,1312,-,694.94,-,605.57,605.57,479.45,479.45
18,Accounts Payable,755.64,555.73,374.84,295.49,169.84,130.91,117.75,116.82,115.9,125.52,128.98,184.92,-,174.08,-,139.3,139.3,87.75,87.75
19,Accrued Expenses,15.1,17.38,15.19,22.66,14.21,14.64,16.12,15.05,10.41,16.67,10.34,10.45,-,37.35,-,33.09,33.09,25.27,25.27
20,Short-Term Debt,135.9,125.57,126.27,-,-,-,-,-,-,-,19.84,72,-,19,-,10,10,0.01,0.01
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,0.7,30.7,-,25.7,-,25.7,25.7,0.7,0.7
22,Current Portion of Leases,6.55,7.26,6.56,9.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,Current Income Taxes Payable,1.48,1.69,3.88,0.14,1.76,0.13,-,0.14,5.11,2.84,5.42,1.47,-,0.79,-,0.01,0.01,0.07,0.07
24,Current Unearned Revenue,0.36,0.42,0.52,0.62,0.18,0.2,0.1,0.01,0.02,0.02,0.06,0.02,-,-,-,0,0,0.13,0.13
25,Other Current Liabilities,20.26,18.92,19.63,17.02,18.59,16.31,23.77,14.75,10.31,11.51,1.2,12.3,-,17.71,-,19.1,19.1,20.8,20.8
26,Total Current Liabilities,935.3,726.97,546.9,345.72,204.57,162.19,157.74,146.76,141.75,156.56,166.53,311.85,-,274.63,-,227.19,227.19,134.73,134.73
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,2.04,2.21,-,32.56,-,29.91,29.91,3.26,3.26
28,Long-Term Leases,13.74,13.16,17.7,24.2,12.79,15.04,11.35,11.21,11.08,10.95,10.81,10.68,-,10.88,-,-,-,-,-
29,Long-Term Unearned Revenue,5.3,5.33,5.37,5.41,5.44,5.48,5.52,5.55,5.59,5.63,5.66,5.7,-,5.77,-,5.85,5.85,5.92,5.92
30,Long-Term Deferred Tax Liabilities,40.14,38.37,36.11,37.17,24.5,23.8,20.92,19.79,10.73,9.87,9.59,9.59,-,9.16,-,6.11,6.11,4.56,4.56
31,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,25
32,Total Liabilities,994.47,783.83,606.08,412.5,247.3,206.51,195.53,183.31,169.15,182.99,194.64,340.04,-,333.01,-,269.06,269.06,173.46,173.46
33,Common Stock,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,-,71.86,-,71.86,71.86,71.86,71.86
34,Additional Paid-In Capital,729.52,729.52,729.52,729.52,729.73,729.65,729.55,729.52,729.52,729.52,729.52,729.52,-,173.15,-,173.15,173.15,173.15,173.15
35,Retained Earnings,43.34,61.93,76.98,83.73,107.48,120.11,143.11,150.14,149.56,144.32,155.37,146.16,-,116.92,-,91.49,91.49,60.97,60.97
36,Comprehensive Income & Other,0.84,-2.35,-0,-0.24,0,0,-0,-,-,-,-,-,-,-,-,-,-,-,-
37,Total Common Equity,869.53,884.92,902.33,908.84,933.04,945.58,968.48,975.48,974.91,969.66,980.71,971.51,-,361.94,336.51,336.51,336.51,305.99,305.99
38,Minority Interest,12.3,13.93,13.96,16.11,15.38,17.45,17.07,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,881.83,898.85,916.29,924.95,948.42,963.03,985.55,975.48,974.91,969.66,980.71,971.51,-,361.94,336.51,336.51,336.51,305.99,305.99
40,Total Liabilities & Equity,1876,1683,1522,1337,1196,1170,1181,1159,1144,1153,1175,1312,-,694.94,-,605.57,605.57,479.45,479.45
41,Total Debt,156.2,145.99,150.53,33.99,12.79,15.04,11.35,11.21,11.08,10.95,33.39,115.59,-,88.14,65.61,65.61,65.61,3.97,3.97
42,Net Cash (Debt),-16.78,122.21,5.56,172.25,126.51,286.26,139.33,376.71,430.31,436.35,496.69,570.13,-,-1.65,-23.5,-23.5,-23.5,26.52,26.52
43,Net Cash Growth,-,-57.31%,-96.01%,-54.27%,-70.60%,-34.40%,-71.95%,-33.93%,-,-,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,-0.18,1.27,0.06,1.76,1.32,2.99,1.45,4.09,4.49,4.55,5.18,7.90,-,-0.02,-0.33,-0.33,-0.33,0.37,0.37
45,Filing Date Shares Outstanding,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,71.85,71.86,71.86,71.86,71.86,71.86,71.86
46,Total Common Shares Outstanding,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,71.85,71.86,71.86,71.86,71.86,71.86,71.86
47,Working Capital,300.45,327.18,349.05,384.09,429.57,502.45,567.82,629.12,660.44,685.01,724.82,719.81,-,149.03,-,148.39,148.39,132.53,132.53
48,Book Value Per Share,9.07,9.24,9.42,9.48,9.74,9.87,10.11,10.18,10.17,10.12,10.23,10.14,-,5.04,4.68,4.68,4.68,4.26,4.26
49,Tangible Book Value,844.42,859.07,876.14,881.76,891.77,903.98,926.91,966.51,965.96,960.33,971.38,962.25,-,352.62,327.29,327.29,327.29,296.88,296.88
50,Tangible Book Value Per Share,8.81,8.97,9.14,9.20,9.31,9.43,9.67,10.09,10.08,10.02,10.14,10.04,-,4.91,4.55,4.55,4.55,4.13,4.13
51,Buildings,-,169.58,-,169.58,-,169.5,-,164.46,-,163.13,-,154.28,-,148.31,-,148.31,148.31,148.31,148.31
52,Machinery,-,461.86,-,380.7,-,305.89,-,251.05,-,187.18,-,173.52,-,160.19,-,135.79,135.79,117.8,117.8
53,Construction In Progress,-,13.25,-,44.89,-,2.62,-,0.8,-,0.61,-,-,-,-,-,-,-,-,-
