,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,P/OCF Ratio,28.92,28.92,703.59,-,48.72,-,23.46,-,15.81,17.21,42.68,-,-,-,-,-,-,-,-,-
10,EV/Sales Ratio,3.45,3.03,3.19,3.45,4.63,4.43,4.71,3.74,3.61,3.07,5.05,-,-,-,-,-,-,-,-,-
11,EV/EBITDA Ratio,52.05,54.08,94.00,69.33,-,37.69,30.20,25.43,24.84,21.45,36.31,-,-,-,-,-,-,-,-,-
12,EV/EBIT Ratio,-,-197.48,-,-,-,57.29,40.46,34.44,33.67,28.29,47.86,-,-,-,-,-,-,-,-,-
13,EV/FCF Ratio,-84.55,-74.29,-13.54,-,-17.25,-,-33.24,-,-73.20,-33.15,-,-,-,-,-,-,-,-,-,-
14,Debt / Equity Ratio,0.41,0.41,0.37,0.39,0.32,0.34,0.17,0.09,0.03,0.05,0.17,0.29,0.29,-,0.16,0.07,0.07,0.07,0.28,0.28
15,Debt / EBITDA Ratio,7.18,3.17,5.14,82.45,67.58,7.90,1.25,1.00,0.29,0.31,2.15,1.60,1.32,-,0.51,0.23,0.18,0.18,0.82,0.82
16,Debt / FCF Ratio,-,-11.66,-1.97,-,-1.69,-,-1.55,-,-0.75,-0.71,-,-,-,-,-,-,0.93,1.89,-,-
17,Asset Turnover,0.63,0.57,0.52,0.43,0.54,0.60,0.54,0.55,0.65,-,-,-,-,-,-,1.22,1.23,0.94,-,
18,Inventory Turnover,3.58,3.74,3.72,3.54,3.09,3.36,3.58,3.24,3.45,4.31,-,-,-,-,-,-,3.72,4.18,3.51,-
19,Quick Ratio,0.60,0.60,0.49,0.42,0.42,0.69,0.91,1.67,2.76,2.95,2.15,-,0.58,-,0.71,-,0.96,0.96,0.95,0.95
20,Current Ratio,1.22,1.22,1.17,1.13,1.12,1.46,1.46,2.76,4.24,4.06,2.73,-,1.26,-,1.62,-,1.97,1.97,1.54,1.54
21,Return on Equity (ROE),7.30%,-4.17%,-5.31%,-14.92%,2.94%,7.79%,5.67%,7.71%,13.72%,3.49%,15.87%,-,-,18.62%,20.91%,27.10%,29.12%,18.38%,-,
22,Return on Assets (ROA),2.96%,-0.84%,-1.85%,-2.47%,0.84%,4.14%,3.63%,2.56%,6.57%,-,-,-,-,-,-,15.10%,15.25%,11.54%,-,
23,Return on Capital (ROIC),3.51%,-0.99%,-2.20%,-2.90%,0.97%,4.77%,4.02%,2.84%,7.31%,3.40%,6.29%,-,-,15.51%,13.96%,18.92%,18.64%,13.75%,-,
24,Return on Capital Employed (ROCE),-,-1.10%,-,-,-,4.27%,8.62%,7.26%,7.26%,8.20%,7.08%,-,19.63%,-,25.68%,-,27.66%,19.76%,13.81%,6.90%
25,Earnings Yield,-0.93%,-1.09%,-1.83%,-0.62%,0.25%,1.88%,2.49%,2.63%,2.91%,3.05%,2.00%,-,-,-,-,-,-,-,-,-
26,FCF Yield,-1.37%,-1.61%,-8.96%,-7.64%,-6.48%,-7.75%,-2.88%,-4.60%,-1.23%,-2.56%,-3.36%,-,-,-,-,-,-,-,-,-
27,Dividend Yield,0.17%,-,-,-,0.16%,-,-,-,8.12%,-,3.77%,-,-,-,-,-,-,-,-,-
28,Payout Ratio,0.00%,13.69%,-,-,-,1103.80%,3.32%,0.68%,1.29%,363.69%,27.87%,8.27%,5.00%,3.07%,-,-,5.69%,5.69%,72.95%,72.95%
29,Buyback Yield / Dilution,2.39%,-9.50%,10.07%,-0.01%,7.87%,-10.89%,-17.99%,-33.32%,-40.82%,-21.75%,-12.54%,-,-2.54%,0.81%,-14.32%,-,-,-,-,-
30,Total Shareholder Return,2.56%,-9.50%,10.07%,-0.01%,8.03%,-10.89%,-17.99%,-33.32%,-32.70%,-21.75%,-8.77%,-,-2.54%,0.81%,-14.32%,-,-,-,-,-
