,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,13.03,-3.61,-7.85,-10.42,3.13,13.28,10.79,7.32,20.97,8.1,10.18,12.2,18.15,18.72,15.3,20.73,20.73,15.53,15.53
11,Interest Expense,-2.2,-2.14,-2.1,-2.16,-,-0.5,-0.14,-1.12,-,-1.28,-1.14,-0.81,-0.54,-0.55,-,-0.45,-0.45,-0.92,-0.92
12,Interest & Investment Income,0.01,0.01,0.02,0.04,4.15,0.06,0.06,-,2.12,0.08,0.02,0.01,0.02,0.04,-,0.05,0.05,0.01,0.01
13,Currency Exchange Gain (Loss),-2.06,2.06,-,1.37,-0.6,0.6,-,3.59,-1.69,1.69,-,-1.17,0.36,-0.36,-,-1.27,-1.27,0.05,0.05
14,Other Non Operating Income (Expenses),2.04,-0.76,0.68,-0.94,-1.69,0.34,-0.41,-3.63,3.51,0.26,-0.34,2.43,-1.96,-0.65,0,-0.06,-0.06,-0.43,-0.43
15,EBT Excluding Unusual Items,10.82,-4.45,-9.25,-12.1,4.99,13.78,10.31,6.17,24.91,8.84,8.72,12.66,16.04,17.2,15.3,19,19,14.24,14.24
16,Gain (Loss) on Sale of Investments,-,-,-0,-,0.67,-0.25,-0.42,-,-,-,-,-,-,-,-,0,0,-0,-0
17,Gain (Loss) on Sale of Assets,-0.07,0.08,-0.07,-1.93,0.01,-,-,0.01,0.03,-,0.01,-0.08,0,-0.37,-,-0.19,-0.19,-0.03,-0.03
18,Asset Writedown,0.07,-0.12,0.04,-2.19,0.05,0.14,-0.19,-0.04,-0.16,0.26,-0.27,-1.53,1.18,-2.14,-,-0.07,-0.07,-0,-0
19,Legal Settlements,-,-,-,-14.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,Other Unusual Items,1.78,0.45,-0.01,1.59,-0.02,0.02,-,6.59,-0,-5.04,5.04,3.39,-0.02,0.02,-,0.12,0.12,-,-
21,Pretax Income,12.6,-4.04,-9.28,-29.18,5.7,13.69,9.71,12.72,24.79,4.05,13.51,14.44,17.2,14.72,15.3,18.87,18.87,14.2,14.2
22,Income Tax Expense,0.43,2.79,-0.56,-3.99,0.97,1.68,0.75,0.75,2.72,-0.25,1.08,1.07,2.1,2.14,1.87,1.47,1.47,4.04,4.04
23,Earnings From Continuing Operations,12.17,-6.83,-8.72,-25.19,4.72,12,8.96,11.97,22.07,4.31,12.42,13.37,15.09,12.58,13.43,17.4,17.4,10.16,10.16
24,Minority Interest in Earnings,2.84,2.47,3.67,3.6,0.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,Net Income,15.01,-4.36,-5.05,-21.59,5.39,12,8.96,11.97,22.07,4.31,12.42,13.37,15.09,12.58,13.43,17.4,17.4,10.16,10.16
26,Net Income to Common,15.01,-4.36,-5.05,-21.59,5.39,12,8.96,11.97,22.07,4.31,12.42,13.37,15.09,12.58,13.43,17.4,17.4,10.16,10.16
27,Net Income Growth,178.29%,-,-,-,-75.55%,178.80%,-27.92%,-10.50%,46.21%,-65.78%,-7.47%,-23.15%,-13.26%,23.79%,32.10%,-,-,-,-
28,Shares Outstanding (Basic),155,127,142,142,143,141,142,154,129,120,106,109,106,106,-,106,106,93,93
29,Shares Outstanding (Diluted),156,127,142,142,143,141,142,154,129,120,106,109,106,106,-,106,106,93,93
30,Shares Change (YoY),9.50%,-10.07%,0.01%,-7.87%,10.89%,17.99%,33.32%,40.82%,21.75%,12.54%,-,2.54%,-0.81%,14.32%,-,-,-,-,-
31,EPS (Basic),0.10,-0.03,-0.04,-0.15,0.04,0.08,0.06,0.08,0.17,0.04,0.12,0.12,0.14,0.12,-,0.16,0.16,0.11,0.11
32,EPS (Diluted),0.10,-0.03,-0.04,-0.15,0.04,0.08,0.06,0.08,0.17,0.04,0.12,0.12,0.14,0.12,-,0.16,0.16,0.11,0.11
33,EPS Growth,154.14%,-,-,-,-77.96%,136.29%,-45.93%,-36.45%,20.09%,-69.59%,-,-24.49%,-11.90%,8.28%,-,-,-,-,-
34,Free Cash Flow,16.06,1.03,-78.16,37.53,-85.63,11.64,-87.77,4.18,8.22,-7.45,-26.38,-18.3,-23.97,-,-,9.32,9.32,-0.16,-0.16
35,Free Cash Flow Per Share,0.10,0.01,-0.55,0.27,-0.60,0.08,-0.62,0.03,0.06,-0.06,-0.25,-0.17,-0.23,-,-,0.09,0.09,-0.00,-0.00
36,Dividend Per Share,-,-,-,0.021,-,-,-,0.408,-,0.561,-,-,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-94.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,28.13%,22.13%,21.01%,17.91%,29.43%,30.67%,29.30%,30.15%,28.20%,23.67%,25.90%,23.49%,30.17%,27.78%,29.55%,32.27%,32.27%,34.04%,34.04%
39,Operating Margin,7.57%,-2.37%,-5.67%,-9.12%,2.49%,10.95%,10.66%,7.47%,16.24%,7.59%,10.09%,8.88%,15.68%,15.34%,14.63%,19.84%,19.84%,19.63%,19.63%
40,Profit Margin,8.72%,-2.86%,-3.65%,-18.90%,4.29%,9.90%,8.85%,12.22%,17.09%,4.04%,12.32%,9.73%,13.04%,10.31%,12.84%,16.66%,16.66%,12.84%,12.84%
41,Free Cash Flow Margin,9.33%,0.68%,-56.50%,32.86%,-68.04%,9.59%,-86.70%,4.27%,6.36%,-6.99%,-26.15%,-13.32%,-20.71%,-,-,8.92%,8.92%,-0.21%,-0.21%
42,EBITDA,21.65,11.68,0.78,-1.79,7.36,18.53,15.02,11.55,25.06,12.25,14.27,16.29,21.3,22.71,18.44,23.98,23.98,18.57,18.57
43,EBITDA Margin,12.58%,7.66%,0.56%,-1.57%,5.85%,15.28%,14.84%,11.79%,19.41%,11.48%,14.15%,11.85%,18.40%,18.60%,17.64%,22.95%,22.95%,23.47%,23.47%
44,D&A For EBITDA,8.63,15.3,8.63,8.63,4.23,5.25,4.23,4.23,4.09,4.15,4.09,4.09,3.14,3.98,3.14,3.25,3.25,3.04,3.04
45,EBIT,13.03,-3.61,-7.85,-10.42,3.13,13.28,10.79,7.32,20.97,8.1,10.18,12.2,18.15,18.72,15.3,20.73,20.73,15.53,15.53
46,EBIT Margin,7.57%,-2.37%,-5.67%,-9.12%,2.49%,10.95%,10.66%,7.47%,16.24%,7.59%,10.09%,8.88%,15.68%,15.34%,14.63%,19.84%,19.84%,19.63%,19.63%
47,Effective Tax Rate,3.39%,-,-,-,17.09%,12.29%,7.72%,5.93%,10.96%,-,8.02%,7.39%,12.23%,14.55%,12.24%,7.77%,7.77%,28.44%,28.44%
48,Revenue as Reported,172.17,152.51,138.33,114.21,125.84,121.28,101.24,97.97,129.12,106.66,100.87,137.39,115.76,226.6,-,-,-,-,-
