,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,Interest & Investment Income,0.3,-,7.13,2.86,3.04,2.1,2.88,6.4,2.78,1.9,0.05,0.6,0.46,0.32,0.46,0.24,0.24,0.04,0.04
13,Currency Exchange Gain (Loss),-0.09,0.09,-,0.12,-0.17,0.17,-,0.23,-0.12,0.12,-,-0.04,0,-0,-,-0.03,-0.03,0,0
14,Other Non Operating Income (Expenses),1.27,4.09,-4.56,-0.06,0.15,-0.28,-,-0.3,2.58,-2.55,-0.01,1.55,-0.08,0.09,-0.2,-1,0.25,-0.04,-0.04
15,EBT Excluding Unusual Items,9.39,15.13,8.29,9.55,16.05,15.35,10.27,10.39,24.19,24.07,15.17,19.29,20.74,26.67,15.35,17.92,22.22,17.06,17.06
16,Gain (Loss) on Sale of Investments,-0.03,-0.36,-0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-0,-0
17,Gain (Loss) on Sale of Assets,-0.01,0.01,0.13,-,0,0.04,-,0,-,-,0.03,1.14,0,-,0.1,1.32,1.32,0,0
18,Asset Writedown,1.61,-0.31,0.31,0.34,-0.37,-0.34,0.34,-1.13,1.13,-0.98,0.98,1.23,-1.23,-,-,-0,-0,-0,-0
19,Other Unusual Items,0.17,-0.01,0.02,-8.45,-0.22,0.22,-,5.89,-,-,-,5.38,-,-,-,4.32,0.02,-,-
20,Pretax Income,11.13,14.47,8.75,1.45,15.46,15.27,10.6,15.16,25.32,23.09,16.18,27.04,19.51,26.67,15.44,23.56,23.56,17.05,17.05
21,Income Tax Expense,0.41,1.4,-0.06,-0.26,0.95,0.9,0.32,-8.39,2.85,2.06,1.59,2.9,1.77,2.41,2.02,3.05,3.05,1.94,1.94
22,Net Income,10.71,13.07,8.81,1.71,14.51,14.37,10.28,23.55,22.47,21.04,14.59,24.14,17.74,24.26,13.42,20.52,20.52,15.11,15.11
23,Net Income to Common,10.71,13.07,8.81,1.71,14.51,14.37,10.28,23.55,22.47,21.04,14.59,24.14,17.74,24.26,13.42,20.52,20.52,15.11,15.11
24,Net Income Growth,-26.18%,-9.02%,-14.31%,-92.73%,-35.40%,-31.70%,-29.51%,-2.43%,26.64%,-13.27%,8.70%,17.65%,-13.53%,60.51%,-11.20%,-,-,-,-
25,Shares Outstanding (Basic),96,102,98,98,101,97,103,99,101,89,77,76,74,76,75,75,75,75,75
26,Shares Outstanding (Diluted),96,102,98,98,101,97,103,99,101,89,77,76,74,76,75,75,75,75,75
27,Shares Change (YoY),-4.71%,4.90%,-4.79%,-0.47%,-0.19%,9.30%,33.92%,30.81%,37.17%,16.77%,2.98%,0.72%,-1.39%,1.53%,-0.59%,-,-,-,-
28,EPS (Basic),0.11,0.13,0.09,0.02,0.14,0.15,0.10,0.24,0.22,0.24,0.19,0.32,0.24,0.32,0.18,0.27,0.27,0.20,0.20
29,EPS (Diluted),0.11,0.13,0.09,0.02,0.14,0.15,0.10,0.24,0.22,0.24,0.19,0.32,0.24,0.32,0.18,0.27,0.27,0.20,0.20
30,EPS Growth,-22.53%,-13.27%,-10.00%,-92.70%,-35.28%,-37.51%,-47.37%,-25.41%,-7.68%,-25.73%,5.56%,16.81%,-12.31%,59.27%,-10.00%,-,-,-,-
31,Free Cash Flow,28.76,-39.19,-31.49,27.17,-17.88,36.84,-78.41,-25.59,2.49,-69.57,-64.37,-67.39,-22.81,30.12,-33.46,-4.9,-4.9,-5.01,-5.01
32,Free Cash Flow Per Share,0.30,-0.38,-0.32,0.28,-0.18,0.38,-0.76,-0.26,0.02,-0.78,-0.84,-0.89,-0.31,0.40,-0.45,-0.07,-0.07,-0.07,-0.07
33,Dividend Per Share,-,-,-,0.300,-,-,-,0.500,-,-,-,-,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-40.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,16.81%,19.98%,15.39%,14.96%,17.51%,16.75%,14.20%,16.20%,21.23%,21.32%,17.91%,16.48%,23.23%,22.43%,19.53%,23.98%,23.98%,22.62%,22.62%
36,Operating Margin,5.24%,8.34%,3.57%,4.59%,7.44%,7.64%,4.96%,2.56%,11.44%,15.11%,9.63%,10.54%,13.38%,14.17%,10.88%,13.09%,15.23%,14.23%,14.23%
37,Profit Margin,7.10%,8.13%,5.49%,1.13%,8.28%,8.18%,6.90%,14.05%,13.57%,12.88%,9.28%,14.79%,11.65%,13.09%,9.66%,14.33%,14.33%,12.42%,12.42%
38,Free Cash Flow Margin,19.07%,-24.37%,-19.64%,17.99%,-10.20%,20.98%,-52.63%,-15.27%,1.51%,-42.61%,-40.97%,-41.28%,-14.98%,16.26%,-24.09%,-3.42%,-3.42%,-4.11%,-4.11%
39,EBITDA,21.75,31.73,19.56,20.77,19.62,25.65,13.98,10.87,25.77,31.39,21.95,24.02,27.24,33.09,21.98,25.91,28.51,24.09,24.09
40,EBITDA Margin,14.42%,19.74%,12.20%,13.75%,11.20%,14.61%,9.38%,6.49%,15.56%,19.23%,13.97%,14.72%,17.88%,17.86%,15.82%,18.10%,19.91%,19.80%,19.80%
41,D&A For EBITDA,13.84,18.32,13.84,13.84,6.59,12.23,6.59,6.59,6.82,6.73,6.82,6.82,6.86,6.83,6.86,7.17,6.71,6.79,6.79
42,EBIT,7.9,13.41,5.72,6.92,13.04,13.42,7.39,4.28,18.95,24.66,15.13,17.2,20.38,26.26,15.12,18.75,21.81,17.31,17.31
43,EBIT Margin,5.24%,8.34%,3.57%,4.59%,7.44%,7.64%,4.96%,2.56%,11.44%,15.11%,9.63%,10.54%,13.38%,14.17%,10.88%,13.09%,15.23%,14.23%,14.23%
44,Effective Tax Rate,3.71%,9.65%,-,-,6.13%,5.92%,3.03%,-,11.26%,8.91%,9.82%,10.74%,9.09%,9.05%,13.09%,12.93%,12.93%,11.38%,11.38%
45,Revenue as Reported,150.81,160.78,160.34,150.99,175.23,175.56,148.98,167.57,165.6,163.27,157.11,163.24,152.32,185.29,138.92,264.85,264.85,-,-
