,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,-,1230,56.64,1308,66.15,1354,63.97,1334,47.46,1070,55.39,1144,44.89,75.03,57.47,42.65,32.72,-,34,-
10,Total Current Assets,-,4242,4307,4237,4264,4330,4355,4675,5249,4845,4975,4787,4699,4437,4418,2620,2549,-,2185,-
11,"Property, Plant & Equipment",-,448.96,447.58,462.56,471.22,427.99,438.98,430.88,441.56,441.09,418.53,419.14,417.46,416.35,376.68,354.36,362.83,-,353.89,-
12,Goodwill,-,34.53,34.59,34.65,34.71,32.09,32.09,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,-,102.09,104.78,110.95,113.78,108.94,111.34,99.59,100.56,101,99.91,99.17,100.05,99.99,101.7,103.53,106.5,-,103.35,-
14,Long-Term Deferred Tax Assets,-,78.83,79.4,83.74,81.86,81.27,77.04,61.05,64.93,68.99,67.65,68.25,64.46,68.05,61.05,60.79,56.48,-,55.94,-
15,Long-Term Deferred Charges,-,78.68,85.45,92.41,100.01,104.52,105.41,102.93,96.68,102.89,98.53,87.71,92.77,86.2,92.63,93.47,92.29,-,90.93,-
16,Other Long-Term Assets,-,32.58,36.48,31.41,31.05,76.15,71.07,62.59,63,59.64,93.43,38.75,29.66,38.8,52.13,14.17,7.5,-,16.62,-
17,Total Assets,-,5017,5095,5052,5097,5161,5191,5432,6016,5619,5753,5500,5403,5146,5102,3247,3175,-,2806,-
18,Accounts Payable,-,291.99,161.88,348.33,194.59,412.9,182.92,476.68,159.68,386.26,460.31,385.34,349.19,311.68,329.05,68.18,262.88,-,95.5,-
19,Accrued Expenses,-,96.44,293.14,83.88,277.59,89.63,363.11,90.21,426.81,99.3,153.67,83.77,134.47,82.31,116.17,271.45,124.03,-,262.77,-
20,Short-Term Debt,-,-,8.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,Current Portion of Leases,-,4.67,4.64,4.57,4.72,4.73,4.58,4.49,4.49,4.71,5.31,4.55,4.88,5.68,4.44,-,-,-,-,-
22,Current Income Taxes Payable,-,27.79,6.67,21.01,6.9,18.87,15.96,45.76,34.31,14.31,50.85,38.08,35.06,46.18,51.98,35.04,43.42,-,43.03,-
23,Current Unearned Revenue,-,40.57,58.09,75.25,91.98,60.16,55.97,44.79,46.11,41.72,42.15,35.04,28.09,42.48,56.91,22.92,37.8,-,22.23,-
24,Other Current Liabilities,-,505.96,531.2,499.42,510.74,521.38,510.85,581.41,217.49,189.86,191.12,188.32,181.93,172.88,168.28,161.44,142.66,-,124.76,-
25,Total Current Liabilities,-,967.43,1064,1032,1087,1108,1133,1243,888.89,736.17,903.4,735.1,733.63,661.22,726.84,559.03,610.79,-,548.29,-
26,Long-Term Leases,-,1.89,4.17,4.7,5.88,7.06,8.9,8.25,9.53,9.51,11.16,12.67,12.37,20.99,21.24,-,-,-,-,-
27,Long-Term Unearned Revenue,-,27.97,29.36,27.97,28.89,26.48,27.69,27.5,30.53,32.07,34.89,36.32,38.05,40.2,36.32,37.77,30.3,-,30.04,-
28,Long-Term Deferred Tax Liabilities,-,11.95,11.99,13.39,13.03,13.42,14.57,8.82,10.64,9.32,11.33,11.58,11.08,11.94,10.46,8.33,8.48,-,8.16,-
29,Other Long-Term Liabilities,-,84.78,84.23,84.69,88.14,70.1,78.16,73.19,70.05,62.79,69.28,68.21,70.51,70.73,69.62,64.61,60.88,-,53.38,-
30,Total Liabilities,-,1094,1194,1163,1222,1225,1263,1361,1010,849.86,1030,863.89,865.64,805.08,864.48,669.74,710.44,-,639.86,-
31,Common Stock,-,400,400,400,400,400,400,400,400,400,400,400,400,400,400,358.59,358.59,-,358.59,-
32,Additional Paid-In Capital,-,1318,1318,1318,1318,1337,1337,1337,2367,2351,2350,2350,2349,2348,2365,1004,1003,-,996.93,-
33,Retained Earnings,-,2276,2233,2223,2188,2197,2187,2334,2239,2018,1973,1881,1783,1587,1461,1204,1092,-,801.7,-
34,Treasury Stock,-,-80.01,-57.49,-57.49,-36.53,-3.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Total Common Equity,3914,3914,3893,3883,3869,3932,3924,4070,5006,4769,4723,4630,4532,4334,4227,2566,2454,-,2157,1872
36,Minority Interest,-,9.33,8.24,6.14,5.2,4.29,4.16,0.1,0.15,0.16,0.14,6.05,6.09,6.6,11.29,10.58,10.36,-,8.45,-
37,Shareholders' Equity,3923,3923,3901,3889,3874,3936,3928,4071,5006,4769,4723,4636,4538,4341,4238,2577,2464,-,2166,1879
38,Total Liabilities & Equity,-,5017,5095,5052,5097,5161,5191,5432,6016,5619,5753,5500,5403,5146,5102,3247,3175,-,2806,-
39,Total Debt,6.56,6.56,17.38,9.27,10.6,11.79,13.48,12.75,14.02,14.22,16.47,17.22,17.25,26.67,25.68,-,-,-,-,-
40,Net Cash (Debt),1990,1990,3171,1808,3069,1807,3036,2056,3898,2637,3709,2655,3643,3380,3324,1653,1601,-,1338,1812
41,Net Cash Growth,-35.17%,10.15%,4.45%,-12.09%,-21.26%,-31.49%,-18.15%,-22.53%,7.00%,-21.97%,11.58%,60.60%,127.49%,-,148.45%,-8.80%,-,-,-,-
42,Net Cash Per Share,4.84,5.07,7.51,4.66,7.24,4.72,7.48,5.24,9.73,6.51,9.27,6.70,9.06,8.49,9.28,4.61,4.48,-,3.73,-
43,Filing Date Shares Outstanding,411.04,397.29,398.4,398.4,399.08,382.46,400,400,400,400,400,400,400,400,400,358.59,358.59,360.34,358.59,-
44,Total Common Shares Outstanding,411.04,397.29,398.4,398.4,399.08,382.46,400,400,400,400,400,400,400,400,400,358.59,358.59,360.34,358.59,-
45,Working Capital,-,3274,3243,3204,3177,3222,3222,3431,4360,4109,4072,4052,3965,3775,3691,2061,1938,-,1637,-
46,Book Value Per Share,9.85,9.85,9.77,9.75,9.69,10.28,9.81,10.18,12.51,11.92,11.81,11.58,11.33,10.84,10.57,7.16,6.84,-,6.02,5.22
47,Tangible Book Value,3777,3777,3754,3737,3720,3791,3781,3971,4905,4668,4623,4531,4431,4234,4125,2463,2347,-,2054,1746
48,Tangible Book Value Per Share,9.51,9.51,9.42,9.38,9.32,9.91,9.45,9.93,12.26,11.67,11.56,11.33,11.08,10.59,10.31,6.87,6.55,-,5.73,4.87
49,Buildings,-,-,313.47,-,318.41,-,267.93,-,254.32,-,254.32,-,254.32,-,254.32,254.32,254.32,-,249.37,-
50,Machinery,-,-,587.01,-,584.24,-,576.13,-,564.87,-,510.75,-,488.23,-,418.29,413.26,414.72,-,392.84,-
