,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
45,Net Cash Growth,47.76%,55.66%,-38.56%,-37.16%,-41.48%,32.68%,454.62%,13.04%,-39.46%,11.51%
46,Net Cash Per Share,1.17,1.54,0.77,0.98,1.25,1.54,2.12,1.20,0.41,1.14
47,Filing Date Shares Outstanding,4151,4223,4249,4225,4176,4224,4238,4085,3929,3884
48,Total Common Shares Outstanding,4151,4223,4249,4225,4176,4224,4238,4085,3929,3884
49,Working Capital,13008,13562,9737,9151,11661,11274,16538,9706,6238,6801
50,Book Value Per Share,9.79,9.55,8.88,8.29,8.25,7.64,7.84,5.03,3.47,3.29
51,Tangible Book Value,38650,38290,35665,32969,32368,30148,31301,19987,13043,12183
52,Tangible Book Value Per Share,9.31,9.07,8.39,7.80,7.75,7.14,7.39,4.89,3.32,3.14
53,Land,-,6195,-,2114,-,2097,-,301.16,-,-
54,Machinery,-,7632,-,6029,-,4997,-,2662,-,2197
55,Construction In Progress,-,13750,-,15935,-,10873,-,8911,-,3818
56,Leasehold Improvements,-,3357,-,2581,-,1795,-,1305,-,1153
57,Order Backlog,146101,-,-,-,123716,-,80488,-,66857,-
