,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
20,Current Portion of Long-Term Debt,6.09,7.14,7.1,7.15,5.12,-,2.1,1.56,-,-,-,-,-,-,-,-,-,-,-,-
21,Current Portion of Leases,-,-,-,-,-,-,-,-,2.91,3.4,0.06,0.06,0.19,0.19,-,-,-,-,-,-
22,Current Income Taxes Payable,6.6,0.02,4.04,0.01,1.27,-,0.49,0,3.56,4.2,6.26,3.48,4.36,5.38,0.78,0.01,-,0,-,0
23,Current Unearned Revenue,7.85,7.57,7.92,9.13,5.12,-,4.36,2.15,2.5,2.12,3.1,3.05,2.88,1.51,3.29,1.85,-,1.39,-,-
24,Other Current Liabilities,16.55,0.89,17.23,2.02,0.57,-,19.17,1.44,18.8,1.31,19.48,5.17,23.43,3.06,21.46,3.14,-,7.91,-,16.88
25,Total Current Liabilities,272.12,301.2,265.6,268.62,234.83,-,161.98,157.22,193.79,181.76,141.83,157.31,183.25,159.68,127.97,146.58,-,165.4,-,125.86
26,Long-Term Debt,51.03,50.77,51.58,52.24,51.81,-,18.91,13.89,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,-,-,-,-,-,-,-,-,1.51,1.75,5.97,-,-,-,0.32,-,-,-,-,-
28,Long-Term Unearned Revenue,3.19,3.29,3.38,3.47,1.5,-,1.56,1.6,1.68,1.77,1.86,1.96,2.07,2.17,2.27,2.38,-,2.58,-,2.79
29,Long-Term Deferred Tax Liabilities,7.09,7.67,8.47,8.44,7.49,-,1.35,-,-,-,-,-,-,-,-,-,-,-,-,0.03
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142.36,-,-,-
31,Total Liabilities,333.44,362.92,329.03,332.76,295.63,-,183.81,172.7,196.98,185.29,149.66,159.27,185.31,161.85,130.56,148.96,142.36,167.99,-,128.68
32,Common Stock,120.01,120.01,120.01,120.01,120.01,-,120.01,120.01,120.01,120.01,66.67,66.67,66.67,66.67,66.67,50,456.87,50,-,50
33,Additional Paid-In Capital,594.36,594.36,594.36,594.36,594.36,-,594.36,594.36,594.36,594.36,647.7,647.7,647.7,647.7,647.7,224.83,-,224.83,-,224.83
34,Retained Earnings,457.12,433.76,434.25,405.71,390.56,-,373.88,346.03,321.89,301.35,305.33,278.79,259.25,237.5,233.75,199.09,-,160.79,-,106.05
35,Total Common Equity,1171,1148,1149,1120,1105,-,1088,1060,1036,1016,1020,993.15,973.62,951.86,948.12,473.92,456.87,435.62,380.88,380.88
36,Minority Interest,0.97,1.07,0.85,0.86,0.84,-,0.51,0.56,0.45,0.29,-,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,1172,1149,1149,1121,1106,-,1089,1061,1037,1016,1020,993.15,973.62,951.86,948.12,473.92,456.87,435.62,380.88,380.88
38,Total Liabilities & Equity,1506,1512,1478,1454,1401,-,1273,1234,1234,1201,1169,1152,1159,1114,1079,622.87,599.23,603.61,-,509.56
39,Total Debt,98.14,146.3,118.52,111.81,80.78,-,47.25,31.2,18.66,10.58,22.51,11.73,10.44,4.5,2.28,39.82,-,67.46,38.55,38.55
40,Net Cash (Debt),-28.03,-38.61,-7.68,55.52,52.15,-,156.03,200.06,271.8,305.58,350.87,429.76,295.18,319.64,324.23,37.1,-,2.67,34.29,34.29
41,Net Cash Growth,-,-,-,-72.25%,-80.81%,-,-55.53%,-53.45%,-7.92%,-4.40%,8.22%,1058.54%,-,11863.95%,845.65%,8.19%,-,-,-,-
42,Net Cash Per Share,-0.24,-0.31,-0.06,0.47,0.43,-,1.29,1.66,2.25,2.52,2.91,3.61,2.51,3.15,2.70,0.41,-,0.03,0.38,0.38
43,Filing Date Shares Outstanding,120.01,120.01,120.01,120.01,120.01,118.13,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,90,89.69,90
44,Total Common Shares Outstanding,120.01,120.01,120.01,120.01,120.01,118.13,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,90,90,90,89.69,90
45,Working Capital,481.21,454.72,464.58,453.1,506.13,-,562.55,559.05,622.66,640.47,699.17,704.44,706.13,696.24,716.66,255.99,-,239.33,-,239.12
46,Book Value Per Share,9.76,9.57,9.57,9.33,9.21,-,9.07,8.84,8.64,8.46,8.50,8.28,8.11,7.93,7.90,5.27,5.08,4.84,4.23,4.23
47,Tangible Book Value,1122,1099,1099,1070,1055,-,1037,1009,984.63,963.76,967.69,940.82,921.25,899.23,895.32,420.87,456.87,393.73,370.06,370.06
48,Tangible Book Value Per Share,9.35,9.16,9.16,8.92,8.79,-,8.64,8.41,8.20,8.03,8.06,7.84,7.68,7.49,7.46,4.68,5.08,4.37,4.11,4.11
49,Buildings,-,263.24,-,263.03,-,-,-,90.18,-,34.94,-,34.94,-,34.94,-,34.94,-,34.94,-,34.94
50,Machinery,-,412.55,-,359.65,-,-,-,270.89,-,200.47,-,196.06,-,181.66,-,167.94,-,155.01,-,151.46
51,Construction In Progress,-,185.13,-,196.67,-,-,-,203.68,-,138.48,-,87.99,-,62.56,-,45.42,-,36.78,-,15.41
