,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
20,Net Income,121.26,-34.83,137.33,-12.95,229.35,-13.43,141.44,194.92,181.16,-37.01,138.88,182.7,184.94,-56.91,132.2,-46.84,169.79,-42.06,99.89
21,Net Income to Common,121.26,-34.83,137.33,-12.95,229.35,-13.43,141.44,194.92,181.16,-37.01,138.88,182.7,184.94,-56.91,132.2,-46.84,169.79,-42.06,99.89
22,Net Income Growth,-47.13%,-,-2.90%,-,26.60%,-,1.84%,6.69%,-2.04%,-,5.06%,-,8.92%,-,32.34%,-,-,-,-
23,Shares Outstanding (Basic),444,445,444,444,444,444,445,444,444,445,444,444,415,400,400,400,400,400,-
24,Shares Outstanding (Diluted),444,445,444,444,444,444,445,444,444,445,444,444,415,400,400,400,400,400,-
25,Shares Change (YoY),-0.05%,0.02%,-0.01%,0.00%,0.01%,-0.01%,0.02%,0.01%,7.15%,11.09%,11.11%,11.10%,3.70%,0.04%,-,-,-,-,-
26,EPS (Basic),0.27,-0.08,0.31,-0.03,0.52,-0.03,0.32,0.44,0.41,-0.08,0.31,0.41,0.45,-0.14,0.33,-0.12,0.42,-0.11,-
27,EPS (Diluted),0.27,-0.08,0.31,-0.03,0.52,-0.03,0.32,0.44,0.41,-0.08,0.31,0.41,0.45,-0.14,0.33,-0.12,0.42,-0.11,-
28,EPS Growth,-47.10%,-,-2.89%,-,26.59%,-,1.82%,6.67%,-8.59%,-,-5.45%,-,5.04%,-,-,-,-,-,-
29,Free Cash Flow,70.82,-87.63,-16.99,109.13,-124.59,461.85,-123.96,155.87,-178.22,116.03,183.06,133.67,139.01,63.58,-107.07,265.35,55.83,38.09,-138.6
30,Free Cash Flow Per Share,0.16,-0.20,-0.04,0.25,-0.28,1.04,-0.28,0.35,-0.40,0.26,0.41,0.30,0.34,0.16,-0.27,0.66,0.14,0.10,-
31,Dividend Per Share,-,-,-,0.080,-,-,-,0.110,-,-,-,0.100,-,-,-,-,-,-,-
32,Dividend Growth,-,-,-,-27.27%,-,-,-,10.00%,-,-,-,-,-,-,-,-,-,-,-
33,Gross Margin,44.85%,22.39%,48.50%,28.55%,45.80%,29.94%,47.48%,29.58%,46.56%,40.20%,46.25%,34.35%,48.87%,31.12%,46.94%,24.48%,45.02%,40.05%,48.21%
34,Operating Margin,25.35%,-61.08%,25.76%,-53.49%,29.35%,-20.01%,22.84%,33.85%,31.52%,-40.60%,21.18%,27.34%,32.75%,-45.11%,22.44%,-51.77%,27.30%,-45.38%,20.43%
35,Profit Margin,19.17%,-28.15%,21.28%,-6.39%,28.28%,-6.30%,22.89%,52.21%,28.71%,-23.37%,21.59%,47.50%,28.88%,-31.66%,22.57%,-19.37%,24.26%,-41.54%,20.08%
36,Free Cash Flow Margin,11.20%,-70.81%,-2.63%,53.90%,-15.36%,216.78%,-20.06%,41.75%,-28.25%,73.27%,28.46%,34.75%,21.71%,35.38%,-18.28%,109.74%,7.98%,37.62%,-27.87%
37,EBITDA,178.67,-56.7,184.56,-89.98,256.88,-24.37,159.94,145.21,218.5,-45.25,155.89,124.8,229.7,-61.34,145.93,-105.22,210.56,-22.51,117.26
38,EBITDA Margin,28.25%,-45.82%,28.60%,-44.44%,31.67%,-11.44%,25.89%,38.90%,34.63%,-28.58%,24.24%,32.45%,35.87%,-34.13%,24.91%,-43.52%,30.08%,-22.23%,23.58%
39,D&A For EBITDA,18.32,18.88,18.32,18.32,18.85,18.27,18.85,18.85,19.64,19.04,19.64,19.64,19.94,19.72,14.45,19.94,19.47,23.44,15.64
40,EBIT,160.35,-75.59,166.24,-108.3,238.03,-42.64,141.09,126.36,198.86,-64.3,136.25,105.16,209.75,-81.06,131.47,-125.17,191.1,-45.95,101.62
41,EBIT Margin,25.35%,-61.08%,25.76%,-53.49%,29.35%,-20.01%,22.84%,33.85%,31.52%,-40.60%,21.18%,27.34%,32.75%,-45.11%,22.44%,-51.77%,27.30%,-45.38%,20.43%
42,Effective Tax Rate,18.67%,-,17.23%,-,0.00%,-,0.00%,-,0.00%,-,0.00%,0.00%,-,-,-,-,-,-,-
43,Revenue as Reported,632.52,123.76,645.23,202.49,811.09,213.05,617.79,373.3,630.89,158.36,643.22,384.65,640.42,179.72,585.81,241.8,1299,-,-
