,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Current Income Taxes Payable,30.79,2.38,45.62,0.36,14.36,0.35,4.96,0.35,6.19,0.35,3.14,0.35,6.42,-,11.85,0.37,-,0.35,-
23,Current Unearned Revenue,200.86,187.08,186.42,276.41,191.37,397.08,189.5,264.13,203.96,376.66,339.27,279.53,220.81,250.71,140.01,253,-,193.26,-
24,Other Current Liabilities,51.27,137.13,51.06,102.4,51.07,160.17,69.38,89.52,46.94,37.71,55.56,47.96,61.1,70.31,42.62,39.65,-,53.49,-
25,Total Current Liabilities,916.08,756.7,956.77,839.86,968.14,1018,832.53,860.38,761.69,837.44,938.48,724.88,832.2,705.8,717.68,703.46,-,740.17,-
26,Long-Term Unearned Revenue,55.69,56.63,59.67,61.58,68.73,69.03,69.24,70.48,74.39,79.94,80.64,82.95,85.79,87.03,89.11,91.65,-,94.66,-
27,Long-Term Deferred Tax Liabilities,0.3,0.22,0.37,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Other Long-Term Liabilities,788.4,15.58,779.37,17.43,712.57,20.2,694.02,21.85,944.97,23.24,920.51,26.4,1043,1033,1023,34.5,-,45.84,-
29,Total Liabilities,1760,1597,1796,1676,1749,1790,1596,1616,1781,1850,1940,1717,1961,1826,1830,1808,-,1893,-
30,Common Stock,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,400,400,400,-,400,-
31,Additional Paid-In Capital,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,993.9,993.9,993.9,-,993.9,-
32,Retained Earnings,2210,2088,2158,2020,2033,1804,1866,1725,1530,1349,1430,1291,1109,923.66,998.17,865.97,-,743.02,-
33,Comprehensive Income & Other,0.65,0.38,1.89,1.61,75.75,76.53,74.76,74.52,56.62,56.72,56.81,56.81,135.55,135.55,135.7,135.68,-,92.01,-
34,Shareholders' Equity,3833,3712,3782,3645,3732,3503,3564,3422,3209,3028,3110,2971,2867,2453,2528,2396,-,2229,2182
35,Total Liabilities & Equity,5594,5309,5578,5321,5481,5293,5160,5038,4990,4878,5049,4688,4828,4279,4357,4203,-,4122,-
36,Total Debt,-,-,-,-,-,-,-,-,0.09,0.09,0.09,0.09,-,-,-,-,-,-,-
37,Net Cash (Debt),2499,2456,2527,2559,2431,2625,2171,2281,2110,2281,2194,2014,1879,1508,1429,1526,-,1213,1298
38,Net Cash Growth,2.76%,-6.42%,16.37%,12.18%,15.22%,15.09%,-1.06%,13.23%,12.31%,51.26%,53.58%,32.01%,-,24.31%,10.07%,-,-,-,-
39,Net Cash Per Share,5.62,5.53,5.68,5.76,5.47,5.91,4.88,5.13,4.75,5.13,4.94,4.53,4.53,3.77,3.57,3.82,-,3.03,-
40,Filing Date Shares Outstanding,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,400,400,399.97,400,-
41,Total Common Shares Outstanding,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,444.44,400,400,400,399.97,400,-
42,Working Capital,2312,2176,2236,2100,2193,1963,2025,1876,1969,1816,1870,1702,1731,1332,1380,1224,-,1081,-
43,Book Value Per Share,8.62,8.35,8.51,8.20,8.40,7.88,8.02,7.70,7.22,6.81,7.00,6.68,6.45,6.13,6.32,5.99,-,5.57,5.46
44,Tangible Book Value,3585,3461,3530,3390,3475,3244,3302,3158,2944,2760,2839,2698,2592,2177,2249,2114,-,1945,1894
45,Tangible Book Value Per Share,8.07,7.79,7.94,7.63,7.82,7.30,7.43,7.11,6.62,6.21,6.39,6.07,5.83,5.44,5.62,5.29,-,4.86,4.73
46,Buildings,-,2151,-,2151,-,2128,-,2127,-,2126,-,2126,-,-,-,2122,-,2119,-
47,Machinery,-,191.76,-,156.14,-,154.61,-,154.88,-,152.79,-,151.71,-,-,-,148.09,-,140.91,-
48,Construction In Progress,-,284.73,-,301.03,-,271.47,-,226.7,-,117.34,-,115.9,-,-,61.93,61.15,-,63.04,-
