,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
9,Other Current Assets,20.95,7.75,28.98,4.19,19.53,6.97,16.97,6.72,22.99,7.01,10.84,5.8,6.38,3.46,2.64,10.68,10.66,3.9,-,2.4
10,Total Current Assets,1098,1075,1032,966.01,881.54,780.04,832.1,860.1,796.4,892.71,470.61,554.02,569.41,555.04,570.98,234.51,231.64,207.16,-,201.75
11,"Property, Plant & Equipment",1333,1298,1201,1105,1098,1010,968.8,881.53,741.56,617.7,547.55,501.61,401.7,380.3,359.39,355.96,330.39,292.93,-,287.2
12,Other Intangible Assets,23.56,23.96,24.48,24.96,24.93,23.99,24.01,23.93,23.05,23.46,20.12,19.39,19.57,19.75,19.74,19.85,20.01,20.18,-,6.06
13,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6
14,Long-Term Deferred Tax Assets,32.54,20.91,29.03,28.09,26.3,20.58,16.53,18.3,8.01,8.07,9.15,7.63,7.36,6.34,6.77,6.51,6.06,5.2,-,4.62
15,Long-Term Deferred Charges,4.44,4.83,5.22,5.61,5.85,4.56,4.86,3.64,3.86,3.08,3.25,3.41,-,-,-,-,-,-,-,-
16,Other Long-Term Assets,24.61,42.3,74.26,81.01,49.71,93.51,67.44,107.88,173.14,135.75,117.19,63.35,56.45,19.08,11.05,1.54,7.29,21.76,-,30.82
17,Total Assets,2516,2465,2366,2210,2086,1932,1914,1895,1746,1681,1168,1149,1054,980.5,967.94,618.38,595.39,547.24,-,531.05
18,Accounts Payable,215.96,241.57,248.57,217.67,245.62,228.28,173.91,178.61,162.14,161.77,101.54,80.66,51.04,41.57,31.94,19.6,19.14,31.34,-,11.12
19,Accrued Expenses,24.44,20.62,13.07,24.46,23.41,17.86,10.26,19.75,18.68,14.91,8.61,18.18,15.51,12.66,5.6,14.14,8.6,7.97,-,12.64
20,Short-Term Debt,270.97,232.43,147.15,70.06,32.22,38.04,54.06,74.08,67.86,36.04,-,-,-,9.01,11.01,43.92,39.09,30.26,-,14
21,Current Portion of Long-Term Debt,41.97,44.74,32.67,14.73,13.1,7.22,8.31,7.22,-,-,-,-,13.78,14.44,15.05,14.32,23.62,14.19,-,22.32
22,Current Portion of Leases,-,1.16,-,1.13,-,1.1,-,1.07,1.06,1.05,1.03,0.79,-,-,-,1.54,3.02,4.46,-,5.68
23,Current Income Taxes Payable,0.36,0.02,0.28,-,0.6,0,0.25,-,0.42,2.12,2.72,5.83,5.63,3.57,4.87,2.63,5.63,4.41,-,3.44
24,Current Unearned Revenue,3,2.43,2.61,5.04,3.71,5.84,3.02,4.3,2.57,6.2,1.41,2.57,0.8,4.09,1.15,2.96,1.36,2.03,-,1.62
25,Other Current Liabilities,78.72,85.32,106.65,124.3,101.86,59.96,83.61,71.55,64.46,58.78,35.25,79.49,62.13,45.39,38.26,53.03,59.12,34.97,-,53.7
26,Total Current Liabilities,635.43,628.3,551.01,457.4,420.52,358.3,333.42,356.59,317.19,280.86,150.57,187.52,148.89,130.73,107.88,152.14,159.58,129.61,-,124.52
27,Long-Term Debt,428.42,411.63,389.12,350.37,344.8,324.99,323.33,316.89,293.34,287.19,-,-,-,2.12,7.25,8.69,12.14,26.08,-,49.68
28,Long-Term Leases,11.65,11.95,12.25,12.54,13.29,13.11,13.39,13.67,13.94,14.68,14.84,11.76,1.94,-,-,-,-,-,-,1.54
29,Long-Term Unearned Revenue,9.48,9.68,9.88,10.08,10.28,10.48,10.68,10.85,11,11.14,11.28,11.41,10.55,10.69,10.83,10.96,11.1,11.24,-,5.98
30,Long-Term Deferred Tax Liabilities,101.15,89.42,89.28,85.93,76.67,64,53.73,51.68,31.69,29.09,25.48,20.72,19.51,17.79,16.09,14.93,11.98,12,-,12.41
31,Other Long-Term Liabilities,27.53,22.76,34.47,37.65,30.33,22.1,33.05,31.65,29.22,29.32,36.81,28.8,24.98,17.98,20.72,20.47,17.02,11.65,-,14.75
32,Total Liabilities,1214,1174,1086,953.95,895.88,792.98,767.6,781.33,696.38,652.27,238.97,260.21,205.87,179.32,162.77,207.21,211.82,190.59,-,208.88
33,Common Stock,61.85,61.85,61.85,61.85,61.61,61.61,44.01,44.01,44.01,44.01,44.01,44.01,44.01,44.01,44.01,33.01,33.01,33.01,-,33.01
34,Additional Paid-In Capital,573.94,567.9,561.86,555.82,542.34,534.52,544.31,536.34,530.84,530.84,530.84,530.84,530.84,530.84,530.84,182.15,181.16,182.15,-,182.15
35,Retained Earnings,560.13,555.02,549.75,532.56,480.3,437.03,451.58,427.46,368.56,347.4,354.05,314.36,273.78,226.33,230.33,196.01,168.41,141.49,-,107.01
36,Comprehensive Income & Other,106.22,106.22,106.22,106.22,106.24,106.24,106.24,106.25,106.25,106.25,-,-,-,-,-,-,1,-,-,-
37,Shareholders' Equity,1302,1291,1280,1256,1190,1139,1146,1114,1050,1028,928.9,889.21,848.63,801.18,805.18,411.17,383.57,356.65,322.17,322.17
38,Total Liabilities & Equity,2516,2465,2366,2210,2086,1932,1914,1895,1746,1681,1168,1149,1054,980.5,967.94,618.38,595.39,547.24,-,531.05
39,Total Debt,753.01,701.91,581.2,448.83,403.41,384.45,399.09,412.93,376.21,338.95,15.87,12.55,15.71,25.58,33.31,68.48,77.87,74.99,93.22,93.22
40,Net Cash (Debt),-632.4,-564.18,-448.94,-297.6,-247.5,-151.81,-45.21,31.07,55.07,220.01,182.98,286,298.51,300.31,311.47,-43.91,-62.64,-40.49,-36.58,-36.58
41,Net Cash Growth,-,-,-,-,-,-,-,-89.14%,-81.55%,-26.74%,-41.25%,-,-,-,-,-,-,-,-,-
42,Net Cash Per Share,-10.38,-9.01,-7.31,-4.85,-4.00,-2.46,-0.73,0.50,0.90,3.56,2.96,4.64,4.87,4.83,6.09,-0.96,-1.37,-0.86,-0.80,-0.79
43,Filing Date Shares Outstanding,61.85,61.85,61.85,61.85,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,46.21,46.21,45.82,46.21
44,Total Common Shares Outstanding,61.85,61.85,61.85,61.85,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,46.21,46.21,46.21,45.82,46.21
45,Working Capital,462.21,446.23,480.67,508.61,461.02,421.73,498.68,503.51,479.22,611.85,320.04,366.5,420.52,424.31,463.1,82.37,72.06,77.55,-,77.24
46,Book Value Per Share,21.05,20.87,20.69,20.31,19.32,18.49,18.60,18.08,17.04,16.69,15.08,14.43,13.77,13.00,13.07,8.90,8.30,7.72,6.97,6.97
47,Tangible Book Value,1279,1267,1255,1231,1166,1115,1122,1090,1027,1005,908.79,869.81,829.06,781.44,785.43,391.32,363.55,336.47,316.11,316.11
48,Tangible Book Value Per Share,20.67,20.49,20.29,19.91,18.92,18.10,18.21,17.69,16.66,16.31,14.75,14.12,13.46,12.68,12.75,8.47,7.87,7.28,6.84,6.84
49,Buildings,-,243.2,-,242.29,-,230.3,-,58.83,-,58.83,-,58.83,-,58.83,-,58.83,-,59.38,-,59.38
50,Machinery,-,1165,-,1073,-,851.87,-,670.19,-,525.71,-,439.85,-,419.65,-,374.04,-,295.83,-,308.78
51,Construction In Progress,-,231.18,-,70.77,-,157.36,-,344.59,-,196.24,-,144.28,-,38.05,-,38.53,-,21.97,-,1.24
