,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
37,Operating Margin,14.02%,28.79%,17.23%,31.70%,25.60%,24.37%,22.71%,32.45%,24.78%,33.85%,33.18%,31.96%,38.87%,36.48%,36.41%,32.85%,39.94%,36.46%,23.98%,40.67%
38,Profit Margin,2.94%,22.79%,10.10%,25.28%,18.78%,18.50%,16.04%,29.56%,18.74%,29.81%,29.52%,32.16%,36.88%,33.12%,31.22%,30.22%,32.18%,29.30%,18.28%,36.98%
39,Free Cash Flow Margin,-18.17%,-9.80%,-74.57%,-24.94%,-38.22%,-23.48%,-46.51%,-2.73%,-131.69%,-9.37%,-75.66%,-18.96%,0.79%,30.01%,-11.63%,22.46%,-23.96%,18.48%,-32.01%,36.70%
40,EBITDA,47.05,98.98,51.98,88.17,72.88,69.73,48.02,78.58,38.95,65.1,55.59,51.29,59.05,54.45,48.74,39.02,41.98,39.67,19.79,46.98
41,EBITDA Margin,27.02%,41.21%,30.54%,42.65%,31.63%,33.72%,31.94%,39.41%,34.49%,42.04%,41.34%,40.65%,45.60%,45.43%,44.33%,42.72%,50.19%,46.50%,38.12%,49.49%
42,D&A For EBITDA,22.64,29.82,22.64,22.64,13.88,19.34,13.88,13.88,10.96,12.68,10.96,10.96,8.71,10.72,8.71,9.01,8.57,8.56,7.35,8.38
43,EBIT,24.4,69.16,29.33,65.53,59,50.4,34.13,64.7,27.98,52.42,44.62,40.33,50.34,43.73,40.03,30,33.41,31.11,12.45,38.6
44,EBIT Margin,14.02%,28.79%,17.23%,31.70%,25.60%,24.37%,22.71%,32.45%,24.78%,33.85%,33.18%,31.96%,38.87%,36.48%,36.41%,32.85%,39.94%,36.46%,23.98%,40.67%
45,Effective Tax Rate,2.60%,13.13%,12.35%,11.85%,13.84%,15.06%,14.16%,9.86%,8.82%,11.86%,12.80%,12.61%,13.29%,13.26%,13.29%,13.13%,13.44%,13.06%,10.56%,13.70%
46,Revenue as Reported,174.1,240.2,170.22,206.72,230.46,206.77,150.32,199.4,402.23,-,-,-,-,-,-,-,-,-,-,-
