,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
35,Gross Margin,65.44%,-,87.42%,-,-,98.54%,84.84%,44.08%,85.40%,63.89%,89.29%,-76.64%,93.09%,-,86.04%,88.09%,87.59%,83.86%,79.63%
36,Operating Margin,-32.65%,-,-580.82%,-625.81%,-,24.87%,30.17%,-26.15%,36.55%,-391.41%,-41.58%,-151.18%,50.87%,-1151.43%,8.89%,40.40%,44.39%,-13.16%,14.52%
37,Profit Margin,-35.37%,-,-428.25%,-435.81%,-,-6.05%,34.22%,-14.34%,35.73%,-372.16%,-21.19%,-40.58%,38.95%,-878.80%,-17.62%,32.61%,31.57%,-23.73%,10.13%
38,Free Cash Flow Margin,-120.75%,-,-1135.94%,-121.37%,-,234.72%,-3.75%,2.23%,-15.08%,-913.84%,-522.36%,-254.64%,-30.61%,-1726.44%,-131.71%,15.68%,7.00%,18.39%,-8.10%
39,EBITDA,-4.45,-19.59,-21.97,-78.86,-31.09,12.67,39.48,-18.22,81.56,-7.62,1.83,-58.61,167.58,-16.79,9.12,138.45,83.48,0.27,11.8
40,EBITDA Margin,-12.50%,-,-,-,-,60.56%,37.17%,-18.57%,39.99%,-193.97%,14.72%,-135.01%,52.90%,-,30.36%,42.37%,47.71%,0.58%,28.68%
41,D&A For EBITDA,7.17,7.14,7.17,7.17,7.44,7.47,7.44,7.44,7.02,7.75,7.02,7.02,6.45,6.81,6.45,6.45,5.82,6.35,5.82
42,EBIT,-11.63,-26.73,-29.15,-86.03,-38.53,5.2,32.04,-25.66,74.54,-15.37,-5.18,-65.63,161.13,-23.6,2.67,132,77.65,-6.09,5.98
43,EBIT Margin,-32.65%,-,-,-,-,24.87%,30.17%,-26.15%,36.55%,-,-41.58%,-151.18%,50.87%,-,8.89%,40.40%,44.39%,-13.16%,14.52%
44,Effective Tax Rate,-,-,-,-,-,-,10.80%,-,1.90%,-,-,-,16.49%,-,-,24.67%,24.93%,-,18.95%
45,Revenue as Reported,35.61,-,5.02,13.75,-,20.92,106.22,98.13,203.96,3.93,12.47,43.41,316.77,2.05,30.04,326.74,174.95,87.41,-
