,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Long-Term Deferred Tax Assets,44.56,42.11,37.61,33.31,23.99,12.8,18.58,17.75,21.63,17.43,19.4,21.79,9.15,10.67,7.7,6.8,-,-,-
14,Long-Term Deferred Charges,54.89,50.55,45.71,42.42,39.76,36.06,30.93,27.81,25.48,21.01,17.79,15.46,12.7,11.29,5.14,1.89,-,-,-
15,Other Long-Term Assets,4.12,3.71,4.16,3.36,3.33,4.01,3.63,3.89,38.38,75.09,83.19,78.19,158.34,116.27,69.08,3.9,-,-,-
16,Total Assets,1558,1540,1582,1632,1719,1828,1877,1827,1830,1648,1735,1754,1739,780.58,789.61,777.98,-,-,-
17,Accounts Payable,83.67,16.46,79.76,11.48,107.91,22.19,94.59,9.66,102.01,20.69,68.51,7.52,41.72,17.34,12.67,16.41,-,-,-
18,Accrued Expenses,10.6,34.5,6.19,62.87,10.99,112.64,6.07,144.52,4.32,59.4,2.63,132.36,2.19,52.37,98.78,165.62,-,-,-
19,Short-Term Debt,59.64,57.24,68.06,64.06,71.06,69.85,49.05,42.04,57.05,36.03,20.02,10.01,-,305.57,306.26,296.75,-,-,-
20,Current Income Taxes Payable,1.36,-,0.73,-,0.42,-,3.6,-,9.23,-,0.31,-,36.13,5.99,5.99,5.99,-,-,-
21,Current Unearned Revenue,-,-,-,-,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.59,1.59,1.59,0.9,-,-,-
22,Other Current Liabilities,55.47,76.29,45.79,88.93,72.36,97.92,152.58,106.23,131.67,97.59,113.09,71.73,151.16,40.03,33.56,23.4,-,-,-
23,Total Current Liabilities,210.75,184.48,200.52,227.34,262.79,302.65,305.94,302.5,304.33,213.76,204.62,221.68,232.78,422.89,458.85,509.07,-,-,-
24,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,111.72,67.33,-,-,-,-
25,Long-Term Unearned Revenue,24.89,25.11,25.34,25.56,25.35,25.56,25.77,25.98,25.13,25.31,25.49,25.67,26.81,26.04,26.22,26.4,-,-,-
26,Long-Term Deferred Tax Liabilities,0.08,0.04,0.02,0.06,0.09,0.18,0.1,0.09,0.22,0.26,0.33,0.35,-,-,-,-,-,-,-
27,Other Long-Term Liabilities,4.84,-,6.81,7.56,-,22.03,49.32,38.54,27.63,8.84,46.16,45.42,-,-,-,-,-,-,-
28,Total Liabilities,240.55,209.64,232.7,260.52,288.22,350.42,381.12,367.11,357.31,248.18,276.6,293.12,259.59,560.65,552.4,535.47,-,-,-
29,Common Stock,123.2,123.2,123.2,123.2,123.2,123.2,88,88,88,88,88,88,88,66,66,66,-,-,-
30,Additional Paid-In Capital,1116,1116,1116,1116,1116,1116,1151,1151,1151,1151,1151,1151,1151,36.97,36.24,36.24,-,-,-
31,Retained Earnings,78.22,90.81,110.19,131.68,191.59,237.75,256.62,220.27,234.34,161.47,220.08,222.73,240.34,116.96,134.97,140.27,-,-,-
32,Shareholders' Equity,1318,1330,1350,1371,1431,1477,1496,1460,1473,1400,1459,1461,1479,219.93,237.21,242.5,-,-,-108.38
33,Total Liabilities & Equity,1558,1540,1582,1632,1719,1828,1877,1827,1830,1648,1735,1754,1739,780.58,789.61,777.98,-,-,-
34,Total Debt,59.64,57.24,68.06,64.06,71.06,69.85,49.05,42.04,57.05,36.03,20.02,10.01,-,417.29,373.59,296.75,-,-,425.76
35,Net Cash (Debt),234.88,457.45,141.45,543.76,555.08,554.97,522.36,523.26,517.84,546.51,623.41,683.99,806.23,-250.48,-211.51,-168.73,-,-,-409.07
36,Net Cash Growth,-57.69%,-17.57%,-72.92%,3.92%,7.19%,1.55%,-16.21%,-23.50%,-35.77%,-,-,-,-,-,-,-,-,-,-
37,Net Cash Per Share,1.87,3.77,1.12,4.52,4.68,4.29,4.31,4.43,4.17,4.44,5.05,5.62,7.22,-2.41,-2.57,-1.86,-,-,-8.41
38,Filing Date Shares Outstanding,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,92.4,92.4,92.4,132.01,97.94,48.64
39,Total Common Shares Outstanding,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,123.2,92.4,92.4,92.4,132.01,97.94,48.64
40,Working Capital,418.07,436.78,469.52,494.91,557.72,638.53,689.31,648.52,662.22,620.22,782.83,848.02,1054,-44.18,-2.67,13.71,-,-,-
41,Book Value Per Share,10.69,10.80,10.95,11.13,11.62,11.99,12.14,11.85,11.96,11.37,11.84,11.86,12.00,2.38,2.57,2.62,-,-,-1.55
42,Tangible Book Value,1286,1297,1316,1336,1394,1439,1457,1419,1431,1357,1414,1416,1433,172.86,188.91,192.98,-,-,-156.9
43,Tangible Book Value Per Share,10.44,10.53,10.68,10.84,11.32,11.68,11.83,11.52,11.62,11.02,11.48,11.49,11.63,1.87,2.04,2.09,-,-,-2.24
44,Buildings,-,107.68,-,107.68,-,107.48,-,107.22,-,107.22,-,107.18,-,107.18,107.18,107.18,-,-,-
45,Machinery,-,207.66,-,206.49,-,205.51,-,204.15,-,198.71,-,196.33,-,185.4,169.64,169.09,-,-,-
46,Construction In Progress,-,654.06,-,649.46,-,639.71,-,619.86,-,486.4,-,341.8,-,33.46,30.16,15.13,-,-,-
