,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
36,Additional Paid-In Capital,938.11,938.11,938.11,938.11,938.11,917.23,938.11,938.11,938.11,938.11,938.11,938.11,938.11,-,-,731.21,-,731.21,731.21
37,Retained Earnings,556.19,523.24,551.94,517.59,406.3,382.07,436.09,402.35,329.52,305.87,339.05,310.48,225.86,-,-,151.34,-,63.51,63.51
38,Comprehensive Income & Other,18.26,18.26,16.59,15.75,14.43,34.75,12.94,13.04,12.5,11.51,10.72,10.42,6.73,-,-,6.45,-,5.73,5.73
39,Total Common Equity,2025,1992,2019,1984,1871,1846,1899,1866,1792,1768,1800,1771,1683,-,-,1299,1211,1211,1211
40,Minority Interest,152.44,153.64,153.09,154.4,154.15,152.09,151.24,151.35,145.4,144.57,140.89,141.29,89.84,-,-,88.32,-,84.82,84.82
41,Shareholders' Equity,2177,2146,2172,2138,2025,1998,2051,2017,1938,1912,1941,1913,1773,-,-,1388,1296,1296,1296
42,Total Liabilities & Equity,4176,4045,3963,4203,3854,3646,3671,3813,3748,3670,3653,3789,3216,-,-,2735,-,2487,2487
43,Total Debt,58.16,61.52,75.34,77.95,74.95,74.33,86.29,75.56,72.98,86.97,77.96,82.78,22.29,-,-,-,-,-,-
44,Net Cash (Debt),1357,1368,1430,1663,1206,1097,1174,1375,1148,1147,1207,1517,1266,-,-,1070,793.31,793.31,793.31
45,Net Cash Growth,12.52%,24.77%,21.74%,20.93%,5.12%,-4.41%,-2.69%,-9.35%,-9.32%,-,-,41.72%,59.55%,-,-,-,-,-,-
46,Net Cash Per Share,2.86,2.53,2.91,3.01,2.45,2.01,2.44,2.59,2.38,2.06,2.54,3.01,2.85,-,-,2.17,2.29,1.92,1.92
47,Filing Date Shares Outstanding,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,444.71,344.05,453.29,410.31,346.79,410.31,410.31
48,Total Common Shares Outstanding,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,512.27,444.71,344.05,453.29,410.31,346.79,410.31,410.31
49,Working Capital,1622,1585,1596,1548,1466,1413,1483,1445,1391,1362,1355,1328,1288,-,-,911.06,-,861.23,861.23
50,Book Value Per Share,3.95,3.89,3.94,3.87,3.65,3.60,3.71,3.64,3.50,3.45,3.51,3.46,4.06,-,-,3.17,2.95,2.95,2.95
51,Tangible Book Value,1837,1803,1829,1792,1679,1652,1703,1669,1594,1570,1602,1571,1507,-,-,1123,1034,1034,1034
52,Tangible Book Value Per Share,3.59,3.52,3.57,3.50,3.28,3.23,3.32,3.26,3.11,3.06,3.13,3.07,3.64,-,-,2.74,2.52,2.52,2.52
53,Buildings,-,352.05,-,351.54,-,348.98,-,350.46,-,345.51,-,334.66,-,-,-,238.33,-,232.05,232.05
54,Machinery,-,231.84,-,228.78,-,226.26,-,204.3,-,170.6,-,165.45,-,-,-,134.34,-,119.6,119.6
55,Construction In Progress,-,2.31,-,0.9,-,0.27,-,6.09,-,7.22,-,2.04,-,-,-,25.82,-,0.08,0.08
