,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
37,Dividend Per Share,-,-,-,0.150,-,-,-,0.200,-,-,-,0.150,-,-,-,-,-,-,-
38,Dividend Growth,-,-,-,-25.00%,-,-,-,33.33%,-,-,-,-,-,-,-,-,-,-,-
39,Gross Margin,26.71%,26.77%,26.71%,24.40%,28.58%,22.49%,23.55%,22.84%,17.99%,19.66%,19.70%,19.50%,21.47%,21.63%,28.40%,21.62%,20.38%,15.89%,15.89%
40,Operating Margin,11.18%,8.46%,10.41%,10.10%,12.32%,6.81%,9.73%,6.52%,4.63%,10.94%,3.05%,8.90%,6.61%,6.22%,8.43%,11.55%,0.63%,4.66%,4.66%
41,Profit Margin,7.53%,8.98%,9.59%,11.16%,5.94%,8.31%,7.90%,6.74%,3.98%,6.86%,7.40%,8.33%,5.45%,6.95%,8.07%,10.15%,-0.74%,4.81%,4.81%
42,Free Cash Flow Margin,5.32%,-10.82%,-67.72%,52.06%,23.39%,5.38%,-54.75%,24.66%,-5.18%,1.03%,-41.08%,29.54%,9.69%,-8.37%,-45.43%,28.94%,9.00%,-10.11%,-10.11%
43,EBITDA,59.34,55.78,47.72,111.11,60.91,50.85,52.24,81.19,36.92,80.46,21.18,102.24,35.7,38.22,27.01,110.62,9.63,27.71,27.71
44,EBITDA Margin,13.56%,10.40%,13.32%,11.14%,14.94%,8.73%,12.23%,7.51%,6.21%,12.63%,5.49%,9.80%,8.58%,7.88%,12.02%,12.47%,3.25%,6.46%,6.46%
45,D&A For EBITDA,10.42,10.42,10.42,10.42,10.71,11.17,10.71,10.71,9.4,10.79,9.4,9.4,8.21,8.03,8.07,8.21,7.75,7.75,7.75
46,EBIT,48.91,45.36,37.29,100.69,50.2,39.68,41.54,70.49,27.52,69.68,11.77,92.84,27.5,30.19,18.95,102.41,1.88,19.96,19.96
47,EBIT Margin,11.18%,8.46%,10.41%,10.10%,12.32%,6.81%,9.73%,6.52%,4.63%,10.94%,3.05%,8.90%,6.61%,6.22%,8.43%,11.55%,0.63%,4.66%,4.66%
48,Effective Tax Rate,10.11%,15.88%,16.43%,9.59%,24.54%,4.43%,16.03%,11.35%,-,15.36%,24.98%,16.23%,1.63%,13.20%,17.08%,13.74%,621.95%,14.49%,14.49%
49,Revenue as Reported,437.64,536.15,358.16,997.28,407.61,582.58,427.01,1081,594.79,636.83,385.79,1043,416.22,485.09,224.8,887.03,296.71,428.65,428.65
