,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
32,EPS Growth,-,103.39%,503.02%,409.94%,-38.84%,1336.53%,-87.56%,-66.69%,45.07%,-97.75%,-42.86%,-40.18%,-67.41%,-25.20%,40.00%,17.25%,-,-,-,-
33,Free Cash Flow,-35.82,33.39,-111.7,162.11,102.17,-60.19,-52.65,-19.13,-30,-21.7,-22.02,27.5,-60.09,9.44,7.54,138.79,12.65,2.68,-23.99,53.34
34,Free Cash Flow Per Share,-0.10,0.07,-0.29,0.52,0.30,-0.14,-0.12,-0.05,-0.10,-0.05,-0.05,0.06,-0.14,0.03,0.02,0.41,0.04,0.01,-0.07,0.16
35,Dividend Per Share,-,-,-,0.040,-,0.032,-,-,-,-,-,0.070,-,-,-,0.085,-,-,-,-
36,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-17.65%,-,-,-,-,-,-,-,-
37,Gross Margin,18.35%,21.76%,19.83%,18.00%,19.88%,16.51%,17.00%,11.75%,22.92%,12.61%,21.44%,17.52%,24.15%,19.34%,23.98%,15.11%,27.73%,22.01%,26.84%,24.59%
38,Operating Margin,-2.03%,4.38%,4.26%,5.06%,6.60%,1.60%,0.61%,-5.99%,7.71%,-3.67%,6.50%,0.52%,9.62%,5.49%,10.70%,3.52%,13.96%,7.00%,11.96%,5.01%
39,Profit Margin,-4.62%,5.18%,3.83%,5.45%,3.40%,2.12%,0.71%,1.85%,4.62%,0.24%,5.47%,6.84%,5.40%,6.87%,8.61%,6.90%,9.16%,8.20%,7.48%,5.82%
40,Free Cash Flow Margin,-11.91%,9.13%,-37.18%,27.67%,27.60%,-15.67%,-17.67%,-4.40%,-7.47%,-8.14%,-6.77%,6.95%,-18.70%,2.94%,2.21%,28.25%,3.04%,0.77%,-10.42%,11.17%
41,EBITDA,18.53,46.13,37.42,54.26,45.4,30.42,22.79,-5.08,50.97,10.68,41.14,22.07,50.23,37.59,55.82,37.06,76.24,43.44,45.56,42.51
42,EBITDA Margin,6.16%,12.61%,12.46%,9.26%,12.27%,7.92%,7.65%,-1.17%,12.69%,4.00%,12.64%,5.58%,15.64%,11.72%,16.37%,7.54%,18.31%,12.47%,19.79%,8.90%
43,D&A For EBITDA,24.63,30.11,24.63,24.63,20.96,24.28,20.96,20.96,20,20.46,20,20,19.32,19.97,19.32,19.78,18.12,19.03,18.03,18.6
44,EBIT,-6.1,16.02,12.8,29.63,24.44,6.14,1.83,-26.04,30.98,-9.78,21.14,2.07,30.92,17.62,36.5,17.29,58.12,24.41,27.53,23.91
45,EBIT Margin,-2.03%,4.38%,4.26%,5.06%,6.60%,1.60%,0.61%,-5.99%,7.71%,-3.67%,6.50%,0.52%,9.62%,5.49%,10.70%,3.52%,13.96%,7.00%,11.96%,5.01%
46,Effective Tax Rate,-,3.93%,2.59%,5.76%,13.82%,6.69%,-,-,2.76%,-,14.73%,3.76%,11.10%,2.57%,16.55%,8.69%,16.87%,10.67%,20.52%,11.91%
47,Revenue as Reported,300.78,365.74,300.39,585.81,370.15,384.08,297.9,434.98,401.69,266.74,325.43,395.78,321.23,320.66,341.02,491.35,416.36,348.42,230.21,477.63
