,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
25,Total Current Liabilities,713.35,671.71,853.74,883.45,714.79,621.8,609.19,709.39,662.6,604.28,547.81,602.26,503.53,567.74,650.88,899.83,871.07,806.51,-,947.03
26,Long-Term Debt,541.4,536.05,537.22,522.74,485.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,27.51,25.14,14.53,13.77,15.9,14.92,16.22,1.66,2.51,2.53,7.24,3.84,3.98,5.39,-,-,-,-,-,-
28,Long-Term Unearned Revenue,17.69,19.79,18.09,17.59,16.68,17.56,17.57,15.97,16.21,17,16.76,17.52,18.29,19.05,19.83,19.07,19.44,19.78,-,19.7
29,Long-Term Deferred Tax Liabilities,2.93,2.03,1.05,0.89,0.62,0.66,1.06,1.14,3.33,6.46,7.34,7,7.79,7.85,8.26,8.1,9.76,8.9,-,8.45
30,Other Long-Term Liabilities,18.4,19.13,12.51,11.32,14.39,14.17,13.69,12.34,12.64,12.84,11.93,11.12,10.99,10,10.25,8.46,5.96,4.68,-,3.07
31,Total Liabilities,1321,1274,1437,1450,1247,669.11,657.74,740.5,697.29,643.13,591.08,641.75,544.57,610.03,689.22,935.47,906.23,839.87,-,978.25
32,Common Stock,426,425.5,425.49,425.93,424.88,424.88,424.88,425,424.55,424.55,424.55,420,420,420,420,340,340,340,-,340
33,Additional Paid-In Capital,688.85,678.27,669.83,662.7,654.37,653.19,651.79,650.26,645.82,643.01,640.32,623.24,623.24,623.24,623.24,291.09,291.09,291.09,-,291.09
34,Retained Earnings,464.86,478.75,476.58,465.06,446.72,434.12,425.99,423.87,415.81,397.25,426.87,408.53,381.45,364.1,377.78,348.4,314.48,276.33,-,230.54
35,Treasury Stock,-66.93,-64.35,-63.86,-21.78,-22.55,-22.55,-22.55,-23.11,-21.03,-21.03,-21.34,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,47.95,47.92,47.9,47.93,87.43,0.03,0.5,0.48,-0.14,-0.13,-0.13,-0.05,0,0.04,0.04,0.13,0.13,0.12,-,0.05
37,Total Common Equity,1561,1566,1556,1580,1591,1490,1481,1477,1465,1444,1470,1452,1425,1407,1421,979.62,945.69,907.53,861.67,861.67
38,Minority Interest,-,-,-,-,-,-,-,-,-,-,-,0.79,1.04,1.19,1.31,1.64,2.09,2.45,-,2.8
39,Shareholders' Equity,1561,1566,1556,1580,1591,1490,1481,1477,1465,1444,1470,1453,1426,1409,1422,981.26,947.79,909.99,864.48,864.48
40,Total Liabilities & Equity,2882,2840,2993,3030,2838,2159,2138,2217,2162,2087,2061,2094,1970,2019,2112,1917,1854,1750,-,1843
41,Total Debt,620.12,629.65,747.65,643.06,584.08,79.13,78.94,63.98,63.51,64.99,8.24,7.24,3.98,5.47,0.1,221.64,281.58,292.63,304.96,304.96
42,Net Cash (Debt),184.54,235.93,268.19,441.15,285.94,98.4,157.53,224.38,257.13,317.02,354.32,353.71,327.23,382.61,426.45,3.35,-131.18,-138.28,-107.86,-107.86
43,Net Cash Growth,-35.46%,139.76%,70.25%,96.61%,11.20%,-68.96%,-55.54%,-36.56%,-21.42%,-17.14%,-16.91%,10447.70%,-,-,-,-,-,-,-,-
44,Net Cash Per Share,0.50,0.49,0.70,1.40,0.83,0.23,0.37,0.55,0.83,0.67,0.80,0.78,0.77,1.03,1.02,0.01,-0.43,-0.38,-0.31,-0.33
45,Filing Date Shares Outstanding,419.58,419.08,419.32,419.08,424.88,424.88,424.88,405.26,424.55,476.6,444.82,420,420,420,420,420,340,340,344.27,340
46,Total Common Shares Outstanding,419.58,419.08,419.32,419.08,424.88,424.88,424.88,405.26,424.55,476.6,444.82,420,420,420,420,340,340,340,344.27,340
47,Working Capital,1016,1059,1095,1091,1071,502.13,515.69,509.68,584.57,585.52,638.76,620.06,610.21,607.79,661.59,209.22,165.19,135.82,-,71.95
48,Book Value Per Share,3.72,3.74,3.71,3.77,3.74,3.51,3.48,3.64,3.45,3.03,3.31,3.46,3.39,3.35,3.38,2.88,2.78,2.67,2.53,2.53
49,Tangible Book Value,1396,1403,1391,1414,1424,1322,1311,1323,1311,1288,1311,1293,1262,1244,1275,832.18,800.72,761.23,712.68,712.68
50,Tangible Book Value Per Share,3.33,3.35,3.32,3.37,3.35,3.11,3.09,3.27,3.09,2.70,2.95,3.08,3.01,2.96,3.04,2.45,2.36,2.24,2.10,2.10
51,Buildings,-,335.18,-,329.11,-,313.76,-,290,-,242.49,-,242.49,-,241.69,-,253.65,252.03,-,-,203.98
52,Machinery,-,915.23,-,909.14,-,786.29,-,814.66,-,718.24,-,678.33,-,645.57,-,638.27,626.65,-,-,603.63
53,Construction In Progress,-,121.5,-,39.22,-,83.46,-,61.02,-,79.14,-,65.01,-,48.14,-,15.36,17.03,24.27,-,41.5
