,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
37,Comprehensive Income & Other,-35.65,-29.43,-56.14,-5.47,21.47,65.92,51.69,43.24,-2.64,5.77
38,Total Common Equity,1838,1846,1841,1866,1844,1331,1300,1294,1224,856.74
39,Minority Interest,163.38,147.47,131.99,132.18,143.96,6.01,3.51,2.91,3.25,4.58
40,Shareholders' Equity,2001,1993,1973,1998,1988,1337,1303,1297,1228,861.32
41,Total Liabilities & Equity,2774,2749,2706,2902,2889,1956,1682,1629,1479,1120
42,Total Debt,401.23,362.99,396.67,452.49,449.87,471.69,257.88,244.97,183.66,171.68
43,Net Cash (Debt),111.13,194.43,198.87,246.03,213.53,-29.33,256.48,308.97,391.43,364.17
44,Net Cash Growth,-44.12%,-20.97%,-6.87%,-,-16.75%,-,-34.48%,-15.16%,-34.44%,-50.10%
45,Net Cash Per Share,0.09,0.16,0.16,0.20,0.17,-0.03,0.22,0.27,0.37,0.34
46,Filing Date Shares Outstanding,1233,1244,1259,1259,1237,1236,1148,1147,1144,1055
47,Total Common Shares Outstanding,1233,1244,1259,1259,1237,1150,1148,1147,1144,1051
48,Working Capital,338.45,330.81,363.37,331.76,297.19,338.14,412.05,458.92,511.92,451.81
49,Book Value Per Share,1.49,1.48,1.46,1.48,1.49,1.16,1.13,1.13,1.07,0.81
50,Tangible Book Value,1052,1044,1049,1045,1019,1127,1131,1149,1121,705.73
51,Tangible Book Value Per Share,0.85,0.84,0.83,0.83,0.82,0.98,0.99,1.00,0.98,0.67
52,Buildings,-,86.08,-,88.44,-,19.75,-,19.17,-,-
53,Machinery,-,475.16,-,466.86,-,337.72,-,246.99,-,197.26
54,Construction In Progress,-,74.35,-,26.36,-,7.9,-,11.85,-,2.52
55,Leasehold Improvements,-,249.1,-,235.85,-,169,-,102.4,-,79.35
