,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
13,Goodwill,183.23,183.37,183.52,183.67,183.82,183.87,184.23,184.56,-,-,-,185.85,185.85,186.5,186.5
14,Other Intangible Assets,289.99,294.78,295.42,293.27,296.82,300.27,304.54,309.1,-,-,-,326.4,326.4,224.17,224.17
15,Long-Term Deferred Tax Assets,13.94,13.84,12.6,12.53,3.06,2.88,2.94,2.8,-,-,-,7.17,7.17,6.42,6.42
16,Long-Term Deferred Charges,4.23,4.34,4.78,4.81,4.7,5.4,3.93,4.56,-,-,-,3.85,3.85,3.04,3.04
17,Other Long-Term Assets,43.67,38.42,33.9,14.2,54.65,44.7,52.62,60.06,-,-,-,30.7,30.7,134.96,134.96
18,Total Assets,4303,4288,4195,4320,4422,4482,2939,3068,-,-,-,2485,2485,2188,2188
19,Accounts Payable,1182,1188,1149,1257,1060,1163,1024,1229,-,-,-,922.17,922.17,822.54,822.54
20,Accrued Expenses,55.77,179.53,38.25,111.39,44.8,106.26,33.38,105.53,-,-,-,132.24,132.24,82.46,82.46
21,Short-Term Debt,13.06,-,-,9.16,55.2,-,-,-,-,-,-,-,-,1.08,1.08
22,Current Portion of Leases,5.58,5.62,8.43,11.81,12.89,15.48,14.91,13.21,-,-,-,11.77,11.77,-,-
23,Current Income Taxes Payable,41.21,11.52,33.33,9.47,14.81,7.36,24.71,4.33,-,-,-,19.12,19.12,6.93,6.93
24,Current Unearned Revenue,20.71,23.48,16.66,18.38,18.42,23.83,13.19,37.56,-,-,-,36.39,36.39,25.4,25.4
25,Other Current Liabilities,100.01,10.77,78.7,48.95,74.3,64.14,66.54,60.76,-,-,-,51.61,51.61,54.4,54.4
26,Total Current Liabilities,1418,1418,1324,1466,1281,1380,1177,1450,-,-,-,1173,1173,992.81,992.81
27,Long-Term Debt,-,-,-,-,293.09,293.09,231.79,123.55,-,-,-,-,-,-,-
28,Long-Term Leases,11.31,11.2,13.23,14.93,17.16,18.61,21.99,8.23,-,-,-,18.27,18.27,32.36,32.36
29,Long-Term Unearned Revenue,24,24.97,23.58,24.51,20.13,7.13,6.01,6.16,-,-,-,2.12,2.12,2.77,2.77
30,Long-Term Deferred Tax Liabilities,19.9,20.14,20.12,20.32,20.41,20.47,20.97,21.04,-,-,-,22.35,22.35,22.82,22.82
31,Other Long-Term Liabilities,3.36,3.65,3.58,3.84,4.86,6.47,3.82,4.17,-,-,-,5.84,5.84,1.9,1.9
32,Total Liabilities,1477,1478,1385,1530,1636,1725,1461,1613,-,-,-,1222,1222,1053,1053
33,Common Stock,461.56,461.56,461.56,461.56,461.56,461.56,369.25,369.25,-,-,-,369.25,369.25,369.25,369.25
34,Additional Paid-In Capital,1715,1710,1708,1707,1707,1689,565.38,564.23,-,-,-,563.33,563.33,559.4,559.4
35,Retained Earnings,674.15,638.14,639.7,616.34,607.48,575.09,530.85,507.61,-,-,-,317.09,317.09,192.55,192.55
36,Treasury Stock,-22.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,3.89,2.68,1.48,5.92,4.15,25.75,5.33,3.42,-,-,-,-2.87,-2.87,-2.24,-2.24
38,Total Common Equity,2832,2812,2811,2791,2780,2752,1471,1445,-,-,-,1247,1247,1119,1119
39,Minority Interest,-5.63,-2.46,-0.58,-1.08,5.43,5.14,7.29,9.71,-,-,-,16.19,16.19,15.93,15.93
40,Shareholders' Equity,2827,2809,2811,2790,2785,2757,1478,1454,-,-,-,1263,1263,1135,1135
41,Total Liabilities & Equity,4303,4288,4195,4320,4422,4482,2939,3068,-,-,-,2485,2485,2188,2188
42,Total Debt,29.95,16.82,21.66,35.9,378.34,327.18,268.69,145,-,-,-,30.05,30.05,33.45,33.45
43,Net Cash (Debt),1530,1716,1108,1877,1263,1906,626.7,644.05,-,-,-,656.17,656.17,503.28,503.28
44,Net Cash Growth,21.11%,-9.99%,76.80%,191.49%,-,-,-,-1.85%,-,-,-,-,-,-,-
45,Net Cash Per Share,3.40,3.91,2.37,4.25,2.53,5.26,1.62,1.80,-,-,-,1.83,1.83,1.33,1.33
46,Filing Date Shares Outstanding,458.96,461.56,461.56,461.56,461.56,461.56,369.25,357.68,369.27,336.89,401.71,369.25,369.25,369.25,369.25
47,Total Common Shares Outstanding,458.96,461.56,461.56,461.56,461.56,461.56,369.25,357.68,369.27,336.89,401.71,369.25,369.25,369.25,369.25
48,Working Capital,1379,1399,1450,1487,1810,1872,622.53,520.67,-,-,-,487.86,487.86,390.37,390.37
49,Book Value Per Share,6.17,6.09,6.09,6.05,6.02,5.96,3.98,4.04,-,-,-,3.38,3.38,3.03,3.03
50,Tangible Book Value,2359,2334,2332,2314,2299,2268,982.03,950.86,-,-,-,734.55,734.55,708.29,708.29
51,Tangible Book Value Per Share,5.14,5.06,5.05,5.01,4.98,4.91,2.66,2.66,-,-,-,1.99,1.99,1.92,1.92
52,Buildings,-,181.64,-,181.64,-,182.59,-,116.54,-,-,-,116.23,116.23,115.61,115.61
53,Machinery,-,483.67,-,426.95,-,378.04,-,334.47,-,-,-,244.79,244.79,209.84,209.84
54,Construction In Progress,-,572.2,-,497.47,-,330.46,-,259.7,-,-,-,16.01,16.01,-,-
