,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
37,Gross Margin,7.65%,8.33%,7.51%,-1.41%,7.58%,13.88%,5.27%,9.41%,8.12%,14.51%,24.28%,27.17%,26.06%,26.10%,20.88%
38,Operating Margin,3.90%,4.74%,5.12%,-3.57%,5.85%,11.23%,4.31%,7.63%,4.73%,11.43%,20.61%,22.34%,21.02%,21.35%,12.37%
39,Profit Margin,1.99%,3.68%,3.51%,0.55%,2.72%,9.57%,2.13%,5.47%,3.90%,7.87%,16.45%,17.69%,16.48%,16.94%,10.47%
40,Free Cash Flow Margin,-16.26%,0.54%,-11.07%,-14.53%,1.40%,4.96%,-13.72%,-4.54%,-15.14%,-17.18%,-14.66%,-15.25%,-22.75%,-33.13%,-17.49%
41,EBITDA,471.11,684.32,504.17,21.58,802.76,1353,717.62,1391,638.23,1010,1308,892.74,422.72,250.25,90.19
42,EBITDA Margin,9.24%,10.93%,11.15%,0.31%,7.20%,13.53%,5.45%,8.55%,5.13%,12.64%,21.43%,23.67%,23.36%,25.70%,17.61%
43,D&A For EBITDA,272.55,387.64,272.55,272.55,150.27,229.96,150.27,150.27,50.04,96.95,50.04,50.04,42.3,42.3,26.83
44,EBIT,198.57,296.69,231.62,-250.97,652.49,1123,567.35,1241,588.19,912.73,1258,842.71,380.42,207.95,63.36
45,EBIT Margin,3.90%,4.74%,5.12%,-3.57%,5.85%,11.23%,4.31%,7.63%,4.73%,11.43%,20.61%,22.34%,21.02%,21.35%,12.37%
46,Effective Tax Rate,22.92%,14.95%,18.42%,32.52%,11.09%,15.84%,16.97%,15.49%,12.18%,16.52%,15.58%,16.87%,15.28%,12.90%,11.76%
47,Revenue as Reported,5098,6262,4520,7029,11150,10003,13176,16270,12430,7986,6105,3772,1810,1486,-
